,race_time,race_id,race_name
0,0945,202506040301,2歳未勝利
1,1001,202509040301,2歳未勝利
2,1015,202506040302,2歳未勝利
3,1030,202509040302,2歳未勝利
4,1045,202506040303,3歳未勝利
5,1100,202509040303,2歳未勝利
6,1135,202509040304,3歳未勝利
7,1210,202506040305,2歳新馬
8,1225,202509040305,2歳新馬
9,1240,202506040306,2歳新馬
10,1255,202509040306,2歳新馬
11,1315,202506040307,3歳未勝利
12,1325,202509040307,3歳未勝利
13,1345,202506040308,3歳以上1勝クラス
14,1355,202509040308,生田特別
15,1415,202506040309,松戸特別
16,1431,202509040309,3歳以上1勝クラス
17,1450,202506040310,汐留特別
18,1505,202509040310,鳥取特別
19,1530,202506040311,初風S
20,1545,202509040311,チャレンジC
21,1610,202506040312,3歳以上1勝クラス
22,1630,202509040312,3歳以上1勝クラス
