,race_time,race_id,race_name
0,0950,202507010501,3歳未勝利
1,1005,202506010501,3歳未勝利
2,1020,202507010502,3歳未勝利
3,1035,202506010502,3歳未勝利
4,1050,202507010503,3歳未勝利
5,1105,202506010503,3歳未勝利
6,1120,202507010504,3歳新馬
7,1210,202507010505,3歳新馬
8,1225,202506010505,3歳新馬
9,1240,202507010506,4歳以上1勝クラス
10,1255,202506010506,3歳未勝利
11,1310,202507010507,4歳以上1勝クラス
12,1325,202506010507,3歳1勝クラス
13,1345,202507010508,4歳以上1勝クラス
14,1400,202506010508,4歳以上1勝クラス
15,1420,202507010509,鳥羽特別
16,1435,202506010509,成田特別
17,1455,202507010510,雅S
18,1510,202506010510,初春S
19,1530,202507010511,シンザン記念
20,1545,202506010511,ニューイヤーS
21,1610,202507010512,4歳以上2勝クラス
22,1625,202506010512,4歳以上1勝クラス
