,race_time,race_id,race_name
0,0945,202510010401,3歳未勝利
1,0955,202508010201,3歳未勝利
2,1005,202505010201,3歳未勝利
3,1015,202510010402,3歳未勝利
4,1025,202508010202,3歳未勝利
5,1035,202505010202,4歳以上1勝クラス
6,1045,202510010403,4歳以上1勝クラス
7,1055,202508010203,3歳未勝利
8,1105,202505010203,3歳未勝利
9,1125,202508010204,3歳1勝クラス
10,1135,202505010204,3歳新馬
11,1205,202510010405,3歳新馬
12,1215,202508010205,3歳新馬
13,1225,202505010205,3歳新馬
14,1235,202510010406,3歳未勝利
15,1245,202508010206,3歳未勝利
16,1255,202505010206,3歳未勝利
17,1305,202510010407,4歳以上1勝クラス
18,1315,202508010207,4歳以上1勝クラス
19,1325,202505010207,4歳以上1勝クラス
20,1335,202510010408,3歳1勝クラス
21,1345,202508010208,4歳以上2勝クラス
22,1355,202505010208,4歳以上2勝クラス
23,1405,202510010409,戸畑特別
24,1415,202508010209,天ケ瀬特別
25,1425,202505010209,セントポーリア賞
26,1440,202510010410,周防灘特別
27,1450,202508010210,八坂S
28,1501,202505010210,節分S
29,1515,202510010411,門司S
30,1530,202508010211,シルクロードS
31,1545,202505010211,根岸S
32,1601,202510010412,4歳以上1勝クラス
33,1610,202508010212,4歳以上1勝クラス
34,1625,202505010212,4歳以上2勝クラス
