,2023107379
peds_0,サトノジェネシス  2016 鹿毛  [血統][産駒]  Halo系
peds_1,バシマー  2003 黒鹿毛  [血統][産駒]  FNo.[2-f]
peds_2,ディープインパクト  2002 鹿毛  [血統][産駒]
peds_3,マルペンサ  Malpensa(亜)  2006 鹿毛  [血統][産駒]
peds_4,Grand Lodge  (米)  1991 栗毛  [血統][産駒]
peds_5,Bella Vitessa  1992 鹿毛  [血統][産駒]
peds_6,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_7,ウインドインハーヘア  Wind in Her Hair(愛)  1991 鹿毛  [血統][産駒]
peds_8,Orpen  1996 鹿毛  [血統][産駒]
peds_9,Marsella  1997 黒鹿毛  [血統][産駒]
peds_10,Chief's Crown  1982 鹿毛  [血統][産駒]
peds_11,La Papagena  1983 黒鹿毛  [血統][産駒]
peds_12,Thatching  1975 鹿毛  [血統][産駒]
peds_13,Burghclere 1977 鹿毛  [血統][産駒]
peds_14,Halo 1969 黒鹿毛
peds_15,Wishing Well 1975 鹿毛
peds_16,Alzao 1980 鹿毛
peds_17,Burghclere 1977 鹿毛
peds_18,Lure 1989 鹿毛
peds_19,Bonita Francita 1987 鹿毛
peds_20,サザンヘイロー 1983 鹿毛
peds_21,Riviere 1978 栗毛
peds_22,Danzig 1977 鹿毛
peds_23,Six Crowns 1976 栗毛
peds_24,Habitat 1966 鹿毛
peds_25,Magic Flute 1968 黒鹿毛
peds_26,Thatch 1970 鹿毛
peds_27,Abella 1968 栗毛
peds_28,Busted 1963 栗毛
peds_29,Highclere 1971 鹿毛
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Lyphard
peds_35,Lady Rebecca
peds_36,Busted
peds_37,Highclere
peds_38,Danzig
peds_39,Endear
peds_40,Devil's Bag
peds_41,Raise the Standard
peds_42,Halo
peds_43,Northern Sea
peds_44,Logical
peds_45,Talonada
peds_46,Northern Dancer
peds_47,Pas de Nom
peds_48,Secretariat
peds_49,Chris Evert
peds_50,Sir Gaylord
peds_51,Little Hut
peds_52,Tudor Melody
peds_53,Filigrana
peds_54,Forli
peds_55,Thong
peds_56,Abernant
peds_57,Darrica
peds_58,Crepello
peds_59,Sans le Sou
peds_60,Queen's Hussar
peds_61,Highlight
