,2023106254
peds_0,ルーラーシップ  2007 鹿毛  [血統][産駒]  Mr. Prospector系
peds_1,ニシノアカツキ  2011 栗毛  [血統][産駒]  FNo.[16-a]
peds_2,キングカメハメハ  2001 鹿毛  [血統][産駒]
peds_3,エアグルーヴ  1993 鹿毛  [血統][産駒]
peds_4,オペラハウス  Opera House(英)  1988 鹿毛  [血統][産駒]
peds_5,ニシノシルエット  2006 栗毛  [血統][産駒]
peds_6,Kingmambo  (米)  1990 鹿毛  [血統][産駒]
peds_7,マンファス  Manfath(愛)  1991 黒鹿毛  [血統][産駒]
peds_8,トニービン  Tony Bin(愛)  1983 鹿毛  [血統][産駒]
peds_9,ダイナカール  1980 鹿毛  [血統][産駒]
peds_10,Sadler's Wells  (米)  1981 鹿毛  [血統][産駒]
peds_11,Colorspin  1983 鹿毛  [血統][産駒]
peds_12,アグネスタキオン  1998 栗毛  [血統][産駒]
peds_13,クランチーカ  Kranjska(英)  1998 栗毛  [血統][産駒]
peds_14,Mr. Prospector 1970 鹿毛
peds_15,Miesque 1984 鹿毛
peds_16,ラストタイクーン 1983 黒鹿毛
peds_17,Pilot Bird 1983 鹿毛
peds_18,カンパラ 1976 黒鹿毛
peds_19,Severn Bridge 1965 栗毛
peds_20,ノーザンテースト 1971 栗毛
peds_21,シャダイフェザー 1973 鹿毛
peds_22,Northern Dancer 1961 鹿毛
peds_23,Fairy Bridge 1975 鹿毛
peds_24,High Top 1969 鹿毛
peds_25,Reprocolor 1976 栗毛
peds_26,サンデーサイレンス 1986 青鹿毛
peds_27,アグネスフローラ 1987 鹿毛
peds_28,Caerleon 1980 鹿毛
peds_29,カルニオラ 1993 鹿毛
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Nureyev
peds_33,Pasadoble
peds_34,トライマイベスト
peds_35,Mill Princess
peds_36,Blakeney
peds_37,The Dancer
peds_38,Kalamoun
peds_39,State Pension
peds_40,Hornbeam
peds_41,Priddy Fair
peds_42,Northern Dancer
peds_43,Lady Victoria
peds_44,ガーサント
peds_45,パロクサイド
peds_46,Nearctic
peds_47,Natalma
peds_48,Bold Reason
peds_49,Special
peds_50,Derring-Do
peds_51,Camenae
peds_52,Jimmy Reppin
peds_53,Blue Queen
peds_54,Halo
peds_55,Wishing Well
peds_56,ロイヤルスキー
peds_57,アグネスレディー
peds_58,Nijinsky
peds_59,Foreseer
peds_60,Rainbow Quest
peds_61,Carnival Spirit
