,2023105257
peds_0,シスキン  Siskin(米)  2017 鹿毛  [血統][産駒]  Mr. Prospector系
peds_1,リセエンヌ  2013 青鹿毛  [血統][産駒]  FNo.[16-a]
peds_2,First Defence  2004 鹿毛  [血統][産駒]
peds_3,Bird Flown  2011 鹿毛  [血統][産駒]
peds_4,ディープインパクト  2002 鹿毛  [血統][産駒]
peds_5,ラブーム  La Boum(独)  2003 鹿毛  [血統][産駒]
peds_6,Unbridled's Song  (米)  1993 芦毛  [血統][産駒]
peds_7,Honest Lady  1996 黒鹿毛  [血統][産駒]
peds_8,Oasis Dream  (英)  2000 鹿毛  [血統][産駒]
peds_9,Silver Star  1996 鹿毛  [血統][産駒]
peds_10,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_11,ウインドインハーヘア  Wind in Her Hair(愛)  1991 鹿毛  [血統][産駒]
peds_12,Monsun  1990 黒鹿毛  [血統][産駒]
peds_13,La Bouche  1995 鹿毛  [血統][産駒]
peds_14,Unbridled 1987 鹿毛
peds_15,Trolley Song 1983 芦毛
peds_16,Seattle Slew 1974 黒鹿毛
peds_17,Toussaud 1989 黒鹿毛
peds_18,Green Desert 1983 鹿毛
peds_19,Hope 1991 鹿毛
peds_20,Zafonic 1990 鹿毛
peds_21,Monroe 1977 鹿毛
peds_22,Halo 1969 黒鹿毛
peds_23,Wishing Well 1975 鹿毛
peds_24,Alzao 1980 鹿毛
peds_25,Burghclere 1977 鹿毛
peds_26,Konigsstuhl 1976 黒鹿毛
peds_27,Mosella 1985 鹿毛
peds_28,In the Wings 1986 鹿毛
peds_29,La Mesa 1988 鹿毛
peds_30,Fappiano
peds_31,Gana Facil
peds_32,Caro
peds_33,Lucky Spell
peds_34,Bold Reasoning
peds_35,My Charmer
peds_36,El Gran Senor
peds_37,Image of Reality
peds_38,Danzig
peds_39,Foreign Courier
peds_40,ダンシングブレーヴ
peds_41,Bahamian
peds_42,Gone West
peds_43,Zaizafon
peds_44,Sir Ivor
peds_45,Best in Show
peds_46,Hail to Reason
peds_47,Cosmah
peds_48,Understanding
peds_49,Mountain Flower
peds_50,Lyphard
peds_51,Lady Rebecca
peds_52,Busted
peds_53,Highclere
peds_54,Dschingis Khan
peds_55,Konigskronung
peds_56,Surumu
peds_57,Monasia
peds_58,Sadler's Wells
peds_59,High Hawk
peds_60,Sharpo
peds_61,Leticia
