,2023102199
peds_0,エポカドーロ  2015 黒鹿毛  [血統][産駒]  Halo系
peds_1,ツダグローリー  2018 黒鹿毛  [血統][産駒]  FNo.[3-c]
peds_2,オルフェーヴル  2008 栗毛  [血統][産駒]
peds_3,ダイワパッション  2003 鹿毛  [血統][産駒]
peds_4,トゥザグローリー  2007 鹿毛  [血統][産駒]
peds_5,ホワイトハート  2008 黒鹿毛  [血統][産駒]
peds_6,ステイゴールド  1994 黒鹿毛  [血統][産駒]
peds_7,オリエンタルアート  1997 栗毛  [血統][産駒]
peds_8,フォーティナイナー  Forty Niner(米)  1985 栗毛  [血統][産駒]
peds_9,サンルージュ  1992 鹿毛  [血統][産駒]
peds_10,キングカメハメハ  2001 鹿毛  [血統][産駒]
peds_11,トゥザヴィクトリー  1996 鹿毛  [血統][産駒]
peds_12,ホワイトマズル  White Muzzle(英)  1990 鹿毛  [血統][産駒]
peds_13,メローフルーツ  1991 黒鹿毛  [血統][産駒]
peds_14,サンデーサイレンス 1986 青鹿毛
peds_15,ゴールデンサッシュ 1988 栗毛
peds_16,メジロマックイーン 1987 芦毛
peds_17,エレクトロアート 1986 栗毛
peds_18,Mr. Prospector 1970 鹿毛
peds_19,File 1976 栗毛
peds_20,シェイディハイツ 1984 鹿毛
peds_21,チカノヴァ 1983 鹿毛
peds_22,Kingmambo 1990 鹿毛
peds_23,マンファス 1991 黒鹿毛
peds_24,サンデーサイレンス 1986 青鹿毛
peds_25,フェアリードール 1991 栗毛
peds_26,ダンシングブレーヴ 1983 鹿毛
peds_27,Fair of the Furze 1982 鹿毛
peds_28,Halo 1969 黒鹿毛
peds_29,バッフドオレンジ 1982 栗毛
peds_30,Halo
peds_31,Wishing Well
peds_32,ディクタス
peds_33,ダイナサッシュ
peds_34,メジロティターン
peds_35,メジロオーロラ
peds_36,ノーザンテースト
peds_37,グランマスティーヴンス
peds_38,Raise a Native
peds_39,Gold Digger
peds_40,Tom Rolfe
peds_41,Continue
peds_42,Shirley Heights
peds_43,Vaguely
peds_44,Northern Dancer
peds_45,Cairn Rouge
peds_46,Mr. Prospector
peds_47,Miesque
peds_48,ラストタイクーン
peds_49,Pilot Bird
peds_50,Halo
peds_51,Wishing Well
peds_52,Nureyev
peds_53,Dream Deal
peds_54,Lyphard
peds_55,Navajo Princess
peds_56,Ela-Mana-Mou
peds_57,Autocratic
peds_58,Hail to Reason
peds_59,Cosmah
peds_60,Exclusive Native
peds_61,Sally Stark
