,2023105153
peds_0,ヴァンセンヌ  2009 鹿毛  [血統][産駒]  Halo系
peds_1,ショウナンアオバ  2007 鹿毛  [血統][産駒]  FNo.[16-h]
peds_2,ディープインパクト  2002 鹿毛  [血統][産駒]
peds_3,フラワーパーク  1992 鹿毛  [血統][産駒]
peds_4,キングカメハメハ  2001 鹿毛  [血統][産駒]
peds_5,ショウナンタイム  1996 黒鹿毛  [血統][産駒]
peds_6,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_7,ウインドインハーヘア  Wind in Her Hair(愛)  1991 鹿毛  [血統][産駒]
peds_8,ニホンピロウイナー  1980 黒鹿毛  [血統][産駒]
peds_9,ノーザンフラワー  1977 栗毛  [血統][産駒]
peds_10,Kingmambo  (米)  1990 鹿毛  [血統][産駒]
peds_11,マンファス  Manfath(愛)  1991 黒鹿毛  [血統][産駒]
peds_12,Gilded Time  1990 栗毛  [血統][産駒]
peds_13,Pennbrook's Lady  1983 黒鹿毛  [血統][産駒]
peds_14,Halo 1969 黒鹿毛
peds_15,Wishing Well 1975 鹿毛
peds_16,Alzao 1980 鹿毛
peds_17,Burghclere 1977 鹿毛
peds_18,スティールハート 1972 黒鹿毛
peds_19,ニホンピロエバート 1974 鹿毛
peds_20,ノーザンテースト 1971 栗毛
peds_21,ファイアフラワー 1972 鹿毛
peds_22,Mr. Prospector 1970 鹿毛
peds_23,Miesque 1984 鹿毛
peds_24,ラストタイクーン 1983 黒鹿毛
peds_25,Pilot Bird 1983 鹿毛
peds_26,Timeless Moment 1970 栗毛
peds_27,Gilded Lilly 1979 栗毛
peds_28,Nasty and Bold 1975 鹿毛
peds_29,Chicanery 1971 栗毛
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Lyphard
peds_35,Lady Rebecca
peds_36,Busted
peds_37,Highclere
peds_38,Habitat
peds_39,A. 1.
peds_40,チャイナロック
peds_41,ライトフレーム
peds_42,Northern Dancer
peds_43,Lady Victoria
peds_44,Dike
peds_45,Pascha
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Nureyev
peds_49,Pasadoble
peds_50,トライマイベスト
peds_51,Mill Princess
peds_52,Blakeney
peds_53,The Dancer
peds_54,Damascus
peds_55,Hour of Parting
peds_56,What a Pleasure
peds_57,Luquillo
peds_58,Naskra
peds_59,College Bold
peds_60,Pretense
peds_61,Forward March
