,2023105780
peds_0,インディチャンプ  2015 鹿毛  [血統][産駒]  Halo系
peds_1,サツキティアラ  2018 鹿毛  [血統][産駒]  FNo.[4-r]
peds_2,ステイゴールド  1994 黒鹿毛  [血統][産駒]
peds_3,ウィルパワー  2007 鹿毛  [血統][産駒]
peds_4,バトルプラン  Battle Plan(米)  2005 鹿毛  [血統][産駒]
peds_5,ラストエンジェル  2012 鹿毛  [血統][産駒]
peds_6,サンデーサイレンス Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_7,ゴールデンサッシュ  1988 栗毛  [血統][産駒]
peds_8,キングカメハメハ  2001 鹿毛  [血統][産駒]
peds_9,トキオリアリティー  1994 栗毛  [血統][産駒]
peds_10,エンパイアメーカー  Empire Maker(米)  2000 黒鹿毛  [血統][産駒]
peds_11,Flanders  1992 栗毛  [血統][産駒]
peds_12,バゴ  Bago(仏)  2001 黒鹿毛  [血統][産駒]
peds_13,エンジェルスポート  1994 青鹿毛  [血統][産駒]
peds_14,Halo 1969 黒鹿毛
peds_15,Wishing Well 1975 鹿毛
peds_16,ディクタス 1967 栗毛
peds_17,ダイナサッシュ 1979 鹿毛
peds_18,Kingmambo 1990 鹿毛
peds_19,マンファス 1991 黒鹿毛
peds_20,Meadowlake 1983 栗毛
peds_21,What a Reality 1978 栗毛
peds_22,Unbridled 1987 鹿毛
peds_23,Toussaud 1989 黒鹿毛
peds_24,Seeking the Gold 1985 鹿毛
peds_25,Starlet Storm 1987 栗毛
peds_26,Nashwan 1986 鹿毛
peds_27,Moonlight's Box 1996 鹿毛
peds_28,サンデーサイレンス 1986 青鹿毛
peds_29,ヒンドムーリン 1978 黒鹿毛
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Sanctus
peds_35,Doronic
peds_36,ノーザンテースト
peds_37,ロイヤルサッシュ
peds_38,Mr. Prospector
peds_39,Miesque
peds_40,ラストタイクーン
peds_41,Pilot Bird
peds_42,Hold Your Peace
peds_43,Suspicious Native
peds_44,In Reality
peds_45,What Will Be
peds_46,Fappiano
peds_47,Gana Facil
peds_48,El Gran Senor
peds_49,Image of Reality
peds_50,Mr. Prospector
peds_51,Con Game
peds_52,Storm Bird
peds_53,Cinegita
peds_54,Blushing Groom
peds_55,Height of Fashion
peds_56,Nureyev
peds_57,Coup de Genie
peds_58,Halo
peds_59,Wishing Well
peds_60,ムーリン
peds_61,ヒンドライン
