,2023101929
peds_0,マクフィ  Makfi(英)  2007 鹿毛  [血統][産駒]  Mr. Prospector系
peds_1,オクシペタルム  2008 黒鹿毛  [血統][産駒]  FNo.[2-n]
peds_2,Dubawi  2002 鹿毛  [血統][産駒]
peds_3,Dhelaal  2002 鹿毛  [血統][産駒]
peds_4,シンボリクリスエス  1999 黒鹿毛  [血統][産駒]
peds_5,エアウイングス  1994 青鹿毛  [血統][産駒]
peds_6,Dubai Millennium  (英)  1996 鹿毛  [血統][産駒]
peds_7,Zomaradah  1995 鹿毛  [血統][産駒]
peds_8,Green Desert  1983 鹿毛  [血統][産駒]
peds_9,Irish Valley  1982 鹿毛  [血統][産駒]
peds_10,Kris S.  1977 黒鹿毛  [血統][産駒]
peds_11,Tee Kay  1991 黒鹿毛  [血統][産駒]
peds_12,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_13,シークレットシェアラー  Secret Sharer(米)  1980 栗毛  [血統][産駒]
peds_14,Seeking the Gold 1985 鹿毛
peds_15,Colorado Dancer 1986 黒鹿毛
peds_16,Deploy 1987 鹿毛
peds_17,Jawaher 1989 鹿毛
peds_18,Danzig 1977 鹿毛
peds_19,Foreign Courier 1979 鹿毛
peds_20,Irish River 1976 栗毛
peds_21,Green Valley 1967 黒鹿毛
peds_22,Roberto 1969 鹿毛
peds_23,Sharp Queen 1965 鹿毛
peds_24,Gold Meridian 1982 黒鹿毛
peds_25,Tri Argo 1982 黒鹿毛
peds_26,Halo 1969 黒鹿毛
peds_27,Wishing Well 1975 鹿毛
peds_28,Secretariat 1970 栗毛
peds_29,Nijana 1973 鹿毛
peds_30,Mr. Prospector
peds_31,Con Game
peds_32,Shareef Dancer
peds_33,Fall Aspen
peds_34,Shirley Heights
peds_35,Slightly Dangerous
peds_36,ダンシングブレーヴ
peds_37,High Tern
peds_38,Northern Dancer
peds_39,Pas de Nom
peds_40,Sir Ivor
peds_41,Courtly Dee
peds_42,Riverman
peds_43,Irish Star
peds_44,Val de Loir
peds_45,Sly Pola
peds_46,Hail to Reason
peds_47,Bramalea
peds_48,Princequillo
peds_49,Bridgework
peds_50,Seattle Slew
peds_51,Queen Louie
peds_52,Tri Jet
peds_53,Hail Proudly
peds_54,Hail to Reason
peds_55,Cosmah
peds_56,Understanding
peds_57,Mountain Flower
peds_58,Bold Ruler
peds_59,Somethingroyal
peds_60,Nijinsky
peds_61,Prodana Neviesta
