,2023110105
peds_0,Good Magic  2015 栗毛  [血統][産駒]  Mr. Prospector系
peds_1,Nightlife Baby  2012 [血統][産駒]  FNo.[C2]
peds_2,Curlin  (米)  2004 栗毛  [血統][産駒]
peds_3,Glinda the Good  2009 鹿毛  [血統][産駒]
peds_4,Flatter  1999 鹿毛  [血統][産駒]
peds_5,Samamtha Who  2005 [血統][産駒]
peds_6,Smart Strike  (加)  1992 鹿毛  [血統][産駒]
peds_7,Sherriff's Deputy  1994 鹿毛  [血統][産駒]
peds_8,Hard Spun  (米)  2004 鹿毛  [血統][産駒]
peds_9,Magical Flash  1990 栗毛  [血統][産駒]
peds_10,A.P. Indy  1989 黒鹿毛  [血統][産駒]
peds_11,Praise  1994 鹿毛  [血統][産駒]
peds_12,Sultry Song  1988 黒鹿毛  [血統][産駒]
peds_13,Goldmist  1980 [血統][産駒]
peds_14,Mr. Prospector 1970 鹿毛
peds_15,Classy 'n Smart 1981 鹿毛
peds_16,Deputy Minister 1979 黒鹿毛
peds_17,Barbarika 1985 鹿毛
peds_18,Danzig 1977 鹿毛
peds_19,Turkish Tryst 1991 栗毛
peds_20,Miswaki 1978 栗毛
peds_21,Gils Magic 1983 黒鹿毛
peds_22,Seattle Slew 1974 黒鹿毛
peds_23,Weekend Surprise 1980 鹿毛
peds_24,Mr. Prospector 1970 鹿毛
peds_25,Wild Applause 1981 鹿毛
peds_26,Cox's Ridge 1974 鹿毛
peds_27,Sultry Sun 1980 黒鹿毛
peds_28,Master Derby 1972 栗毛
peds_29,Old Goldie 1970 芦毛
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Smarten
peds_33,No Class
peds_34,Vice Regent
peds_35,Mint Copy
peds_36,Bates Motel
peds_37,War Exchange
peds_38,Northern Dancer
peds_39,Pas de Nom
peds_40,Turkoman
peds_41,Darbyvail
peds_42,Mr. Prospector
peds_43,Hopespringseternal
peds_44,Magesterial
peds_45,Display Copy
peds_46,Bold Reasoning
peds_47,My Charmer
peds_48,Secretariat
peds_49,Lassie Dear
peds_50,Raise a Native
peds_51,Gold Digger
peds_52,Northern Dancer
peds_53,Glowing Tribute
peds_54,Best Turn
peds_55,Our Martha
peds_56,Buckfinder
peds_57,Sunny Dame
peds_58,ダストコマンダー
peds_59,Madam Jerry
peds_60,Young Emperor
peds_61,All Gold
