,2023104322
peds_0,モーニン  2012 栗毛  [血統][産駒]  Storm Bird系
peds_1,タガノタイリン  2018 鹿毛  [血統][産駒]  FNo.[5-j]
peds_2,ヘニーヒューズ  Henny Hughes(米)  2003 栗毛  [血統][産駒]
peds_3,Giggly  2005 黒鹿毛  [血統][産駒]
peds_4,アイルハヴアナザー  I'll Have Another(米)  2009 栗毛  [血統][産駒]
peds_5,スペシャルディナー  2005 鹿毛  [血統][産駒]
peds_6,ヘネシー  Hennessy(米)  1993 栗毛  [血統][産駒]
peds_7,Meadow Flyer  1989 鹿毛  [血統][産駒]
peds_8,Distorted Humor (米)  1993 栗毛  [血統][産駒]
peds_9,Chaste  1996 鹿毛  [血統][産駒]
peds_10,Flower Alley  2002 栗毛  [血統][産駒]
peds_11,Arch's Gal Edith  2002 黒鹿毛  [血統][産駒]
peds_12,スペシャルウィーク  1995 黒鹿毛  [血統][産駒]
peds_13,ソフトパイン  Soft Pine(米)  1993 黒鹿毛  [血統][産駒]
peds_14,Storm Cat 1983 黒鹿毛
peds_15,Island Kitty 1976 栗毛
peds_16,Meadowlake 1983 栗毛
peds_17,Shortley 1980 黒鹿毛
peds_18,フォーティナイナー 1985 栗毛
peds_19,Danzig's Beauty 1987 鹿毛
peds_20,Cozzene 1980 芦毛
peds_21,Purity 1989 黒鹿毛
peds_22,Distorted Humor 1993 栗毛
peds_23,プリンセスオリビア 1995 栗毛
peds_24,Arch 1995 黒鹿毛
peds_25,Force Five Gal 1994 鹿毛
peds_26,サンデーサイレンス 1986 青鹿毛
peds_27,キャンペンガール 1987 鹿毛
peds_28,Woodman 1983 栗毛
peds_29,Ladyago 1987 鹿毛
peds_30,Storm Bird
peds_31,Terlingua
peds_32,Hawaii
peds_33,T. C. Kitten
peds_34,Hold Your Peace
peds_35,Suspicious Native
peds_36,Hagley
peds_37,Short Winded
peds_38,Mr. Prospector
peds_39,File
peds_40,Danzig
peds_41,Sweetest Chant
peds_42,Caro
peds_43,Ride the Trails
peds_44,Fappiano
peds_45,Dame Mysterieuse
peds_46,フォーティナイナー
peds_47,Danzig's Beauty
peds_48,Lycius
peds_49,Dance Image
peds_50,Kris S.
peds_51,Aurora
peds_52,Pleasant Tap
peds_53,Last Cause
peds_54,Halo
peds_55,Wishing Well
peds_56,マルゼンスキー
peds_57,レディーシラオキ
peds_58,Mr. Prospector
peds_59,プレイメイト
peds_60,Northern Dancer
peds_61,Queen of Song
