,2023100184
peds_0,シニスターミニスター  Sinister Minister(米)  2003 鹿毛  [血統][産駒]  Seattle Slew系
peds_1,ナリタブルースター  2007 青鹿毛  [血統][産駒]  FNo.[1-x]
peds_2,Old Trieste  1995 栗毛  [血統][産駒]
peds_3,Sweet Minister  1997 鹿毛  [血統][産駒]
peds_4,マンハッタンカフェ  1998 青鹿毛  [血統][産駒]
peds_5,ストームティグレス  1995 青鹿毛  [血統][産駒]
peds_6,A.P. Indy  1989 黒鹿毛  [血統][産駒]
peds_7,Lovlier Linda  1980 栗毛  [血統][産駒]
peds_8,The Prime Minister  1987 鹿毛  [血統][産駒]
peds_9,Sweet Blue  1985 黒鹿毛  [血統][産駒]
peds_10,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_11,サトルチェンジ  Subtle Change(愛)  1988 黒鹿毛  [血統][産駒]
peds_12,Storm Cat  (米)  1983 黒鹿毛  [血統][産駒]
peds_13,アンファンテ  Infantes(米)  1980 鹿毛  [血統][産駒]
peds_14,Seattle Slew 1974 黒鹿毛
peds_15,Weekend Surprise 1980 鹿毛
peds_16,Vigors 1973 芦毛
peds_17,Linda Summers 1967 鹿毛
peds_18,Deputy Minister 1979 黒鹿毛
peds_19,Stick to Beauty 1973 黒鹿毛
peds_20,Hurry Up Blue 1977 鹿毛
peds_21,Sugar Gold 1980 黒鹿毛
peds_22,Halo 1969 黒鹿毛
peds_23,Wishing Well 1975 鹿毛
peds_24,Law Society 1982 黒鹿毛
peds_25,Santa Luciana 1973 黒鹿毛
peds_26,Storm Bird 1978 鹿毛
peds_27,Terlingua 1976 栗毛
peds_28,Exclusive Native 1965 栗毛
peds_29,Keep a Secret 1966 鹿毛
peds_30,Bold Reasoning
peds_31,My Charmer
peds_32,Secretariat
peds_33,Lassie Dear
peds_34,Grey Dawn
peds_35,Relifordie
peds_36,Crozier
peds_37,Queenly Gift
peds_38,Vice Regent
peds_39,Mint Copy
peds_40,Illustrious
peds_41,Hail to Beauty
peds_42,Mr. Leader
peds_43,Blue Baroness
peds_44,Mr. Prospector
peds_45,Miss Ironside
peds_46,Hail to Reason
peds_47,Cosmah
peds_48,Understanding
peds_49,Mountain Flower
peds_50,Alleged
peds_51,Bold Bikini
peds_52,Luciano
peds_53,Suleika
peds_54,Northern Dancer
peds_55,South Ocean
peds_56,Secretariat
peds_57,Crimson Saint
peds_58,Raise a Native
peds_59,Exclusive
peds_60,Never Bend
peds_61,Secret Story
