,2023101420
peds_0,カリフォルニアクローム  California Chrome(米)  2011 栗毛  [血統][産駒]  Seattle Slew系
peds_1,クロフネビームス  2012 芦毛  [血統][産駒]  FNo.[4-p]
peds_2,Lucky Pulpit  2001 栗毛  [血統][産駒]
peds_3,Love the Chase  2006 栗毛  [血統][産駒]
peds_4,クロフネ  1998 芦毛  [血統][産駒]
peds_5,カレンバレリーナ  1999 黒鹿毛  [血統][産駒]
peds_6,Pulpit  1994 鹿毛  [血統][産駒]
peds_7,Lucky Soph  1992 鹿毛  [血統][産駒]
peds_8,Not for Love  1990 鹿毛  [血統][産駒]
peds_9,Chase It Down  1997 栗毛  [血統][産駒]
peds_10,フレンチデピュティ  French Deputy(米)  1992 栗毛  [血統][産駒]
peds_11,ブルーアヴェニュー  Blue Avenue(米)  1990 芦毛  [血統][産駒]
peds_12,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_13,シアラスダンサー  Cearas Dancer(米)  1990 鹿毛  [血統][産駒]
peds_14,A.P. Indy 1989 黒鹿毛
peds_15,Preach 1989 鹿毛
peds_16,Cozzene 1980 芦毛
peds_17,Lucky Spell 1971 鹿毛
peds_18,Mr. Prospector 1970 鹿毛
peds_19,Dance Number 1979 鹿毛
peds_20,Polish Numbers 1987 鹿毛
peds_21,Chase the Dream 1984 鹿毛
peds_22,Deputy Minister 1979 黒鹿毛
peds_23,Mitterand 1981 鹿毛
peds_24,Classic Go Go 1978 黒鹿毛
peds_25,Eliza Blue 1983 芦毛
peds_26,Halo 1969 黒鹿毛
peds_27,Wishing Well 1975 鹿毛
peds_28,Gate Dancer 1981 鹿毛
peds_29,Dautie 1977 鹿毛
peds_30,Seattle Slew
peds_31,Weekend Surprise
peds_32,Mr. Prospector
peds_33,Narrate
peds_34,Caro
peds_35,Ride the Trails
peds_36,Lucky Mel
peds_37,Incantation
peds_38,Raise a Native
peds_39,Gold Digger
peds_40,Northern Dancer
peds_41,Numbered Account
peds_42,Danzig
peds_43,Numbered Account
peds_44,Sir Ivor
peds_45,La Belle Fleur
peds_46,Vice Regent
peds_47,Mint Copy
peds_48,Hold Your Peace
peds_49,Laredo Lass
peds_50,Pago Pago
peds_51,Classic Perfection
peds_52,Icecapade
peds_53,コレラ
peds_54,Hail to Reason
peds_55,Cosmah
peds_56,Understanding
peds_57,Mountain Flower
peds_58,Sovereign Dancer
peds_59,Sun Gate
peds_60,Gunflint
peds_61,Croalize
