,2023104732
peds_0,アニマルキングダム  Animal Kingdom(米)  2008 栗毛  [血統][産駒]  Blushing Groom系
peds_1,エディンバラ  2013 黒鹿毛  [血統][産駒]  FNo.[2-b]
peds_2,Leroidesanimaux  2000 栗毛  [血統][産駒]
peds_3,ダリシア  Dalicia(独)  2001 鹿毛  [血統][産駒]
peds_4,キングカメハメハ  2001 鹿毛  [血統][産駒]
peds_5,タガノエリザベート  2007 黒鹿毛  [血統][産駒]
peds_6,Candy Stripes  1982 栗毛  [血統][産駒]
peds_7,Dissemble  1989 栗毛  [血統][産駒]
peds_8,Acatenango  1982 栗毛  [血統][産駒]
peds_9,Dynamis  1991 鹿毛  [血統][産駒]
peds_10,Kingmambo  (米)  1990 鹿毛  [血統][産駒]
peds_11,マンファス  Manfath(愛)  1991 黒鹿毛  [血統][産駒]
peds_12,スペシャルウィーク  1995 黒鹿毛  [血統][産駒]
peds_13,ストレイキャット  1999 鹿毛  [血統][産駒]
peds_14,Blushing Groom 1974 栗毛
peds_15,バブルカンパニー 1977 栗毛
peds_16,Ahonoora 1975 栗毛
peds_17,Kerali 1984 栗毛
peds_18,Surumu 1974 栗毛
peds_19,Aggravate 1966 鹿毛
peds_20,ダンシングブレーヴ 1983 鹿毛
peds_21,Diasprina 1986 鹿毛
peds_22,Mr. Prospector 1970 鹿毛
peds_23,Miesque 1984 鹿毛
peds_24,ラストタイクーン 1983 黒鹿毛
peds_25,Pilot Bird 1983 鹿毛
peds_26,サンデーサイレンス 1986 青鹿毛
peds_27,キャンペンガール 1987 鹿毛
peds_28,Storm Cat 1983 黒鹿毛
peds_29,ローミンレイチェル 1990 鹿毛
peds_30,Red God
peds_31,Runaway Bride
peds_32,Lyphard
peds_33,Prodice
peds_34,Lorenzaccio
peds_35,Helen Nichols
peds_36,High Line
peds_37,Sookera
peds_38,Literat
peds_39,Surama
peds_40,Aggressor
peds_41,Raven Locks
peds_42,Lyphard
peds_43,Navajo Princess
peds_44,Aspros
peds_45,Dorle
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Nureyev
peds_49,Pasadoble
peds_50,トライマイベスト
peds_51,Mill Princess
peds_52,Blakeney
peds_53,The Dancer
peds_54,Halo
peds_55,Wishing Well
peds_56,マルゼンスキー
peds_57,レディーシラオキ
peds_58,Storm Bird
peds_59,Terlingua
peds_60,マイニング
peds_61,One Smart Lady
