,2023100258
peds_0,ビッグアーサー  2011 鹿毛  [血統][産駒]  テスコボーイ系
peds_1,アリーペデ  2006 鹿毛  [血統][産駒]  FNo.[5-h]
peds_2,サクラバクシンオー  1989 鹿毛  [血統][産駒]
peds_3,シヤボナ  Siyabona(米)  2005 鹿毛  [血統][産駒]
peds_4,タニノギムレット  1999 鹿毛  [血統][産駒]
peds_5,ビューティトゥペトリオロ  Beauty To Petriolo(愛)  1993 鹿毛  [血統][産駒]
peds_6,サクラユタカオー  1982 栗毛  [血統][産駒]
peds_7,サクラハゴロモ  1984 鹿毛  [血統][産駒]
peds_8,Kingmambo  (米)  1990 鹿毛  [血統][産駒]
peds_9,Relish  1999 鹿毛  [血統][産駒]
peds_10,ブライアンズタイム  Brian's Time(米)  1985 黒鹿毛  [血統][産駒]
peds_11,タニノクリスタル  1988 栗毛  [血統][産駒]
peds_12,Scenic  1986 黒鹿毛  [血統][産駒]
peds_13,Overspent  1972 鹿毛  [血統][産駒]
peds_14,テスコボーイ 1963 黒鹿毛
peds_15,アンジェリカ 1970 黒鹿毛
peds_16,ノーザンテースト 1971 栗毛
peds_17,クリアアンバー 1967 黒鹿毛
peds_18,Mr. Prospector 1970 鹿毛
peds_19,Miesque 1984 鹿毛
peds_20,Sadler's Wells 1981 鹿毛
peds_21,Reloy 1983 鹿毛
peds_22,Roberto 1969 鹿毛
peds_23,Kelley's Day 1977 鹿毛
peds_24,クリスタルパレス 1974 芦毛
peds_25,タニノシーバード 1972 栗毛
peds_26,Sadler's Wells 1981 鹿毛
peds_27,Idyllic 1982 黒鹿毛
peds_28,Busted 1963 栗毛
peds_29,Miss Justice 1961 黒鹿毛
peds_30,Princely Gift
peds_31,Suncourt
peds_32,ネヴァービート
peds_33,スターハイネス
peds_34,Northern Dancer
peds_35,Lady Victoria
peds_36,Ambiopoise
peds_37,One Clear Call
peds_38,Raise a Native
peds_39,Gold Digger
peds_40,Nureyev
peds_41,Pasadoble
peds_42,Northern Dancer
peds_43,Fairy Bridge
peds_44,Liloy
peds_45,Rescousse
peds_46,Hail to Reason
peds_47,Bramalea
peds_48,Graustark
peds_49,Golden Trail
peds_50,Caro
peds_51,Hermieres
peds_52,Sea-Bird
peds_53,Flaxen
peds_54,Northern Dancer
peds_55,Fairy Bridge
peds_56,Foolish Pleasure
peds_57,Where You Lead
peds_58,Crepello
peds_59,Sans le Sou
peds_60,キングスベンチ
peds_61,Cheville
