,2023104153
peds_0,ミスターメロディ  2015 鹿毛  [血統][産駒]  Storm Bird系
peds_1,テンプルツリー  2013 黒鹿毛  [血統][産駒]  FNo.[7-f]
peds_2,Scat Daddy  (米)  2004 黒鹿毛  [血統][産駒]
peds_3,Trusty Lady  1998 鹿毛  [血統][産駒]
peds_4,ブラックタイド  2001 黒鹿毛  [血統][産駒]
peds_5,シルクヴィーナス  2006 青鹿毛  [血統][産駒]
peds_6,ヨハネスブルグ  Johannesburg(米)  1999 鹿毛  [血統][産駒]
peds_7,Love Style  1999 栗毛  [血統][産駒]
peds_8,Deputy Minister  1979 黒鹿毛  [血統][産駒]
peds_9,Klassy Kim  1991 鹿毛  [血統][産駒]
peds_10,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_11,ウインドインハーヘア  Wind in Her Hair(愛)  1991 鹿毛  [血統][産駒]
peds_12,ティンバーカントリー  Timber Country(米)  1992 栗毛  [血統][産駒]
peds_13,シルクフレアー  1995 鹿毛  [血統][産駒]
peds_14,ヘネシー 1993 栗毛
peds_15,Myth 1993 鹿毛
peds_16,Mr. Prospector 1970 鹿毛
peds_17,Likeable Style 1990 鹿毛
peds_18,Vice Regent 1967 栗毛
peds_19,Mint Copy 1970 黒鹿毛
peds_20,Silent Screen 1967 栗毛
peds_21,クールアライヴァル 1986 芦毛
peds_22,Halo 1969 黒鹿毛
peds_23,Wishing Well 1975 鹿毛
peds_24,Alzao 1980 鹿毛
peds_25,Burghclere 1977 鹿毛
peds_26,Woodman 1983 栗毛
peds_27,Fall Aspen 1976 栗毛
peds_28,Danzig 1977 鹿毛
peds_29,Jet Route 1988 鹿毛
peds_30,Storm Cat
peds_31,Island Kitty
peds_32,オジジアン
peds_33,Yarn
peds_34,Raise a Native
peds_35,Gold Digger
peds_36,Nijinsky
peds_37,Personable Lady
peds_38,Northern Dancer
peds_39,Victoria Regina
peds_40,Bunty's Flight
peds_41,Shakney
peds_42,Prince John
peds_43,Prayer Bell
peds_44,Relaunch
peds_45,Irish Arrival
peds_46,Hail to Reason
peds_47,Cosmah
peds_48,Understanding
peds_49,Mountain Flower
peds_50,Lyphard
peds_51,Lady Rebecca
peds_52,Busted
peds_53,Highclere
peds_54,Mr. Prospector
peds_55,プレイメイト
peds_56,Pretense
peds_57,Change Water
peds_58,Northern Dancer
peds_59,Pas de Nom
peds_60,Alydar
peds_61,Katies
