,2023105247
peds_0,ロードカナロア  2008 鹿毛  [血統][産駒]  Mr. Prospector系
peds_1,フィオドラ  Feodora(独)  2011 栗毛  [血統][産駒]  FNo.[16-g]
peds_2,キングカメハメハ  2001 鹿毛  [血統][産駒]
peds_3,レディブラッサム  1996 鹿毛  [血統][産駒]
peds_4,Lord of England  2003 栗毛  [血統][産駒]
peds_5,Forever Nice  1994 栗毛  [血統][産駒]
peds_6,Kingmambo  (米)  1990 鹿毛  [血統][産駒]
peds_7,マンファス  Manfath(愛)  1991 黒鹿毛  [血統][産駒]
peds_8,Storm Cat  (米)  1983 黒鹿毛  [血統][産駒]
peds_9,サラトガデュー  Saratoga Dew(米)  1989 鹿毛  [血統][産駒]
peds_10,Dashing Blade  1987 鹿毛  [血統][産駒]
peds_11,Loveria  1984 栗毛  [血統][産駒]
peds_12,Greinton  1981 鹿毛  [血統][産駒]
peds_13,Fox for Gold  1989 栗毛  [血統][産駒]
peds_14,Mr. Prospector 1970 鹿毛
peds_15,Miesque 1984 鹿毛
peds_16,ラストタイクーン 1983 黒鹿毛
peds_17,Pilot Bird 1983 鹿毛
peds_18,Storm Bird 1978 鹿毛
peds_19,Terlingua 1976 栗毛
peds_20,Cormorant 1974 鹿毛
peds_21,Super Luna 1982 鹿毛
peds_22,Elegant Air 1981 鹿毛
peds_23,Sharp Castan 1977 栗毛
peds_24,Los Santos 1978 鹿毛
peds_25,Liranga 1973 栗毛
peds_26,Green Dancer 1972 鹿毛
peds_27,Crystal Queen 1976 鹿毛
peds_28,Glint of Gold 1978 鹿毛
peds_29,Little Bittern 1982 鹿毛
peds_30,Raise a Native
peds_31,Gold Digger
peds_32,Nureyev
peds_33,Pasadoble
peds_34,トライマイベスト
peds_35,Mill Princess
peds_36,Blakeney
peds_37,The Dancer
peds_38,Northern Dancer
peds_39,South Ocean
peds_40,Secretariat
peds_41,Crimson Saint
peds_42,His Majesty
peds_43,Song Sparrow
peds_44,In Reality
peds_45,Alada
peds_46,Shirley Heights
peds_47,Elegant Tern
peds_48,Sharpen Up
peds_49,Sultry One
peds_50,Caracol
peds_51,Loanda
peds_52,Literat
peds_53,Love In
peds_54,Nijinsky
peds_55,Green Valley
peds_56,High Top
peds_57,Crystal Drop
peds_58,Mill Reef
peds_59,Crown Treasure
peds_60,Riva Ridge
peds_61,Spray
