,2023107544
peds_0,Frosted  (米)  2012 芦毛  [血統][産駒]  Seattle Slew系
peds_1,Shared Empire  2018 [血統][産駒]  FNo.[3-l]
peds_2,Tapit  (米)  2001 芦毛  [血統][産駒]
peds_3,Fast Cookie  2000 鹿毛  [血統][産駒]
peds_4,Pioneerof the Nile  2006 黒鹿毛  [血統][産駒]
peds_5,Sapucai  2012 [血統][産駒]
peds_6,Pulpit  1994 鹿毛  [血統][産駒]
peds_7,Tap Your Heels  1996 芦毛  [血統][産駒]
peds_8,Deputy Minister  1979 黒鹿毛  [血統][産駒]
peds_9,Fleet Lady  1994 黒鹿毛  [血統][産駒]
peds_10,エンパイアメーカー  Empire Maker(米)  2000 黒鹿毛  [血統][産駒]
peds_11,Star of Goshen  1994 鹿毛  [血統][産駒]
peds_12,Indian Charlie  1995 鹿毛  [血統][産駒]
peds_13,Smart Surprise  2004 栗毛  [血統][産駒]
peds_14,A.P. Indy 1989 黒鹿毛
peds_15,Preach 1989 鹿毛
peds_16,Unbridled 1987 鹿毛
peds_17,Ruby Slippers 1982 芦毛
peds_18,Vice Regent 1967 栗毛
peds_19,Mint Copy 1970 黒鹿毛
peds_20,Avenue of Flags 1988 黒鹿毛
peds_21,ディアーミミ 1987 黒鹿毛
peds_22,Unbridled 1987 鹿毛
peds_23,Toussaud 1989 黒鹿毛
peds_24,Lord at War 1980 栗毛
peds_25,Castle Eight 1984 鹿毛
peds_26,In Excess 1987 黒鹿毛
peds_27,Soviet Sojourn 1989 鹿毛
peds_28,Smart Strike 1992 鹿毛
peds_29,Weekend Storm 1992 鹿毛
peds_30,Seattle Slew
peds_31,Weekend Surprise
peds_32,Mr. Prospector
peds_33,Narrate
peds_34,Fappiano
peds_35,Gana Facil
peds_36,Nijinsky
peds_37,Moon Glitter
peds_38,Northern Dancer
peds_39,Victoria Regina
peds_40,Bunty's Flight
peds_41,Shakney
peds_42,Seattle Slew
peds_43,Beautiful Glass
peds_44,Roberto
peds_45,Carnival Princess
peds_46,Fappiano
peds_47,Gana Facil
peds_48,El Gran Senor
peds_49,Image of Reality
peds_50,General
peds_51,Luna de Miel
peds_52,Key to the Kingdom
peds_53,Her Native
peds_54,Siberian Express
peds_55,Kantado
peds_56,Leo Castelli
peds_57,Political Parfait
peds_58,Mr. Prospector
peds_59,Classy 'n Smart
peds_60,Storm Bird
peds_61,Weekend Surprise
