,2023107129
peds_0,ダノンキングリー  2016 黒鹿毛  [血統][産駒]  Halo系
peds_1,トップライセンス  2013 青鹿毛  [血統][産駒]  FNo.[1-a]
peds_2,ディープインパクト  2002 鹿毛  [血統][産駒]
peds_3,マイグッドネス  2005 黒鹿毛  [血統][産駒]
peds_4,キンシャサノキセキ  2003 鹿毛  [血統][産駒]
peds_5,キャリアコレクション  1995 鹿毛  [血統][産駒]
peds_6,サンデーサイレンス Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_7,ウインドインハーヘア  Wind in Her Hair(愛)  1991 鹿毛  [血統][産駒]
peds_8,Storm Cat  (米)  1983 黒鹿毛  [血統][産駒]
peds_9,Caressing  1998 黒鹿毛  [血統][産駒]
peds_10,フジキセキ  1992 青鹿毛  [血統][産駒]
peds_11,ケルトシャーン  Keltshaan(米)  1994 鹿毛  [血統][産駒]
peds_12,General Meeting  1988 鹿毛  [血統][産駒]
peds_13,River of Stars  1983 黒鹿毛  [血統][産駒]
peds_14,Halo 1969 黒鹿毛
peds_15,Wishing Well 1975 鹿毛
peds_16,Alzao 1980 鹿毛
peds_17,Burghclere 1977 鹿毛
peds_18,Storm Bird 1978 鹿毛
peds_19,Terlingua 1976 栗毛
peds_20,Honour and Glory 1993 鹿毛
peds_21,Lovin Touch 1980 栗毛
peds_22,サンデーサイレンス 1986 青鹿毛
peds_23,ミルレーサー 1983 鹿毛
peds_24,Pleasant Colony 1978 黒鹿毛
peds_25,Featherhill 1978 鹿毛
peds_26,Seattle Slew 1974 黒鹿毛
peds_27,Alydar's Promise 1983 栗毛
peds_28,Riverman 1969 鹿毛
peds_29,Star Fortune 1971 黒鹿毛
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Lyphard
peds_35,Lady Rebecca
peds_36,Busted
peds_37,Highclere
peds_38,Northern Dancer
peds_39,South Ocean
peds_40,Secretariat
peds_41,Crimson Saint
peds_42,Relaunch
peds_43,Fair to All
peds_44,Majestic Prince
peds_45,Forest Princess
peds_46,Halo
peds_47,Wishing Well
peds_48,Le Fabuleux
peds_49,Marston's Mill
peds_50,His Majesty
peds_51,Sun Colony
peds_52,Lyphard
peds_53,Lady Berry
peds_54,Bold Reasoning
peds_55,My Charmer
peds_56,Alydar
peds_57,Summertime Promise
peds_58,Never Bend
peds_59,River Lady
peds_60,Pia Star
peds_61,Flitter Flutter
