,2023101061
peds_0,カレンブラックヒル  2009 黒鹿毛  [血統][産駒]  Halo系
peds_1,カレンピピ  2017 鹿毛  [血統][産駒]  FNo.[11-d]
peds_2,ダイワメジャー  2001 栗毛  [血統][産駒]
peds_3,チャールストンハーバー  Charleston Harbor(米)  1998 鹿毛  [血統][産駒]
peds_4,トーセンホマレボシ  2009 鹿毛  [血統][産駒]
peds_5,カレンタントミール  2010 鹿毛  [血統][産駒]
peds_6,サンデーサイレンス Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_7,スカーレットブーケ  1988 栗毛  [血統][産駒]
peds_8,Grindstone  1993 黒鹿毛  [血統][産駒]
peds_9,Penny's Valentine  1989 栗毛  [血統][産駒]
peds_10,ディープインパクト  2002 鹿毛  [血統][産駒]
peds_11,エヴリウィスパー  1997 栗毛  [血統][産駒]
peds_12,シェルゲーム  2001 鹿毛  [血統][産駒]
peds_13,カレンママ  2001 栗毛  [血統][産駒]
peds_14,Halo 1969 黒鹿毛
peds_15,Wishing Well 1975 鹿毛
peds_16,ノーザンテースト 1971 栗毛
peds_17,スカーレットインク 1971 栗毛
peds_18,Unbridled 1987 鹿毛
peds_19,Buzz My Bell 1981 黒鹿毛
peds_20,Storm Cat 1983 黒鹿毛
peds_21,Mrs. Penny 1977 栗毛
peds_22,サンデーサイレンス 1986 青鹿毛
peds_23,ウインドインハーヘア 1991 鹿毛
peds_24,ノーザンテースト 1971 栗毛
peds_25,クラフテイワイフ 1985 栗毛
peds_26,Swain 1992 黒鹿毛
peds_27,Chancey Squaw 1991 鹿毛
peds_28,エンドスウィープ 1991 鹿毛
peds_29,アズウィロー 1991 鹿毛
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Northern Dancer
peds_35,Lady Victoria
peds_36,Crimson Satan
peds_37,Consentida
peds_38,Fappiano
peds_39,Gana Facil
peds_40,Drone
peds_41,Chateaupavia
peds_42,Storm Bird
peds_43,Terlingua
peds_44,Great Nephew
peds_45,Tananarive
peds_46,Halo
peds_47,Wishing Well
peds_48,Alzao
peds_49,Burghclere
peds_50,Northern Dancer
peds_51,Lady Victoria
peds_52,Crafty Prospector
peds_53,Wife Mistress
peds_54,Nashwan
peds_55,Love Smitten
peds_56,Chief's Crown
peds_57,Allicance
peds_58,フォーティナイナー
peds_59,Broom Dance
peds_60,Alwasmi
peds_61,Willow Flight
