,2023103090
peds_0,ドレフォン  Drefong(米)  2013 鹿毛  [血統][産駒]  Storm Bird系
peds_1,ホクラニミサ  2011 黒鹿毛  [血統][産駒]  FNo.[4-n]
peds_2,Gio Ponti  (米)  2005 鹿毛  [血統][産駒]
peds_3,Eltimaas  2007 鹿毛  [血統][産駒]
peds_4,ディープインパクト  2002 鹿毛  [血統][産駒]
peds_5,エルメスティアラ  1998 鹿毛  [血統][産駒]
peds_6,Tale of the Cat  (米)  1994 黒鹿毛  [血統][産駒]
peds_7,Chipeta Springs  1989 鹿毛  [血統][産駒]
peds_8,Ghostzapper  2000 鹿毛  [血統][産駒]
peds_9,Najecam  1993 栗毛  [血統][産駒]
peds_10,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_11,ウインドインハーヘア  Wind in Her Hair(愛)  1991 鹿毛  [血統][産駒]
peds_12,ブライアンズタイム  Brian's Time(米)  1985 黒鹿毛  [血統][産駒]
peds_13,シンコウエルメス  1993 鹿毛  [血統][産駒]
peds_14,Storm Cat 1983 黒鹿毛
peds_15,Yarn 1987 鹿毛
peds_16,Alydar 1975 栗毛
peds_17,Salt Spring 1979 鹿毛
peds_18,Awesome Again 1994 鹿毛
peds_19,Baby Zip 1991 鹿毛
peds_20,Trempolino 1984 栗毛
peds_21,Sue Warner 1988 黒鹿毛
peds_22,Halo 1969 黒鹿毛
peds_23,Wishing Well 1975 鹿毛
peds_24,Alzao 1980 鹿毛
peds_25,Burghclere 1977 鹿毛
peds_26,Roberto 1969 鹿毛
peds_27,Kelley's Day 1977 鹿毛
peds_28,Sadler's Wells 1981 鹿毛
peds_29,Doff the Derby 1981 鹿毛
peds_30,Storm Bird
peds_31,Terlingua
peds_32,Mr. Prospector
peds_33,Narrate
peds_34,Raise a Native
peds_35,Sweet Tooth
peds_36,Salt Marsh
peds_37,Jungle Mythologic
peds_38,Deputy Minister
peds_39,Primal Force
peds_40,Relaunch
peds_41,Thirty Zip
peds_42,Sharpen Up
peds_43,Trephine
peds_44,Forli
peds_45,Bitty Girl
peds_46,Hail to Reason
peds_47,Cosmah
peds_48,Understanding
peds_49,Mountain Flower
peds_50,Lyphard
peds_51,Lady Rebecca
peds_52,Busted
peds_53,Highclere
peds_54,Hail to Reason
peds_55,Bramalea
peds_56,Graustark
peds_57,Golden Trail
peds_58,Northern Dancer
peds_59,Fairy Bridge
peds_60,Master Derby
peds_61,Margarethen
