,2023102120
peds_0,ルヴァンスレーヴ  2015 鹿毛  [血統][産駒]  Roberto系
peds_1,トーコーヴィーナス  2012 栗毛  [血統][産駒]  FNo.[9-f]
peds_2,シンボリクリスエス  1999 黒鹿毛  [血統][産駒]
peds_3,マエストラーレ  2006 鹿毛  [血統][産駒]
peds_4,クロフネ  1998 芦毛  [血統][産駒]
peds_5,ホーネットピアス  1994 青鹿毛  [血統][産駒]
peds_6,Kris S.  1977 黒鹿毛  [血統][産駒]
peds_7,Tee Kay  1991 黒鹿毛  [血統][産駒]
peds_8,ネオユニヴァース  2000 鹿毛  [血統][産駒]
peds_9,オータムブリーズ  1998 鹿毛  [血統][産駒]
peds_10,フレンチデピュティ  French Deputy(米)  1992 栗毛  [血統][産駒]
peds_11,ブルーアヴェニュー  Blue Avenue(米)  1990 芦毛  [血統][産駒]
peds_12,サンデーサイレンス Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_13,ダイナシュート  1982 栗毛  [血統][産駒]
peds_14,Roberto 1969 鹿毛
peds_15,Sharp Queen 1965 鹿毛
peds_16,Gold Meridian 1982 黒鹿毛
peds_17,Tri Argo 1982 黒鹿毛
peds_18,サンデーサイレンス 1986 青鹿毛
peds_19,ポインテッドパス 1984 栗毛
peds_20,ティンバーカントリー 1992 栗毛
peds_21,セプテンバーソング 1991 鹿毛
peds_22,Deputy Minister 1979 黒鹿毛
peds_23,Mitterand 1981 鹿毛
peds_24,Classic Go Go 1978 黒鹿毛
peds_25,Eliza Blue 1983 芦毛
peds_26,Halo 1969 黒鹿毛
peds_27,Wishing Well 1975 鹿毛
peds_28,ノーザンテースト 1971 栗毛
peds_29,シヤダイマイン 1973 黒鹿毛
peds_30,Hail to Reason
peds_31,Bramalea
peds_32,Princequillo
peds_33,Bridgework
peds_34,Seattle Slew
peds_35,Queen Louie
peds_36,Tri Jet
peds_37,Hail Proudly
peds_38,Halo
peds_39,Wishing Well
peds_40,Kris
peds_41,Silken Way
peds_42,Woodman
peds_43,Fall Aspen
peds_44,リアルシャダイ
peds_45,ダイナフェアリー
peds_46,Vice Regent
peds_47,Mint Copy
peds_48,Hold Your Peace
peds_49,Laredo Lass
peds_50,Pago Pago
peds_51,Classic Perfection
peds_52,Icecapade
peds_53,コレラ
peds_54,Hail to Reason
peds_55,Cosmah
peds_56,Understanding
peds_57,Mountain Flower
peds_58,Northern Dancer
peds_59,Lady Victoria
peds_60,ヒッティングアウェー
peds_61,ファンシミン
