,2023107533
peds_0,Silver State  (米)  2017 鹿毛  [血統][産駒]  Danzig系
peds_1,Caftan  2007 鹿毛  [血統][産駒]  FNo.[9-f]
peds_2,Hard Spun  (米)  2004 鹿毛  [血統][産駒]
peds_3,Supreme  2007 黒鹿毛  [血統][産駒]
peds_4,Awesome Again  (加)  1994 鹿毛  [血統][産駒]
peds_5,Jilbab  1999 黒鹿毛  [血統][産駒]
peds_6,Danzig  1977 鹿毛  [血統][産駒]
peds_7,Turkish Tryst  1991 栗毛  [血統][産駒]
peds_8,エンパイアメーカー  Empire Maker(米)  2000 黒鹿毛  [血統][産駒]
peds_9,Mon Belle  2002 鹿毛  [血統][産駒]
peds_10,Deputy Minister  1979 黒鹿毛  [血統][産駒]
peds_11,Primal Force  1987 鹿毛  [血統][産駒]
peds_12,A.P. Indy  1989 黒鹿毛  [血統][産駒]
peds_13,Headline  1993 鹿毛  [血統][産駒]
peds_14,Northern Dancer 1961 鹿毛
peds_15,Pas de Nom 1968 黒鹿毛
peds_16,Turkoman 1982 黒鹿毛
peds_17,Darbyvail 1984 栗毛
peds_18,Unbridled 1987 鹿毛
peds_19,Toussaud 1989 黒鹿毛
peds_20,Maria's Mon 1993 芦毛
peds_21,Regal Band 1987 鹿毛
peds_22,Vice Regent 1967 栗毛
peds_23,Mint Copy 1970 黒鹿毛
peds_24,Blushing Groom 1974 栗毛
peds_25,Prime Prospect 1978 鹿毛
peds_26,Seattle Slew 1974 黒鹿毛
peds_27,Weekend Surprise 1980 鹿毛
peds_28,Machiavellian 1987 黒鹿毛
peds_29,Priceless Fame 1975 黒鹿毛
peds_30,Nearctic
peds_31,Natalma
peds_32,Admiral's Voyage
peds_33,Petitioner
peds_34,Alydar
peds_35,Taba
peds_36,Roberto
peds_37,Luiana
peds_38,Fappiano
peds_39,Gana Facil
peds_40,El Gran Senor
peds_41,Image of Reality
peds_42,Wavering Monarch
peds_43,Carlotta Maria
peds_44,Dixieland Band
peds_45,リーガルロベルタ
peds_46,Northern Dancer
peds_47,Victoria Regina
peds_48,Bunty's Flight
peds_49,Shakney
peds_50,Red God
peds_51,Runaway Bride
peds_52,Mr. Prospector
peds_53,Square Generation
peds_54,Bold Reasoning
peds_55,My Charmer
peds_56,Secretariat
peds_57,Lassie Dear
peds_58,Mr. Prospector
peds_59,Coup de Folie
peds_60,Irish Castle
peds_61,Comely Nell
