,2023103375
peds_0,ダイワメジャー  2001 栗毛  [血統][産駒]  Halo系
peds_1,カンカンガール  2014 芦毛  [血統][産駒]  FNo.[1-h]
peds_2,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_3,スカーレットブーケ  1988 栗毛  [血統][産駒]
peds_4,Exchange Rate  1997 芦毛  [血統][産駒]
peds_5,カンビーナ  Cambina(愛)  2008 栗毛  [血統][産駒]
peds_6,Halo  1969 黒鹿毛  [血統][産駒]
peds_7,Wishing Well  1975 鹿毛  [血統][産駒]
peds_8,ノーザンテースト  Northern Taste(加)  1971 栗毛  [血統][産駒]
peds_9,スカーレットインク  Scarlet Ink(米)  1971 栗毛  [血統][産駒]
peds_10,Danzig  1977 鹿毛  [血統][産駒]
peds_11,Sterling Pound  1991 芦毛  [血統][産駒]
peds_12,Hawk Wing  1999 鹿毛  [血統][産駒]
peds_13,Await  2004 栗毛  [血統][産駒]
peds_14,Hail to Reason 1958 黒鹿毛
peds_15,Cosmah 1953 鹿毛
peds_16,Understanding 1963 栗毛
peds_17,Mountain Flower 1964 鹿毛
peds_18,Northern Dancer 1961 鹿毛
peds_19,Lady Victoria 1962 黒鹿毛
peds_20,Crimson Satan 1959 栗毛
peds_21,Consentida 1962 鹿毛
peds_22,Northern Dancer 1961 鹿毛
peds_23,Pas de Nom 1968 黒鹿毛
peds_24,Seeking the Gold 1985 鹿毛
peds_25,Spectacular Bev 1984 芦毛
peds_26,Woodman 1983 栗毛
peds_27,La Lorgnette 1982 鹿毛
peds_28,パントレセレブル 1994 栗毛
peds_29,Starring Role 1989 栗毛
peds_30,Turn-to
peds_31,Nothirdchance
peds_32,Cosmic Bomb
peds_33,Almahmoud
peds_34,Promised Land
peds_35,Pretty Ways
peds_36,Montparnasse
peds_37,Edelweiss
peds_38,Nearctic
peds_39,Natalma
peds_40,Victoria Park
peds_41,Lady Angela
peds_42,Spy Song
peds_43,Papila
peds_44,Beau Max
peds_45,La Menina
peds_46,Nearctic
peds_47,Natalma
peds_48,Admiral's Voyage
peds_49,Petitioner
peds_50,Mr. Prospector
peds_51,Con Game
peds_52,Spectacular Bid
peds_53,Bev Bev
peds_54,Mr. Prospector
peds_55,プレイメイト
peds_56,Val de l'Orne
peds_57,The Temptress
peds_58,Nureyev
peds_59,Peinture Bleue
peds_60,Glenstal
peds_61,Tough Lady
