,2023107045
peds_0,フィエールマン  2015 鹿毛  [血統][産駒]  Halo系
peds_1,シンハディーパ  2010 黒鹿毛  [血統][産駒]  FNo.[6-e]
peds_2,ディープインパクト  2002 鹿毛  [血統][産駒]
peds_3,リュヌドール  Lune d'Or(仏)  2001 黒鹿毛  [血統][産駒]
peds_4,ウォーエンブレム  War Emblem(米)  1999 青鹿毛  [血統][産駒]
peds_5,シンハリーズ  Singhalese(英)  2002 栗毛  [血統][産駒]
peds_6,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_7,ウインドインハーヘア  Wind in Her Hair(愛)  1991 鹿毛  [血統][産駒]
peds_8,Green Tune  1991 栗毛  [血統][産駒]
peds_9,Luth d'Or  1983 黒鹿毛  [血統][産駒]
peds_10,Our Emblem  1991 黒鹿毛  [血統][産駒]
peds_11,Sweetest Lady  1990 鹿毛  [血統][産駒]
peds_12,Singspiel  (愛)  1992 鹿毛  [血統][産駒]
peds_13,Baize  1993 栗毛  [血統][産駒]
peds_14,Halo 1969 黒鹿毛
peds_15,Wishing Well 1975 鹿毛
peds_16,Alzao 1980 鹿毛
peds_17,Burghclere 1977 鹿毛
peds_18,Green Dancer 1972 鹿毛
peds_19,Soundings 1983 鹿毛
peds_20,Noir Et Or 1975 鹿毛
peds_21,Viole d'Amour 1972 鹿毛
peds_22,Mr. Prospector 1970 鹿毛
peds_23,Personal Ensign 1984 鹿毛
peds_24,Lord at War 1980 栗毛
peds_25,Sweetest Roman 1977 鹿毛
peds_26,In the Wings 1986 鹿毛
peds_27,Glorious Song 1976 鹿毛
peds_28,Efisio 1982 鹿毛
peds_29,Bayonne 1988 栗毛
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,Lyphard
peds_35,Lady Rebecca
peds_36,Busted
peds_37,Highclere
peds_38,Nijinsky
peds_39,Green Valley
peds_40,Mr. Prospector
peds_41,Ocean's Answer
peds_42,ラインゴールド
peds_43,Pomme Rose
peds_44,Luthier
peds_45,Mandolinette
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Private Account
peds_49,Grecian Banner
peds_50,General
peds_51,Luna de Miel
peds_52,The Pruner
peds_53,I Also
peds_54,Sadler's Wells
peds_55,High Hawk
peds_56,Halo
peds_57,Ballade
peds_58,Formidable
peds_59,Eldoret
peds_60,Bay Express
peds_61,Lambay
