,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202502010103,12,2,2,モウフブキ,牝3,55.0,小沢大仁,0:1:01.7,4,301.0,12.0,416,[東] 松山将樹,1000,晴,ダート,良,2025年6月14日,未勝利,2022101367,01185
202502010104,1,6,11,ウインベラーノ,牡3,57.0,丹内祐次,0:1:46.0,nan,8.6,4.0,454,[西] 宮徹,1800,晴,芝,良,2025年6月14日,未勝利,2022106231,01091
202502010104,2,4,7,コンドゥイア,牝3,52.0,鷲頭虎太,0:1:46.6,3.1/2,8.6,3.0,482,[西] 井上智史,1800,晴,芝,良,2025年6月14日,未勝利,2022100201,01202
202502010104,3,4,6,ラウニウ,牝3,55.0,鮫島克駿,0:1:46.7,3/4,39.2,9.0,468,[西] 牧田和弥,1800,晴,芝,良,2025年6月14日,未勝利,2022104399,01157
202502010104,4,2,2,サクラアドリア,牡3,57.0,戸崎圭太,0:1:46.8,3/4,5.2,2.0,484,[東] 尾関知人,1800,晴,芝,良,2025年6月14日,未勝利,2022104092,05386
202502010104,5,2,3,ヤマノインパクト,牡3,57.0,斎藤新,0:1:47.3,3,110.2,11.0,462,[東] 本間忍,1800,晴,芝,良,2025年6月14日,未勝利,2022104559,01178
202502010104,6,6,10,レディオンステージ,牝3,55.0,佐々木大,0:1:47.3,ハナ,13.7,5.0,496,[西] 西園正都,1800,晴,芝,良,2025年6月14日,未勝利,2022105581,01197
202502010104,7,1,1,マサノイロハ,牡3,57.0,中井裕二,0:1:47.3,アタマ,244.8,13.0,462,[西] 藤野健太,1800,晴,芝,良,2025年6月14日,未勝利,2022100489,01141
202502010104,8,5,9,ベールドインパクト,牡3,57.0,古川吉洋,0:1:47.3,ハナ,61.8,10.0,452,[東] 小島茂之,1800,晴,芝,良,2025年6月14日,未勝利,2022103493,01015
202502010104,9,3,5,メルヘンライズ,牝3,55.0,横山武史,0:1:47.4,1/2,14.2,6.0,464,[東] 辻哲英,1800,晴,芝,良,2025年6月14日,未勝利,2022104441,01170
202502010104,10,7,12,アイルビリーヴ,牡3,56.0,松本大輝,0:1:47.5,クビ,22.4,8.0,462,[西] 新谷功一,1800,晴,芝,良,2025年6月14日,未勝利,2022103176,01191
202502010104,11,3,4,エルモッソペンドロ,牡3,55.0,長浜鴻緒,0:1:47.5,アタマ,293.1,14.0,420,[西] 西村真幸,1800,晴,芝,良,2025年6月14日,未勝利,2022105304,01214
202502010104,12,8,14,インヘリット,牝3,52.0,川端海翼,0:1:47.9,2.1/2,443.7,15.0,420,[東] 金成貴史,1800,晴,芝,良,2025年6月14日,未勝利,2022102416,01195
202502010104,13,7,13,セリオヴェローチェ,牡3,57.0,北村友一,0:1:48.0,クビ,1.9,1.0,452,[西] 上村洋行,1800,晴,芝,良,2025年6月14日,未勝利,2022104706,01102
202502010104,14,8,15,キントラダンサー,牝3,55.0,横山和生,0:1:48.0,アタマ,14.6,7.0,468,[西] 長谷川浩,1800,晴,芝,良,2025年6月14日,未勝利,2022104387,01140
202502010104,15,5,8,レヴァンティス,牝3,55.0,武豊,0:1:48.9,5,120.4,12.0,466,[西] 友道康夫,1800,晴,芝,良,2025年6月14日,未勝利,2022104718,00666
202502010105,1,1,1,カイショー,牝2,55.0,池添謙一,0:0:56.4,nan,1.5,1.0,452,[西] 長谷川浩,1000,晴,芝,良,2025年6月14日,新馬,2023104998,01032
202502010105,2,8,12,ファニーバニー,牝2,55.0,鮫島克駿,0:0:56.9,3,16.7,5.0,424,[西] 杉山佳明,1000,晴,芝,良,2025年6月14日,新馬,2023105277,01157
202502010105,3,4,4,ムーンリットアイル,牝2,55.0,藤岡佑介,0:0:56.9,アタマ,4.5,2.0,450,[西] 武英智,1000,晴,芝,良,2025年6月14日,新馬,2023107269,01093
202502010105,4,7,9,マルモリラピダス,牡2,55.0,小沢大仁,0:0:57.0,1/2,21.8,6.0,422,[西] 緒方努,1000,晴,芝,良,2025年6月14日,新馬,2023104838,01185
202502010105,5,7,10,コンフィアンサ,牝2,55.0,佐々木大,0:0:57.3,1.3/4,13.5,4.0,434,[東] 菊川正達,1000,晴,芝,良,2025年6月14日,新馬,2023102342,01197
202502010105,6,6,7,エターナルギア,牡2,52.0,上里直汰,0:0:57.9,3.1/2,8.9,3.0,454,[東] 加藤士津,1000,晴,芝,良,2025年6月14日,新馬,2023109034,01217
202502010105,7,8,11,フィティテラ,牝2,55.0,古川吉洋,0:0:58.0,3/4,90.1,9.0,434,[西] 昆貢,1000,晴,芝,良,2025年6月14日,新馬,2023104918,01015
202502010105,8,5,5,サフィニア,牝2,55.0,原田和真,0:0:58.3,2,198.2,11.0,426,[東] 佐藤吉勝,1000,晴,芝,良,2025年6月14日,新馬,2023105934,01143
202502010105,9,6,8,ジャストビート,牝2,55.0,戸崎圭太,0:0:58.4,クビ,36.1,8.0,420,[西] 安達昭夫,1000,晴,芝,良,2025年6月14日,新馬,2023101090,05386
202502010105,10,3,3,プレザントトーン,牝2,55.0,浜中俊,0:0:58.8,2.1/2,26.5,7.0,446,[西] 武幸四郎,1000,晴,芝,良,2025年6月14日,新馬,2023103809,01115
202502010105,11,5,6,アイオロステソーロ,牡2,55.0,中井裕二,0:0:59.4,3.1/2,200.3,12.0,444,[東] 高橋文雅,1000,晴,芝,良,2025年6月14日,新馬,2023106728,01141
202502010105,12,2,2,サマーカムカム,牝2,55.0,黛弘人,0:1:01.4,大,164.7,10.0,402,[東] 和田雄二,1000,晴,芝,良,2025年6月14日,新馬,2023103637,01109
202502010106,1,3,4,コスモシェルベット,牡3,57.0,横山武史,0:1:45.3,nan,3.5,2.0,436,[東] 水野貴広,1700,晴,ダート,良,2025年6月14日,未勝利,2022106785,01170
202502010106,2,7,11,レズルレクティオ,セ3,57.0,北村友一,0:1:45.7,2.1/2,5.8,3.0,454,[西] 安田翔伍,1700,晴,ダート,良,2025年6月14日,未勝利,2022101442,01102
202502010106,3,3,3,シュヴァルノワール,牡3,57.0,横山和生,0:1:46.2,3,6.8,4.0,494,[東] 嘉藤貴行,1700,晴,ダート,良,2025年6月14日,未勝利,2022100360,01140
202502010106,4,8,13,マンオブザマッチ,牡3,57.0,丹内祐次,0:1:46.5,1.3/4,2.8,1.0,488,[西] 高橋義忠,1700,晴,ダート,良,2025年6月14日,未勝利,2022101677,01091
202502010106,5,5,8,ジーティートゥルー,牡3,57.0,戸崎圭太,0:1:46.5,アタマ,15.3,6.0,444,[東] 田島俊明,1700,晴,ダート,良,2025年6月14日,未勝利,2022105487,05386
202502010106,6,1,1,ベレーザフィン,牝3,51.0,小林美駒,0:1:46.8,2,165.4,12.0,428,[西] 前川恭子,1700,晴,ダート,良,2025年6月14日,未勝利,2022105092,01206
202502010106,7,6,9,テーオーノーベル,牡3,57.0,池添謙一,0:1:46.9,クビ,12.2,5.0,486,[西] 岡田稲男,1700,晴,ダート,良,2025年6月14日,未勝利,2022100725,01032
202502010106,8,6,10,スパーク,牡3,54.0,上里直汰,0:1:47.3,2.1/2,401.6,14.0,486,[東] 池上昌和,1700,晴,ダート,良,2025年6月14日,未勝利,2022100929,01217
202502010106,9,8,14,ダイゴセイリュウ,牡3,57.0,酒井学,0:1:47.5,3/4,47.6,10.0,474,[西] 秋山真一,1700,晴,ダート,良,2025年6月14日,未勝利,2022107180,01034
202502010106,10,2,2,ニホンピロカスター,牡3,57.0,小沢大仁,0:1:47.6,3/4,36.0,8.0,466,[西] 大橋勇樹,1700,晴,ダート,良,2025年6月14日,未勝利,2022103863,01185
202502010106,11,7,12,オドラニャソンソン,牡3,57.0,松若風馬,0:1:47.7,クビ,52.3,11.0,458,[西] 東田明士,1700,晴,ダート,良,2025年6月14日,未勝利,2022102756,01154
202502010106,12,5,7,エスタア,牡3,57.0,佐々木大,0:1:47.9,1.1/2,41.6,9.0,492,[西] 須貝尚介,1700,晴,ダート,良,2025年6月14日,未勝利,2022105004,01197
202502010106,13,4,5,ロードステイタス,牡3,57.0,藤岡佑介,0:1:48.5,3.1/2,17.7,7.0,454,[西] 四位洋文,1700,晴,ダート,良,2025年6月14日,未勝利,2022100656,01093
202502010106,14,4,6,デルマプルート,牡3,57.0,黛弘人,0:1:58.2,大,363.3,13.0,534,[東] 天間昭一,1700,晴,ダート,良,2025年6月14日,未勝利,2022105419,01109
202502010107,1,5,8,ラパンチュール,牝3,53.0,武豊,0:1:07.2,nan,3.4,1.0,448,[東] 蛯名正義,1200,晴,芝,良,2025年6月14日,1勝クラス,2022107340,00666
202502010107,2,8,14,ハリウッドメモリー,牝3,53.0,丹内祐次,0:1:07.5,2,7.3,4.0,458,[西] 長谷川浩,1200,晴,芝,良,2025年6月14日,1勝クラス,2022100632,01091
202502010107,3,6,10,ラブディーヴァ,牝4,56.0,戸崎圭太,0:1:07.7,1.1/4,22.5,8.0,450,[東] 田中勝春,1200,晴,芝,良,2025年6月14日,1勝クラス,2021104074,05386
202502010107,4,1,1,スウィートリワード,牝4,56.0,浜中俊,0:1:07.9,1.1/4,18.7,7.0,460,[西] 宮本博,1200,晴,芝,良,2025年6月14日,1勝クラス,2021100415,01115
202502010107,5,4,6,カランダッシュ,牝3,53.0,横山武史,0:1:07.9,クビ,3.8,2.0,478,[西] 須貝尚介,1200,晴,芝,良,2025年6月14日,1勝クラス,2022107295,01170
202502010107,6,3,3,シルバーダイヤ,牝5,56.0,横山和生,0:1:08.1,3/4,36.5,11.0,466,[東] 小野次郎,1200,晴,芝,良,2025年6月14日,1勝クラス,2020100289,01140
202502010107,7,2,2,アッシュバーグ,牝4,56.0,斎藤新,0:1:08.2,1/2,24.0,9.0,516,[東] 斎藤誠,1200,晴,芝,良,2025年6月14日,1勝クラス,2021101383,01178
202502010107,8,5,7,ラセーヌシュメール,牝4,56.0,佐々木大,0:1:08.2,クビ,31.8,10.0,446,[東] 杉浦宏昭,1200,晴,芝,良,2025年6月14日,1勝クラス,2021105260,01197
202502010107,9,4,5,エスペラント,セ6,58.0,北村友一,0:1:08.4,1.1/2,128.0,13.0,466,[東] 武藤善則,1200,晴,芝,良,2025年6月14日,1勝クラス,2019105172,01102
202502010107,10,7,12,ヒラボクカレラ,牡3,55.0,岩田康誠,0:1:08.4,ハナ,6.2,3.0,466,[西] 奥村豊,1200,晴,芝,良,2025年6月14日,1勝クラス,2022102993,05203
202502010107,11,3,4,シャインズオンユー,牡4,58.0,中井裕二,0:1:08.6,1,153.0,14.0,462,[西] 藤野健太,1200,晴,芝,良,2025年6月14日,1勝クラス,2021103535,01141
202502010107,12,8,13,ナムラエデン,牝4,52.0,小林美駒,0:1:08.7,1/2,10.0,5.0,452,[西] 小栗実,1200,晴,芝,良,2025年6月14日,1勝クラス,2021101102,01206
202502010107,13,6,9,グランカメリア,牡3,55.0,池添謙一,0:1:09.1,2.1/2,11.6,6.0,494,[西] 吉田直弘,1200,晴,芝,良,2025年6月14日,1勝クラス,2022102780,01032
202502010107,14,7,11,オイランブチ,牝3,51.0,長浜鴻緒,0:1:10.1,6,74.9,12.0,446,[東] 的場均,1200,晴,芝,良,2025年6月14日,1勝クラス,2022103192,01214
202502010108,1,5,5,タッカージーティー,牝3,53.0,横山武史,0:0:57.9,nan,2.3,1.0,484,[東] 鈴木伸尋,1000,晴,ダート,良,2025年6月14日,1勝クラス,2022106261,01170
202502010108,2,2,2,ビーマックス,牡3,55.0,中井裕二,0:0:58.6,4,17.3,7.0,500,[西] 藤野健太,1000,晴,ダート,良,2025年6月14日,1勝クラス,2022100729,01141
202502010108,3,6,8,ミッキースピナッチ,牡5,58.0,丹内祐次,0:0:58.7,3/4,14.9,6.0,512,[西] 東田明士,1000,晴,ダート,良,2025年6月14日,1勝クラス,2020101649,01091
202502010108,4,4,4,エコロレオナ,牝3,50.0,川端海翼,0:0:59.0,2,7.3,3.0,438,[西] 森秀行,1000,晴,ダート,良,2025年6月14日,1勝クラス,2022110110,01195
202502010108,5,1,1,ナンヨークリスタル,セ5,58.0,横山和生,0:0:59.1,1/2,10.5,5.0,494,[西] 松永幹夫,1000,晴,ダート,良,2025年6月14日,1勝クラス,2020103513,01140
202502010108,6,8,12,キャンドルマス,牡4,58.0,北村友一,0:0:59.3,1.1/4,9.2,4.0,492,[西] 小崎憲,1000,晴,ダート,良,2025年6月14日,1勝クラス,2021101624,01102
202502010108,7,6,7,ゲクウ,牡3,55.0,菅原隆一,0:0:59.4,クビ,68.2,10.0,502,[東] 小手川準,1000,晴,ダート,良,2025年6月14日,1勝クラス,2022103739,01129
202502010108,8,5,6,ヒメカミノイタダキ,牡6,58.0,古川吉洋,0:0:59.6,1.1/4,47.5,9.0,510,[東] 武市康男,1000,晴,ダート,良,2025年6月14日,1勝クラス,2019101794,01015
202502010108,9,7,9,スノーホルンロード,セ6,56.0,長浜鴻緒,0:1:00.0,2.1/2,38.2,8.0,506,[東] 清水英克,1000,晴,ダート,良,2025年6月14日,1勝クラス,2019106520,01214
202502010108,10,3,3,カップッチョ,牡8,58.0,黛弘人,0:1:00.0,ハナ,176.5,12.0,490,[東] 南田美知,1000,晴,ダート,良,2025年6月14日,1勝クラス,2017104266,01109
202502010108,11,7,10,ミッキードラマー,牡4,55.0,上里直汰,0:1:00.2,1.1/4,127.6,11.0,516,[東] 菊沢隆徳,1000,晴,ダート,良,2025年6月14日,1勝クラス,2021104782,01217
202502010108,12,8,11,ブルドッグキング,牡3,51.0,小林美駒,0:1:01.6,9,3.4,2.0,506,[東] 斎藤誠,1000,晴,ダート,良,2025年6月14日,1勝クラス,2022101616,01206
202502010109,1,3,3,ロードリベラシオン,牡3,55.0,横山和生,0:2:00.2,nan,16.0,6.0,496,[東] 尾形和幸,2000,晴,芝,良,2025年6月14日,1勝クラス,2022102821,01140
202502010109,2,2,2,マイネルゼウス,牡3,55.0,戸崎圭太,0:2:00.2,アタマ,5.8,4.0,412,[東] 奥村武,2000,晴,芝,良,2025年6月14日,1勝クラス,2022106828,05386
202502010109,3,8,12,スモーキーゴッド,牡3,55.0,横山武史,0:2:00.4,1.1/4,2.8,1.0,450,[東] 萩原清,2000,晴,芝,良,2025年6月14日,1勝クラス,2022104592,01170
202502010109,4,1,1,マイネルモメンタム,牡4,58.0,丹内祐次,0:2:00.5,クビ,3.8,2.0,476,[東] 相沢郁,2000,晴,芝,良,2025年6月14日,1勝クラス,2021106811,01091
202502010109,5,5,6,タルタロス,牡4,58.0,黛弘人,0:2:00.8,1.3/4,41.2,10.0,458,[東] 天間昭一,2000,晴,芝,良,2025年6月14日,1勝クラス,2021103150,01109
202502010109,6,4,4,サングラデーション,牡5,58.0,佐々木大,0:2:00.8,ハナ,34.0,8.0,440,[東] 千葉直人,2000,晴,芝,良,2025年6月14日,1勝クラス,2020102864,01197
202502010109,7,6,8,マリブオレンジ,牝3,53.0,武豊,0:2:00.8,クビ,5.5,3.0,458,[西] 福永祐一,2000,晴,芝,良,2025年6月14日,1勝クラス,2022110134,00666
202502010109,8,7,10,エイシンジェンマ,牝5,56.0,川又賢治,0:2:00.9,3/4,10.0,5.0,504,[西] 中尾秀正,2000,晴,芝,良,2025年6月14日,1勝クラス,2020107017,01166
202502010109,9,5,5,スティックバイミー,牝4,56.0,酒井学,0:2:00.9,ハナ,40.0,9.0,446,[東] 伊藤大士,2000,晴,芝,良,2025年6月14日,1勝クラス,2021100305,01034
202502010109,10,8,11,ピジョンポイント,牡3,55.0,小沢大仁,0:2:01.1,1.1/4,72.4,11.0,492,[東] 岩戸孝樹,2000,晴,芝,良,2025年6月14日,1勝クラス,2022103514,01185
202502010109,11,7,9,ルシタニア,牡3,55.0,浜中俊,0:2:01.6,3,31.8,7.0,480,[西] 武幸四郎,2000,晴,芝,良,2025年6月14日,1勝クラス,2022104640,01115
202502010109,取,6,7,シュバルツマサムネ,牡3,55.0,北村友一,nan,nan,---,nan,計不,[西] 杉山佳明,2000,晴,芝,良,2025年6月14日,1勝クラス,2022104887,01102
202502010110,1,3,6,パレハ,牝4,56.0,鮫島克駿,0:1:46.3,nan,11.0,6.0,440,[西] 新谷功一,1800,晴,芝,良,2025年6月14日,2勝クラス,2021106752,01157
202502010110,2,7,14,カテリーナ,牝4,56.0,浜中俊,0:1:46.5,1.1/4,16.4,7.0,468,[西] 田中克典,1800,晴,芝,良,2025年6月14日,2勝クラス,2021101485,01115
202502010110,3,5,10,ピンクジン,牝5,56.0,黛弘人,0:1:46.5,クビ,91.8,13.0,428,[東] 南田美知,1800,晴,芝,良,2025年6月14日,2勝クラス,2020106966,01109
202502010110,4,6,11,テリオスサラ,牝4,56.0,横山武史,0:1:46.6,3/4,5.9,3.0,484,[東] 高柳瑞樹,1800,晴,芝,良,2025年6月14日,2勝クラス,2021104189,01170
202502010110,5,2,4,マイノワール,牡4,58.0,武豊,0:1:46.7,クビ,21.0,9.0,474,[西] 笹田和秀,1800,晴,芝,良,2025年6月14日,2勝クラス,2021104411,00666
202502010110,6,2,3,リッチブラック,牡6,58.0,藤岡佑介,0:1:46.7,クビ,58.4,11.0,470,[西] 西村真幸,1800,晴,芝,良,2025年6月14日,2勝クラス,2019103816,01093
202502010110,7,5,9,ジルバーン,牡6,58.0,小沢大仁,0:1:46.7,クビ,87.3,12.0,438,[西] 緒方努,1800,晴,芝,良,2025年6月14日,2勝クラス,2019104761,01185
202502010110,8,6,12,リラボニート,牝4,56.0,ルメール,0:1:46.8,3/4,3.2,1.0,460,[西] 須貝尚介,1800,晴,芝,良,2025年6月14日,2勝クラス,2021103519,05339
202502010110,9,4,8,トーアライデン,牡5,58.0,岩田康誠,0:1:46.9,クビ,5.9,2.0,506,[西] 河嶋宏樹,1800,晴,芝,良,2025年6月14日,2勝クラス,2020103168,05203
202502010110,10,4,7,リリーブライト,牡7,58.0,荻野琢真,0:1:47.0,1/2,103.7,14.0,476,[東] 西田雄一,1800,晴,芝,良,2025年6月14日,2勝クラス,2018104841,01112
202502010110,11,1,1,オメガインペリアル,牡4,58.0,北村友一,0:1:47.1,3/4,6.3,4.0,474,[西] 安田翔伍,1800,晴,芝,良,2025年6月14日,2勝クラス,2021110078,01102
202502010110,12,8,16,オルノア,牝5,56.0,横山和生,0:1:47.1,ハナ,17.8,8.0,496,[西] 新谷功一,1800,晴,芝,良,2025年6月14日,2勝クラス,2020103929,01140
202502010110,13,8,15,アラタマフェーヴル,牡4,58.0,池添謙一,0:1:47.5,2.1/2,9.9,5.0,492,[西] 浜田多実,1800,晴,芝,良,2025年6月14日,2勝クラス,2021102115,01032
202502010110,14,3,5,チョメチョメ,牡4,58.0,斎藤新,0:1:47.7,1,186.4,15.0,478,[東] 松永康利,1800,晴,芝,良,2025年6月14日,2勝クラス,2021106472,01178
202502010110,15,1,2,ムガ,牝6,56.0,戸崎圭太,0:1:47.8,1/2,27.8,10.0,456,[西] 高橋一哉,1800,晴,芝,良,2025年6月14日,2勝クラス,2019103742,05386
202502010110,16,7,13,マイネルビジョン,牡5,58.0,松岡正海,0:1:48.3,3,305.5,16.0,468,[東] 伊藤大士,1800,晴,芝,良,2025年6月14日,2勝クラス,2020107036,01085
202502010111,1,2,4,カピリナ,牝4,55.0,戸崎圭太,0:1:06.6,nan,6.2,2.0,474,[東] 田島俊明,1200,曇,芝,良,2025年6月14日,オープン,2021104073,05386
202502010111,2,1,1,ジューンブレア,牝4,55.0,武豊,0:1:06.6,ハナ,7.1,3.0,490,[西] 武英智,1200,曇,芝,良,2025年6月14日,オープン,2021110099,00666
