,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202602010101,1,5,10,ディーズメンフィス,牝3,53,舟山瑠泉,0:1:08.5,nan,1-1,34.6,27.0,7,478,[東]村田一誠,1200,雨,芝,稍重,2026年06月13日,未勝利,2023102812,01221
202602010101,2,4,7,アルサック,牝3,55,丹内祐次,0:1:08.7,1.1/4,3-2,34.4,7.4,4,490,[西]柴田卓,1200,雨,芝,稍重,2026年06月13日,未勝利,2023105125,01091
202602010101,3,8,15,テンユウ,牡3,57,岩田康誠,0:1:09.0,2,12-10,33.7,8.1,5,482,[東]奥村武,1200,雨,芝,稍重,2026年06月13日,未勝利,2023103178,05203
202602010101,4,3,6,コスモファーブロス,牝3,55,横山武史,0:1:09.0,アタマ,8-8,34.3,4.0,3,422,[西]吉田直弘,1200,雨,芝,稍重,2026年06月13日,未勝利,2023106420,01170
202602010101,5,3,5,ジャーナーリア,牡3,57,古川吉洋,0:1:09.2,1.1/4,2-2,35.1,3.8,2,528,[西]本田優,1200,雨,芝,稍重,2026年06月13日,未勝利,2023100596,01015
202602010101,6,7,13,ヨドノサファイア,牝3,55,荻野極,0:1:09.3,1/2,6-6,34.8,21.3,6,442,[東]稲垣幸雄,1200,雨,芝,稍重,2026年06月13日,未勝利,2023101825,01160
202602010101,7,6,11,ハナイロマヒナ,牝3,55,北村友一,0:1:09.6,1.3/4,3-4,35.4,43.0,9,394,[西]高橋亮,1200,雨,芝,稍重,2026年06月13日,未勝利,2023104093,01102
202602010101,8,4,8,シーシェル,牝3,53,柴田裕一,0:1:09.7,3/4,9-10,34.7,122.8,11,412,[東]武藤善則,1200,雨,芝,稍重,2026年06月13日,未勝利,2023105212,01212
202602010101,9,5,9,ニシノマーレ,牝3,52,小林美駒,0:1:10.0,1.3/4,3-4,35.8,3.2,1,400,[東]伊藤大士,1200,雨,芝,稍重,2026年06月13日,未勝利,2023100179,01206
202602010101,10,7,14,ソレイユルヴァン,牝3,55,小沢大仁,0:1:10.1,3/4,13-13,34.6,144.1,12,418,[西]辻野泰之,1200,雨,芝,稍重,2026年06月13日,未勝利,2023105306,01185
202602010101,11,2,3,ティスマイル,牝3,55,黛弘人,0:1:10.5,2.1/2,13-13,35.0,423.1,15,428,[東]伊藤圭三,1200,雨,芝,稍重,2026年06月13日,未勝利,2023101205,01109
202602010101,12,2,4,スタンダールロマン,牝3,55,松岡正海,0:1:10.6,クビ,7-7,36.0,62.5,10,426,[東]堀内岳志,1200,雨,芝,稍重,2026年06月13日,未勝利,2023105725,01085
202602010101,13,1,1,ヒャクレツケン,牡3,53,河原田菜,0:1:10.7,3/4,9-9,35.8,179.3,13,456,[東]青木孝文,1200,雨,芝,稍重,2026年06月13日,未勝利,2023106687,01204
202602010101,14,8,16,ティンクルバレット,牝3,55,池添謙一,0:1:11.1,2.1/2,11-12,36.0,28.2,8,418,[西]池添学,1200,雨,芝,稍重,2026年06月13日,未勝利,2023107042,01032
202602010101,15,6,12,デルマハルナ,牝3,53,鷲頭虎太,0:1:11.5,2.1/2,13-15,35.9,310.4,14,460,[東]天間昭一,1200,雨,芝,稍重,2026年06月13日,未勝利,2023101370,01202
