,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202510010101,1,8,11,グランキングオー,牡3,55.0,永島まな,0:1:46.1,nan,2.1,1.0,452,[西] 高橋康之,1700,晴,ダート,良,2025年1月25日,未勝利,2022100664,01187
202510010101,2,7,9,マンオブザマッチ,牡3,57.0,津村明秀,0:1:46.7,3.1/2,80.7,12.0,486,[西] 高橋義忠,1700,晴,ダート,良,2025年1月25日,未勝利,2022101677,01092
202510010101,3,2,2,クロノスバレット,牡3,57.0,岩田望来,0:1:47.6,5,23.9,6.0,498,[西] 吉村圭司,1700,晴,ダート,良,2025年1月25日,未勝利,2022110123,01174
202510010101,4,6,7,ダシータピット,牡3,54.0,柴田裕一,0:1:48.0,2.1/2,29.3,9.0,462,[西] 中竹和也,1700,晴,ダート,良,2025年1月25日,未勝利,2022110049,01212
202510010101,5,8,12,ガジュノリホワイト,牡3,57.0,丹内祐次,0:1:48.1,クビ,2.7,2.0,454,[東] 尾形和幸,1700,晴,ダート,良,2025年1月25日,未勝利,2022101730,01091
202510010101,6,1,1,ヤスケ,牡3,57.0,北村友一,0:1:48.2,3/4,28.6,8.0,510,[東] 中舘英二,1700,晴,ダート,良,2025年1月25日,未勝利,2022103295,01102
202510010101,7,6,8,チュラビックタイム,牡3,57.0,斎藤新,0:1:48.5,2,32.6,10.0,484,[東] 斎藤誠,1700,晴,ダート,良,2025年1月25日,未勝利,2022102097,01178
202510010101,8,5,6,レッドヴァリアート,牡3,57.0,池添謙一,0:1:49.0,3,24.3,7.0,442,[西] 大久保龍,1700,晴,ダート,良,2025年1月25日,未勝利,2022105290,01032
202510010101,9,4,4,オドラニャソンソン,牡3,56.0,田口貫太,0:1:49.3,2,18.1,4.0,454,[西] 音無秀孝,1700,晴,ダート,良,2025年1月25日,未勝利,2022102756,01208
202510010101,10,5,5,ナムラフィクサー,牡3,57.0,横山武史,0:1:50.4,7,19.3,5.0,442,[西] 鈴木孝志,1700,晴,ダート,良,2025年1月25日,未勝利,2022107255,01170
202510010101,11,3,3,エイヘンハールト,牡3,57.0,鮫島克駿,0:1:51.5,7,9.0,3.0,466,[西] 高野友和,1700,晴,ダート,良,2025年1月25日,未勝利,2022105557,01157
202510010101,12,7,10,グランスターオー,牡3,54.0,川端海翼,0:1:51.7,3/4,76.5,11.0,474,[西] 新谷功一,1700,晴,ダート,良,2025年1月25日,未勝利,2022102534,01195
202510010102,1,3,6,オンザブルースカイ,牡3,57.0,丹内祐次,0:1:08.7,nan,11.3,4.0,460,[西] 谷潔,1200,晴,芝,良,2025年1月25日,未勝利,2022104163,01091
202510010102,2,2,3,アンダースコア,牡3,57.0,加藤祥太,0:1:09.0,2,11.6,5.0,448,[西] 庄野靖志,1200,晴,芝,良,2025年1月25日,未勝利,2022106470,01156
202510010102,3,1,1,レディエンス,牝3,54.0,田口貫太,0:1:09.0,クビ,46.3,8.0,442,[西] 藤野健太,1200,晴,芝,良,2025年1月25日,未勝利,2022100583,01208
202510010102,4,7,13,ビーム,牡3,57.0,岩田望来,0:1:09.2,3/4,7.0,3.0,486,[西] 上村洋行,1200,晴,芝,良,2025年1月25日,未勝利,2022101427,01174
202510010102,5,8,16,エクレア,牝3,55.0,川田将雅,0:1:09.2,アタマ,1.8,1.0,456,[西] 鮫島一歩,1200,晴,芝,良,2025年1月25日,未勝利,2022104393,01088
202510010102,6,4,7,キタノチャンス,牝3,53.0,小林脩斗,0:1:09.3,3/4,300.4,17.0,454,[東] 石栗龍彦,1200,晴,芝,良,2025年1月25日,未勝利,2022100934,01183
202510010102,7,5,10,トーアローダンテ,牝3,52.0,古川奈穂,0:1:09.5,3/4,159.8,15.0,442,[西] 羽月友彦,1200,晴,芝,良,2025年1月25日,未勝利,2022105907,01190
202510010102,8,5,9,ヘンリエッタ,牝3,55.0,荻野極,0:1:09.5,クビ,71.4,10.0,460,[西] 武幸四郎,1200,晴,芝,良,2025年1月25日,未勝利,2022104934,01160
202510010102,9,6,11,リーサイェイ,牡3,57.0,佐々木大,0:1:09.5,クビ,35.9,7.0,458,[東] 池上昌和,1200,晴,芝,良,2025年1月25日,未勝利,2022100538,01197
202510010102,10,3,5,リケアエスプレッソ,牡3,57.0,横山武史,0:1:09.6,クビ,61.1,9.0,450,[東] 小野次郎,1200,晴,芝,良,2025年1月25日,未勝利,2022102173,01170
202510010102,11,4,8,ケイマノキコウシ,牡3,57.0,杉原誠人,0:1:09.6,アタマ,101.4,13.0,522,[東] 栗田徹,1200,晴,芝,良,2025年1月25日,未勝利,2022104002,01135
202510010102,12,1,2,セイウンヤタガラス,牡3,57.0,黛弘人,0:1:09.6,アタマ,186.5,16.0,444,[東] 堀内岳志,1200,晴,芝,良,2025年1月25日,未勝利,2022102890,01109
202510010102,13,2,4,ヴェロニカペルシカ,牝3,55.0,菊沢一樹,0:1:09.7,1/2,101.8,14.0,410,[東] 田島俊明,1200,晴,芝,良,2025年1月25日,未勝利,2022105218,01161
202510010102,14,7,14,テーオーシュターデ,牝3,55.0,藤岡佑介,0:1:10.0,2,12.1,6.0,426,[西] 宮徹,1200,晴,芝,良,2025年1月25日,未勝利,2022107056,01093
202510010102,15,6,12,サニーネイチャー,牝3,55.0,鮫島克駿,0:1:10.1,1/2,5.7,2.0,432,[西] 長谷川浩,1200,晴,芝,良,2025年1月25日,未勝利,2022105818,01157
202510010102,16,8,15,タガノサダフ,牡3,53.0,河原田菜,0:1:10.2,1/2,90.4,12.0,466,[西] 斉藤崇史,1200,晴,芝,良,2025年1月25日,未勝利,2022107132,01204
202510010102,17,8,17,ムーンナイト,牡3,55.0,永島まな,0:1:10.4,1.1/2,75.9,11.0,530,[東] 黒岩陽一,1200,晴,芝,良,2025年1月25日,未勝利,2022102164,01187
202510010103,1,8,13,クーデール,牝3,51.0,河原田菜,0:0:58.7,nan,11.9,6.0,442,[西] 坂口智康,1000,晴,ダート,良,2025年1月25日,未勝利,2022100648,01204
202510010103,2,8,12,ブルドッグキング,牡3,57.0,斎藤新,0:0:59.3,3.1/2,3.1,1.0,502,[東] 斎藤誠,1000,晴,ダート,良,2025年1月25日,未勝利,2022101616,01178
202510010103,3,6,8,オースミライト,牝3,55.0,加藤祥太,0:0:59.3,クビ,4.8,3.0,470,[西] 宮本博,1000,晴,ダート,良,2025年1月25日,未勝利,2022103610,01156
202510010103,4,4,4,トップレジェンド,牡3,57.0,松山弘平,0:0:59.4,クビ,4.5,2.0,440,[西] 鈴木孝志,1000,晴,ダート,良,2025年1月25日,未勝利,2022103282,01126
202510010103,5,7,10,ゴッドテソロ,牡3,57.0,国分恭介,0:0:59.7,1.3/4,7.2,4.0,458,[西] 角田晃一,1000,晴,ダート,良,2025年1月25日,未勝利,2022103198,01124
202510010103,6,2,2,キーソナタ,牝3,51.0,小林美駒,0:1:00.0,2,12.5,7.0,436,[東] 矢嶋大樹,1000,晴,ダート,良,2025年1月25日,未勝利,2022102570,01206
202510010103,7,4,5,キャリーグレイス,牝3,52.0,今村聖奈,0:1:00.5,3,7.6,5.0,442,[西] 寺島良,1000,晴,ダート,良,2025年1月25日,未勝利,2022100091,01193
202510010103,8,1,1,サンムーン,牝3,55.0,池添謙一,0:1:01.1,4,49.9,10.0,536,[西] 河嶋宏樹,1000,晴,ダート,良,2025年1月25日,未勝利,2022100273,01032
202510010103,9,6,9,サンピエーリ,牡3,56.0,田口貫太,0:1:01.2,クビ,44.2,8.0,470,[西] 藤野健太,1000,晴,ダート,良,2025年1月25日,未勝利,2022102867,01208
202510010103,10,5,6,プティコリーヌ,牝3,52.0,古川奈穂,0:1:01.5,2,188.2,11.0,424,[西] 牧浦充徳,1000,晴,ダート,良,2025年1月25日,未勝利,2022100865,01190
202510010103,11,5,7,ノワールエブラン,牝3,53.0,永島まな,0:1:02.1,3.1/2,46.9,9.0,410,[西] 藤野健太,1000,晴,ダート,良,2025年1月25日,未勝利,2022103554,01187
202510010103,12,7,11,スザンナ,牝3,54.0,小沢大仁,0:1:02.3,1.1/4,258.8,12.0,360,[西] 牧浦充徳,1000,晴,ダート,良,2025年1月25日,未勝利,2022102463,01185
202510010103,除,3,3,サウンドペルル,牝3,55.0,鮫島克駿,nan,nan,---,nan,444,[西] 村山明,1000,晴,ダート,良,2025年1月25日,未勝利,2022106202,01157
202510010104,1,8,9,ドゥラモンド,牡7,60.0,石神深一,0:3:09.9,nan,2.7,2.0,494,[東] 手塚貴久,2860,晴,障害,良,2025年1月25日,未勝利,2018105078,01059
