,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2016104642,ハーツクライ,ムーンライトダンス Moonlight Dance(愛),サンデーサイレンス Sunday Silence(米),アイリッシュダンス,Sinndar,Style of Life,Halo,Wishing Well,トニービン Tony Bin(愛),ビューパーダンス Buper Dance(米),Grand Lodge,Sinntara,The Minstrel,Bubinka,Hail to Reason,Cosmah,Understanding,Mountain Flower,カンパラ,Severn Bridge,Lyphard,My Bupers,Chief's Crown,La Papagena,Lashkari,Sidama,Northern Dancer,Fleur,Nashua,Stolen Date,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Promised Land,Pretty Ways,Montparnasse,Edelweiss,Kalamoun,State Pension,Hornbeam,Priddy Fair,Northern Dancer,Goofed,Bupers,Princess Revoked,Danzig,Six Crowns,Habitat,Magic Flute,Mill Reef,Larannda,Top Ville,Stoyana,Nearctic,Natalma,Victoria Park,Flaming Page,Nasrullah,Segula,Sadair,Stolen Hour
2016104081,ベルシャザール,ロココキャンドル,キングカメハメハ,マルカキャンディ,ステイゴールド,スターキャンドル,Kingmambo (米),マンファス Manfath(愛),サンデーサイレンス Sunday Silence(米),ジーナロマンティカ Gina Romantica(米),サンデーサイレンス Sunday Silence(米),ゴールデンサッシュ,ブライアンズタイム Brian's Time(米),サマーキャンドル,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Halo,Wishing Well,セクレト,Waya,Halo,Wishing Well,ディクタス,ダイナサッシュ,Roberto,Kelley's Day,シアトルダンサーII,ワイプザアイ,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Betty's Secret,Faraway Son,War Path,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,Hail to Reason,Bramalea,Graustark,Golden Trail,Nijinsky,My Charmer,Gulch,Irlanda
2016105480,アイルハヴアナザー I'll Have Another(米),サマーロコガール,Flower Alley,Arch's Gal Edith,キングカメハメハ,マンデームスメ,Distorted Humor (米),プリンセスオリビア Princess Olivia(米),Arch (米),Force Five Gal,Kingmambo (米),マンファス Manfath(愛),サンデーサイレンス Sunday Silence(米),タイムスリップ,フォーティナイナー,Danzig's Beauty,Lycius,Dance Image,Kris S.,Aurora,Pleasant Tap,Last Cause,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Halo,Wishing Well,ブライアンズタイム,クリスシルバー,Mr. Prospector,File,Danzig,Sweetest Chant,Mr. Prospector,Lypatia,Sadler's Wells,Diamond Spring,Roberto,Sharp Queen,Danzig,Althea,Pleasant Colony,Never Knock,Caucasus,Last Bird,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Hail to Reason,Cosmah,Understanding,Mountain Flower,Roberto,Kelley's Day,マルゼンスキー,クリスゲリー
2016101038,ローズキングダム,ポリリズム,キングカメハメハ,ローズバド,バチアー Bachir(愛),スプリットザナイト,Kingmambo (米),マンファス Manfath(愛),サンデーサイレンス Sunday Silence(米),ロゼカラー,Desert Style,Morning Welcome,トニービン Tony Bin(愛),サウンド Sound(米),Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Halo,Wishing Well,Shirley Heights,ローザネイ,Green Desert,Organza,Be My Guest,Dawn Is Breaking,カンパラ,Severn Bridge,Danzig,Din,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Hail to Reason,Cosmah,Understanding,Mountain Flower,Mill Reef,Hardiemma,Lyphard,Riviere Doree,Danzig,Foreign Courier,High Top,Canton Silk,Northern Dancer,What a Treat,Import,Brief Chorus,Kalamoun,State Pension,Hornbeam,Priddy Fair,Northern Dancer,Pas de Nom,Drone,Durga
2016105584,スマートファルコン,ラヴフェアリー,ゴールドアリュール,ケイシュウハーブ,アフリート Afleet(加),サンエムラヴ,サンデーサイレンス Sunday Silence(米),ニキーヤ Nikiya(米),ミシシッピアン,キョウエイシラユキ,Mr. Prospector,Polite Lady,ラムタラ Lammtarra(米),サンエムエンプレス,Halo,Wishing Well,Nureyev,Reluctant Guest,Vaguely Noble,Gazala,クラウンドプリンス,アリアーン,Raise a Native,Gold Digger,Venetian Jester,Friendly Ways,Nijinsky,Snow Bride,アサティス,サンエムフォーマ,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,ヴィエナ,Noble Lassie,Dark Star,Belle Angevine,Raise a Native,Gay Hostess,シルバーシャーク,Nucciolina,Native Dancer,Raise You,Nashua,Sequence,Tom Fool,Venice,Green Ticket,Ways to Learn,Northern Dancer,Flaming Page,Blushing Groom,Awaasif,Topsider,Secret Asset,スティンティノ,センフォーマ
2016100786,スクリーンヒーロー,フェスティヴキティ,グラスワンダー,ランニングヒロイン,バブルガムフェロー,カプリアティ,Silver Hawk,Ameriflora,サンデーサイレンス Sunday Silence(米),ダイナアクトレス,サンデーサイレンス Sunday Silence(米),バブルカンパニー Bubble Company(仏),Ahonoora,レディラヴリイ Lady Lavery(米),Roberto,Gris Vitesse,Danzig,Graceful Touch,Halo,Wishing Well,ノーザンテースト,モデルスポート,Halo,Wishing Well,Lyphard,Prodice,Lorenzaccio,Helen Nichols,Northern Dancer,Society Column,Hail to Reason,Bramalea,Amerigo,Matchiche,Northern Dancer,Pas de Nom,His Majesty,Pi Phi Gal,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,モデルフール,マジックゴデイス,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Goofed,Prominer,Euridice,Klairon,Phoenissa,Martial,Quaker Girl,Nearctic,Natalma,Sir Gaylord,Journalette
2016103102,シニスターミニスター Sinister Minister(米),ピースオブアイ,Old Trieste,Sweet Minister,ダイワメジャー,シルバーコースト Silver Coast(加),A.P. Indy,Lovlier Linda,The Prime Minister,Sweet Blue,サンデーサイレンス Sunday Silence(米),スカーレットブーケ,Silver Deputy,Diamond Coast,Seattle Slew,Weekend Surprise,Vigors,Linda Summers,Deputy Minister,Stick to Beauty,Hurry Up Blue,Sugar Gold,Halo,Wishing Well,ノーザンテースト,スカーレットインク,Deputy Minister,Silver Valley,Coastal,Tiffany Tam,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Grey Dawn,Relifordie,Crozier,Queenly Gift,Vice Regent,Mint Copy,Illustrious,Hail to Beauty,Mr. Leader,Blue Baroness,Mr. Prospector,Miss Ironside,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,Crimson Satan,Consentida,Vice Regent,Mint Copy,Mr. Prospector,Seven Valleys,Majestic Prince,Alluvial,Tentam,Loudrangle
2016105194,ヴィクトワールピサ,ブラッキーピサ,ネオユニヴァース,ホワイトウォーターアフェア Whitewater Affair(英),タイキシャトル,サヤカ,サンデーサイレンス Sunday Silence(米),ポインテッドパス Pointed Path(英),Machiavellian,Much Too Risky,Devil's Bag,ウェルシュマフィン Welsh Muffin(愛),A.P. Indy,Spectacular Sue,Halo,Wishing Well,Kris,Silken Way,Mr. Prospector,Coup de Folie,Bustino,Short Rations,Halo,Ballade,Caerleon,Muffitys,Seattle Slew,Weekend Surprise,Spectacular Bid,In Concert,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sharpen Up,Doubly Sure,Shantung,Boulevard,Raise a Native,Gold Digger,Halo,Raise the Standard,Busted,Ship Yard,Lorenzaccio,Short Commons,Hail to Reason,Cosmah,Herbager,Miss Swapsco,Nijinsky,Foreseer,Thatch,Contrail,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Bold Bidder,Spectacular,Riverman,What Charisma
2016102241,ストロングリターン,セイカシリアス,シンボリクリスエス,コートアウト Caught Out(米),フォーティナイナー Forty Niner(米),サンデーズシス Sunday's Sis(米),Kris S.,Tee Kay,Smart Strike (加),アザール Azhaar(米),Mr. Prospector,File,Halo,Wishing Well,Roberto,Sharp Queen,Gold Meridian,Tri Argo,Mr. Prospector,Classy'n Smart,Nijinsky,Smart Heiress,Raise a Native,Gold Digger,Tom Rolfe,Continue,Hail to Reason,Cosmah,Understanding,Mountain Flower,Hail to Reason,Bramalea,Princequillo,Bridgework,Seattle Slew,Queen Louie,Tri Jet,Hail Proudly,Raise a Native,Gold Digger,Smarten,No Class,Northern Dancer,Flaming Page,Vaguely Noble,Smartaire,Native Dancer,Raise You,Nashua,Sequence,Ribot,Pocahontas,Double Jay,Courtesy,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Promised Land,Pretty Ways,Montparnasse,Edelweiss
2016102830,エイシンフラッシュ,カネスヴィバーチェ,キングズベスト King's Best(米),ムーンレディ Moonlady(独),ネオユニヴァース,デモンリー Demonry(米),Kingmambo (米),Allegretta,プラティニ Platini(独),Midnight Fever,サンデーサイレンス Sunday Silence(米),ポインテッドパス Pointed Path(英),Devil's Bag,Qui Royalty,Mr. Prospector,Miesque,Lombard,Anatevka,Surumu,Prairie Darling,Sure Blade,Majoritat,Halo,Wishing Well,Kris,Silken Way,Halo,Ballade,Native Royalty,Qui Blink,Raise a Native,Gold Digger,Nureyev,Pasadoble,Agio,Promised Lady,Espresso,Almyra,Literat,Surama,Stanford,Prairie Belle,Kris,Double Lock,Konigsstuhl,Monacchia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sharpen Up,Doubly Sure,Shantung,Boulevard,Hail to Reason,Cosmah,Herbager,Miss Swapsco,Raise a Native,Queen Nasra,Francis S.,Winking Star
2016106020,マンハッタンカフェ,ベストオブミー,サンデーサイレンス Sunday Silence(米),サトルチェンジ Subtle Change(愛),ブライアンズタイム Brian's Time(米),フラワーアーチ,Halo,Wishing Well,Law Society,Santa Luciana,Roberto,Kelley's Day,Nashwan,Forest Flower,Hail to Reason,Cosmah,Understanding,Mountain Flower,Alleged,Bold Bikini,Luciano,Suleika,Hail to Reason,Bramalea,Graustark,Golden Trail,Blushing Groom,Height of Fashion,Green Forest,Leap Lively,Turn-to,Nothirdchance,Cosmic Bomb,Almahmoud,Promised Land,Pretty Ways,Montparnasse,Edelweiss,Hoist the Flag,Princess Pout,Boldnesian,Ran-Tan,Henry the Seventh,Light Arctic,Ticino,Schwarzblaurot,Turn-to,Nothirdchance,Nashua,Rarelea,Ribot,Flower Bowl,Hasty Road,Sunny Vale,Red God,Runaway Bride,Bustino,Highclere,Shecky Greene,Tell Meno Lies,Nijinsky,Quilloquick
2016100966,ジャングルポケット,イイデサンドラ,トニービン Tony Bin(愛),ダンスチャーマー Dance Charmer(米),サクラプレジデント,ロマンスレディー,カンパラ Kampala(英),Severn Bridge,Nureyev,Skillful Joy,サンデーサイレンス Sunday Silence(米),セダンフォーエバー,Caro,シユジンスキー Shujinsky(米),Kalamoun,State Pension,Hornbeam,Priddy Fair,Northern Dancer,Special,Nodouble,Skillful Miss,Halo,Wishing Well,マルゼンスキー,サクラセダン,フォルティノ,Chambord,Nijinsky,Shufleur,ゼダーン,Khairunissa,オンリーフォアライフ,Lorelei,Hyperion,Thicket,Preciptic,Campanette,Nearctic,Natalma,Forli,Thong,Noholme,Abla-Jay,Daryl's Joy,Poliniss,Hail to Reason,Cosmah,Understanding,Mountain Flower,Nijinsky,シル,セダン,スワンズウッドグローヴ,Grey Sovereign,Ranavalo,Chamossaire,Life Hill,Northern Dancer,Flaming Page,Tom Rolfe,Sister Shu
2016103042,ベルシャザール,アンジェルブ,キングカメハメハ,マルカキャンディ,Tiznow,ペニーズフォーチュン Penny's Fortune(米),Kingmambo (米),マンファス Manfath(愛),サンデーサイレンス Sunday Silence(米),ジーナロマンティカ Gina Romantica(米),Cee's Tizzy,Cee's Song,Storm Cat (米),Lovlier Linda,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Halo,Wishing Well,セクレト,Waya,Relaunch,テイズリー,Seattle Song,Lonely Dancer,Storm Bird,Terlingua,Vigors,Linda Summers,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Betty's Secret,Faraway Son,War Path,In Reality,Foggy Note,Lyphard,Tizna,Seattle Slew,Incantation,ナイスダンサー,Sleep Lonely,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Grey Dawn,Relifordie,Crozier,Queenly Gift
2016100079,アドマイヤムーン,ルークラティブ Lucrative(米),エンドスウィープ End Sweep(米),マイケイティーズ,Seeking the Gold,Banker's Lady,フォーティナイナー Forty Niner(米),Broom Dance,サンデーサイレンス Sunday Silence(米),ケイティーズファースト Katies First(米),Mr. Prospector,Con Game,Nijinsky,Impetuous Gal,Mr. Prospector,File,Dance Spell,Witching Hour,Halo,Wishing Well,Kris,Katies,Raise a Native,Gold Digger,Buckpasser,Broadway,Northern Dancer,Flaming Page,Briartic,Impetuous Lady,Raise a Native,Gold Digger,Tom Rolfe,Continue,Northern Dancer,Obeah,Thinking Cap,Enchanted Eve,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sharpen Up,Doubly Sure,ノノアルコ,Mortefontaine,Native Dancer,Raise You,Nashua,Sequence,Tom Fool,Busanda,Hasty Road,Flitabout,Nearctic,Natalma,Bull Page,Flaring Top,Nearctic,Sweet Lady Briar,Hasty Road,Escocesa
