,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ガーデンカメリア,牝5,53.0,▲川端,佐藤悠,,栗東,2021110139,01195,American Pharoah,アヴィラロード,Elusive Quality,-1.46670480214616,12
1,2,2,ココロヅヨサ,牡3,55.0,浜中,田中克,,栗東,2023105041,01115,コントレイル,ユーヴェットシー,Bodemeister,-0.14145009282781398,6
2,3,3,チェリヴェント,牡3,55.0,吉村,清水久,,栗東,2023104387,01216,コントレイル,クリアリーコンフューズド,Successful Appeal,-0.049896794606960726,5
3,4,4,アーサーバローズ,牡3,55.0,渡辺竜,寺島,,栗東,2023105468,05558,キセキ,シーカーマ,Exchange Rate,-0.953260106850101,8
4,5,5,グロリアスグレイス,牡5,55.0,▲和田陽,緒方,,栗東,2021106743,01223,ファインニードル,レイロー,オルフェーヴル,-1.1855233848508455,11
5,5,6,フラワームーン,牝4,56.0,小沢,小林,,栗東,2022104947,01185,サートゥルナーリア,ハッピーユニバンス,ジャングルポケット,-1.0889992765290264,10
6,6,7,オーレアミスト,セ4,58.0,Ｍデムーロ,井上,,栗東,2022104841,05212,ゴールドドリーム,ジンジャーミスト,Bernardini,1.0449269052730152,1
7,6,8,バートラガッツ,牡3,55.0,北村友,池添,,栗東,2023107362,01102,リアルスティール,ロッテンマイヤー,クロフネ,-1.0695074884253002,9
8,7,9,ブレスドナイル,牝4,56.0,斎藤,茶木,,栗東,2022110061,01178,Gun Runner,Pioneer Queen,Pioneerof the Nile,-0.44907044427561854,7
9,7,10,ガウラディスコ,牡3,55.0,鮫島駿,高柳大,,栗東,2023102462,01157,クリソベリル,ガウラミディ,フリオーソ,0.18265631257998696,2
10,8,11,ウルフ,牡3,55.0,松本,渡辺,,栗東,2023103636,01191,ナダル,カルディーン,Roman Ruler,0.10384323428037312,3
11,8,12,メイショウコナン,牡5,58.0,団野,荒川,,栗東,2021103064,01180,ロジャーバローズ,ケイティーズミスト,Posse,-0.015450456373380874,4
