,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ミクニインスパイア,牡3,56.0,丹内,林,508(0),美浦,2022106120,01091,アドマイヤマーズ,シルクヴィーナス,ティンバーカントリー,-1.612536819864398,6
1,2,2,ヴァイザーバルコ,セ5,58.0,丸田,水野,476(+8),美浦,2020106694,01117,ゴールドシップ,カレイメモワール,アドマイヤムーン,-1.105391100618335,4
2,3,3,バーケンヘッド,牡3,53.0,▲石神道,武井,428(+8),美浦,2022105227,01209,アドマイヤマーズ,アークロイヤル,ハービンジャー,-0.7608444978619695,2
3,4,4,プルミエソルティ,牡3,56.0,横山武,斎藤誠,484(0),美浦,2022103243,01170,レイデオロ,マドモアゼル,ブラックタイド,-2.234476791758809,11
4,5,5,サトノソティラス,牡3,56.0,丸山,池江,492(-2),栗東,2022105587,01127,サトノダイヤモンド,ロングホットサマー,Street Boss,-0.6419516657653374,1
5,6,6,ハイラント,牡4,58.0,北村宏,伊藤大,454(+4),美浦,2021103033,01043,バゴ,サトノサンシャイン,ステイゴールド,-1.7251767542563905,8
6,6,7,ソワドリヨン,牝5,53.0,▲舟山,古賀,484(+4),美浦,2020102725,01221,ハーツクライ,ルシルク,Dynaformer,-1.8271048214952181,10
7,7,8,フィーリウス,牡3,56.0,マーカンド,手塚久,510(+8),美浦,2022105175,05626,キタサンブラック,レーヴドゥラメール,ロードカナロア,-1.759013244316397,9
8,7,9,エコロレイズ,牡4,58.0,菅原明,岩戸,504(-2),美浦,2021103976,01179,アメリカンペイトリオット,ペブルガーデン,ディープインパクト,-1.177514046352464,5
9,8,10,オールマイデイズ,牡5,58.0,荻野極,矢嶋,502(0),美浦,2020103718,01160,リアルスティール,ロザリンド,シンボリクリスエス,-0.7797208917262382,3
10,8,11,キャネル,牡4,58.0,内田博,手塚久,500(0),美浦,2021105885,00422,ブリックスアンドモルタル,レッドラヴィータ,スペシャルウィーク,-1.6330787076955193,7
