,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,バセリーナ,牡3,57.0,石橋脩,松山,,美浦,2022106772,01077,ウインブライト,クリスティロマンス,シンボリクリスエス,-2.2672134678637335,10
1,2,2,ワザモノ,牡7,58.0,団野,尾関,,美浦,2018103560,01180,マツリダゴッホ,モトヒメ,ショウナンカンプ,0.4912938531813327,2
2,3,3,ダンツファイター,牡3,57.0,佐々木,蛯名正,,美浦,2022102982,01197,ニューイヤーズデイ,ダブルファンタジー,ジャイアントレッカー,-1.9213796140493125,9
3,4,4,ヤマニンガラッシア,牡8,58.0,菅原明,辻,,美浦,2017101772,01179,ディープインパクト,ヤマニングルノイユ,タイキシャトル,-0.621900017250051,7
4,5,5,ナムララジベラ,牝5,56.0,小林脩,石栗,,美浦,2020101288,01183,リアルスティール,パンカティリオ,Kingmambo,-2.8964057055396064,12
5,5,6,ヤマニンアドホック,牡4,58.0,石川,辻,,美浦,2021106595,01150,ノヴェリスト,ヤマニンアドーレ,ダイワメジャー,-0.08486328082527535,6
6,6,7,タッチアンドムーブ,牡4,58.0,荻野極,栗田,,美浦,2021105106,01160,ハービンジャー,タッチザピーク,スペシャルウィーク,0.3439000722150092,3
7,6,8,ソルトブリーズ,牡4,58.0,松岡,田中剛,,美浦,2021101639,01085,アドマイヤムーン,オーシャンウェイ,Street Cry,0.07257311082460977,5
8,7,9,レディーミコノス,牝3,55.0,岩田望,寺島,,栗東,2022105475,01174,Le Havre,フルオブビューティー,Motivator,-2.6629174453693425,11
9,7,10,ドゥカート,牡3,57.0,戸崎圭,宮田,,美浦,2022105777,05386,レイデオロ,キャットコイン,ステイゴールド,0.2525284747753972,4
10,8,11,フナデ,牡4,58.0,丹内,嘉藤,,美浦,2021103790,01091,ゴールドシップ,ラスイエットロス,ディープインパクト,0.5813335170121631,1
11,8,12,イガッチ,牡3,57.0,Ｍデムーロ,笹田,,栗東,2022100699,05212,リアルスティール,クリーミーボイス,キングカメハメハ,-0.6266199127420625,8
