,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ニットウライズ,牡3,57.0,柴田善,高橋文,,美浦,2023104975,00641,ダノンプレミアム,ガチコ,プリサイスエンド  Precise End(米),-2.327291099666796,16
1,1,2,モンスターラッシュ,牡3,57.0,石川,高木,,美浦,2023106976,01150,クリソベリル,クラーベセクレタ,ワイルドラッシュ  Wild Rush(米),-1.2612847842239616,15
2,2,3,ハイバーニアン,牡3,57.0,吉田豊,高橋文,,美浦,2023101347,00733,タリスマニック  Talismanic(英),オースミイヒラニ,ハーツクライ,-0.5372478906155573,7
3,2,4,ルミナスレイナ,牝3,55.0,伊藤,菊沢,,美浦,2023100727,01119,デクラレーションオブウォー,ヨウヨウ,マヤノトップガン,0.28209385861639746,1
4,3,5,コウユーダイダイ,牝3,55.0,大野,辻,,美浦,2023100759,01096,アメリカンペイトリオット,マシェリガール,トーセンファントム,-0.21158167636284195,4
5,3,6,タマモブレイキン,牡3,57.0,横山武,伊藤圭,,美浦,2023103252,01170,ブリックスアンドモルタル  Bricks and Mortar(米),タマモボレロ,ハーツクライ,0.2783976198570207,2
6,4,7,ウェイヴメカニクス,牡3,57.0,三浦,萩原,,美浦,2023105373,01122,リアルスティール,レッドラフィーネ,ハービンジャー  Harbinger(英),-0.36077908847581114,5
7,4,8,タイセイジェイド,牡3,57.0,松山,矢作,,栗東,2023100612,01126,クリソベリル,クレイジーアクセル,ロージズインメイ  Roses in May(米),-0.7817640620620756,10
8,5,9,ハスカップジャム,牝3,53.0,△長浜,中舘,,美浦,2023104347,01214,フィエールマン,フライアゲイン  Fly Again(米),Fusaichi Pegasus,-1.0518164307512896,13
9,5,10,モルペウステソーロ,牡3,54.0,▲遠藤,高橋文,,美浦,2023106732,01218,ミッキーロケット,ゴールデンテソーロ,ゴールドアリュール,-0.8820275202664221,11
10,6,11,ティアップシャイン,牝3,52.0,▲佐藤,奥平,,美浦,2023101730,01207,ダノンスマッシュ,ティアップブロンド,ゴールドアリュール,0.06430006841535561,3
11,6,12,エタンセル,牡3,57.0,菅原明,高木,,美浦,2023102354,01179,ブリックスアンドモルタル  Bricks and Mortar(米),アナンジュパス,ディープインパクト,-0.6464359924427995,8
12,7,13,プレースメント,牡3,57.0,キング,蛯名正,,美浦,2023103748,05643,ナダル  Nadal(米),アサクサティアラ,ディープインパクト,-0.417429305164453,6
13,7,14,バターショコラ,牝3,55.0,岩田康,戸田,,美浦,2023105240,05203,マインドユアビスケッツ  Mind Your Biscuits(米),ショコラトリー,ノヴェリスト  Novellist(愛),-0.7184366635241447,9
14,8,15,エトワールフィーユ,牝3,55.0,杉原,西田,,美浦,2023102371,01135,マインドユアビスケッツ  Mind Your Biscuits(米),ギャラクシーセレブ,ブラックタイド,-1.0650230527678615,14
15,8,16,トレンドラド,牝3,55.0,佐々木,伊藤大,,美浦,2023106087,01197,レイデオロ,シルバートレイン,Singspiel  (愛),-0.8992135389188761,12
