,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,ロードトレゾール,牡5,55.0,田山,清水久,,栗東,2021100144,01220,ロードカナロア,キープセイク,Sea The Stars Sea the Stars,-2.397317692576684,5
1,1,2,ペプチドクレマチス,牝4,52.0,酒井,畑端,,栗東,2022101959,01034,コパノリッキー,ペプチドプラム,ロードカナロア,-4.600893424499573,18
2,2,3,ブルーサンセット,牝4,53.0,亀田,奥村豊,,栗東,2022104698,01176,アドマイヤマーズ,エルビッシュ,キングカメハメハ,-2.5471817919333355,7
3,2,4,ニシノラヴァンダ,牝4,54.0,野中,奥平,,美浦,2022102220,01158,サトノアラジン,プルージャ,Sidney's Candy,-3.7569769812863556,16
4,3,5,インブロリオ,牝4,55.0,丹内,吉村,,栗東,2022101686,01091,アドマイヤムーン,プリディカメント,ハードスパン,-2.945530308179102,11
5,3,6,ベビーズブレス,牝4,54.0,松本,千田,,栗東,2022106351,01191,アドマイヤマーズ,レディーガリレオ,Galileo,-3.242986751044597,13
6,4,7,ハリウッドメモリー,牝4,55.0,横山琉,長谷川,,栗東,2022100632,01192,ロードカナロア,スピニングワイルドキャット,ハードスパン,-1.421563478174526,3
7,4,8,メイショウミリオレ,牝5,53.0,西塚,藤岡,,栗東,2021103278,01200,ルーラーシップ,メイショウメイゲツ,ディープインパクト,-2.9486536826027825,12
8,5,9,イグニション,牡6,54.0,松若,畑端,,栗東,2020103898,01154,スノードラゴン,シャルマンレーヌ,ダンスインザダーク,-3.817770764938423,17
9,5,10,バンディート,牡6,55.0,角田和,東田,,栗東,2020106698,01186,イスラボニータ,ジョリーザスターズ,Sea The Stars Sea the Stars,-2.510639180688661,6
10,6,11,トウカイエルデ,牡5,56.0,富田,茶木,,栗東,2021100365,01168,オルフェーヴル,トウカイミステリー,キングカメハメハ,-3.3837682058192278,14
11,6,12,アイヲツグモノ,牝6,53.0,菊沢,牧浦,,栗東,2020101378,01161,ヴィクトワールピサ,ホッコーアムール,スタチューオブリバティ,-1.2583115642650358,2
12,7,13,スムースベルベット,牝6,54.0,嶋田,南田,,美浦,2020106987,01134,ディスクリートキャット,ローブドヴルール,サウスヴィグラス,-3.5766218496275606,15
13,7,14,マイネルラッシュ,牡6,53.0,斎藤,水野,,美浦,2020105803,01178,ダイワメジャー,ワンダフルラッシュ,バゴ,-2.2118332457010776,4
14,7,15,グランツベリー,牝6,53.0,国分恭,田中克,,栗東,2020104087,01124,エイシンフラッシュ,ラズベリータイム,フジキセキ,-2.7911510901218337,9
15,8,16,メイショウセイロウ,牡4,56.0,吉田隼,荒川,,栗東,2022103194,01095,ビッグアーサー,アイコニック,オルフェーヴル,-2.930430474832635,10
16,8,17,タイキエクセロン,牡7,55.0,小林凌,西園正,,栗東,2019103996,01177,アメリカンペイトリオット,グッドイヴニング,コマンズ,-2.6302875676178945,8
17,8,18,ジョウゲンノツキ,牝5,51.0,小沢,牧田,,栗東,2021102755,01185,イスラボニータ,ピサノグレース,フレンチデピュティ,-1.1083819196511542,1
