,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,イエローブリック,牡4,57.0,松本,奥村豊,,栗東,2022105493,01191,ブリックスアンドモルタル,プライマリーコード,クロフネ,0.7643249731072542,4
1,2,2,ダイシンレアレア,牡4,57.0,丹内,高橋一,,栗東,2022106566,01091,キズナ,ダイシンステルラ,ダイシンオレンジ,-0.8148446152276289,11
2,2,3,モヴレクス,牡5,58.0,菊沢,金成,,美浦,2021105074,01161,ブリックスアンドモルタル,ジャドール,フジキセキ,0.6552426502369842,5
3,3,4,ニヒトツーゼーア,牡4,55.0,△柴田裕,中竹,,栗東,2022102383,01212,リオンディーズ,フィエラメンテ,タニノギムレット,-0.7499522383023048,10
4,3,5,ミラクルブルー,牡4,57.0,角田和,小林,,栗東,2022103587,01186,ホッコータルマエ,レジェンドブルー,ステイゴールド,-0.9378758535907222,12
5,4,6,イプシロンナンバー,牡4,57.0,松若,小崎,,栗東,2022107301,01154,カリフォルニアクローム,ラッキーナンバー,Smart Strike,-0.6514125534645027,9
6,4,7,アークドール,牡5,58.0,浜中,松永幹,,栗東,2021110012,01115,Golden Horn,ラルク,ディープインパクト,2.589165113372663,1
7,5,8,リアンクトワ,牝5,53.0,▲舟山,辻野,,栗東,2021103293,01221,ドレフォン,アヴェクトワ,チチカステナンゴ,-0.54524362263037,8
8,5,9,シーリュウシー,牡5,58.0,国分恭,岡田,,栗東,2021106180,01124,ホッコータルマエ,ムニン,Bernardini,1.0803849843843183,2
9,6,10,スマートブル,牡4,55.0,△鷲頭,井上,,栗東,2022100497,01202,オーヴァルエース,エコロシンフォニー,ワイルドラッシュ,0.772453544730433,3
10,6,11,ラブカ,牡5,58.0,小沢,今野,,栗東,2021101003,01185,リアルスティール,ミヤジマミー,ヴィクトワールピサ,-2.180391552426139,15
11,7,12,ニシノミチアキ,牡4,57.0,丸山,吉村,,栗東,2022104403,01127,ニューイヤーズデイ,パラーティウム,マンハッタンカフェ,-0.43443223063383085,7
12,7,13,シドニーホバート,牡4,57.0,斎藤,杉山佳,,栗東,2022105506,01178,ストロングリターン,ベガスナイト,コロナドズクエスト,-0.18936471666658375,6
13,8,14,クレスコドルフィン,牡4,54.0,▲田山,羽月,,栗東,2022107299,01220,クレスコグランド,ミヤビペルラ,ロードカナロア,-1.6262657171826373,14
14,8,15,グリプトグラフィ,牡4,57.0,亀田,武幸,,栗東,2022105177,01176,サトノダイヤモンド,レーヴドリーブ,オルフェーヴル,-1.542855618557774,13
