,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,プルシャプラ,牡4,58.0,杉原,池上,,美浦,2022100582,01135,エスポワールシチー,シャプレドサクレ,タートルボウル,-0.35336933773884965,7
1,1,2,ライヴドライバー,牡4,58.0,石川,尾形,,美浦,2022105609,01150,フォーウィールドライブ,コマノレジェンド,ストリートセンス,-1.0434171964439904,13
2,2,3,ヘルヴェティオス,牡4,58.0,ディー,金成,,美浦,2022104619,05674,ドレフォン,アルミレーナ,ディープインパクト,1.1008863396517823,1
3,2,4,エルムラント,牡4,58.0,荻野極,鹿戸,,美浦,2022104678,01160,フィエールマン,エクシードリミッツ,Exceed And Excel,0.045629841024506845,4
4,3,5,ルイステソーロ,セ4,58.0,丹内,畠山,,美浦,2022100574,01091,シニスターミニスター,ヘルディン,ロードアルティマ,0.17361529551450586,3
5,3,6,アースミューズ,牝4,56.0,松岡,粕谷,,美浦,2022105909,01085,フリオーソ,アースヴィグラス,サウスヴィグラス,-1.5080697802553769,16
6,4,7,アイランドピーク,牡5,56.0,△長浜,加藤和,,美浦,2021101363,01214,ユアーズトゥルーリ,ナリタアルテミス,ネオユニヴァース,-1.2192789629684289,15
7,4,8,ティピティーナ,牝4,56.0,伊藤,林,,美浦,2022105376,01119,ニューイヤーズデイ,ステイホット,キャプテントゥーレ,-0.483875202132244,8
8,5,9,ガンハンマー,牡4,58.0,木幡巧,加藤征,,美浦,2022100050,01162,リアルスティール,ミヤコノユメ,ロードカナロア,0.27688437843583613,2
9,5,10,アルニラム,セ5,58.0,武藤,伊藤大,,美浦,2021109088,01169,リアルスティール,エレンシア,ワークフォース,-0.626095871014278,10
10,6,11,ハヌル,牝5,56.0,江田照,岩戸,,美浦,2021103343,00689,トゥザグローリー,ムサ,フレンチデピュティ,-1.163481475066795,14
11,6,12,サヨノジャンボリー,牡4,58.0,大野,小笠,,美浦,2022106243,01096,モーニン,ゴーゴーサンデー,キングカメハメハ,-0.9528017669268346,12
12,7,13,カルフ,セ5,58.0,原,大和田,,美浦,2021103342,01184,カリフォルニアクローム,ミナレット,スズカマンボ,-0.014613049336526868,5
13,7,14,キングプロフィット,牡5,55.0,▲遠藤,天間,,美浦,2021107012,01218,キンシャサノキセキ,サパス,Kingmambo,-0.667369258666671,11
14,8,15,ミッシオーネ,牝4,53.0,▲上里,秋本,,美浦,2022106767,01217,ルヴァンスレーヴ,ヴォカツィオーネ,カジノドライヴ,-0.24874056137890915,6
15,8,16,スノーホルンロード,セ7,58.0,横山武,清水英,,美浦,2019106520,01170,ロードカナロア,ホワイトエレガンス,クロフネ,-0.6036054371902568,9
