,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2019/12/21,5阪神7,曇,10,摩耶S(3勝クラス),16,4,8,168.3,16,13,藤懸貴志,50,ダ1800,稍,1:53.8,2.2,3-3-3-2,36.1-38.3,40.1,470(+6),ヒストリーメイカー
1,2019/11/09,3福島3,晴,11,奥羽S(3勝クラス),15,4,6,197.3,14,14,藤懸貴志,55,ダ1700,良,1:49.9,4.4,2-2-2-4,29.1-38.8,43.2,464(-16),ナムラカメタロー
2,2019/10/27,4京都9,晴,10,御陵S(3勝クラス),13,3,3,62.5,11,11,藤懸貴志,51,ダ1900,稍,1:58.9,2.5,3-3-3-5,29.6-37.8,40.0,480(+12),メイショウエイコウ
3,2019/05/05,3京都6,晴,9,上賀茂S(1600万下),16,8,16,42.2,10,9,藤懸貴志,51,ダ1800,良,1:53.0,1.3,2-2-2-2,35.8-38.4,39.6,468(+6),サトノプライム
4,2019/04/07,1福島2,晴,11,米沢特別(1000万下),15,7,13,49.9,12,1,藤懸貴志,52,ダ1700,良,1:47.2,-0.1,1-1-1-1,29.8-39.0,39.0,462(-4),(オンザロックス)
5,2019/01/14,1京都5,晴,8,4歳以上1000万下,16,3,6,47.9,10,16,藤懸貴志,55,ダ1800,良,1:56.8,4.4,2-2-2-2,36.2-38.5,42.8,466(+6),フリーフリッカー
6,2018/12/15,5阪神5,晴,10,赤穂特別(1000万下),14,5,7,81.5,13,5,藤懸貴志,55,ダ1800,良,1:52.3,0.7,1-1-1-1,37.4-37.5,38.2,460(-4),サトノプライム
7,2018/08/12,1札幌6,曇,12,報知杯大雪H(1000万下),14,1,1,63.8,11,6,加藤祥太,52,ダ1700,重,1:44.9,1.9,2-2-2-2,29.2-37.4,39.1,464(0),ディアコンチェルト
8,2018/07/14,2函館3,晴,10,3歳以上500万下,13,6,9,7.4,3,1,藤懸貴志,55,ダ1700,稍,1:46.2,0.0,2-2-2-2,30.3-38.2,38.1,464(+4),(ヴィルデローゼ)
9,2018/06/30,1函館5,曇,9,3歳以上500万下,13,6,8,44.5,8,3,藤懸貴志,55,ダ1700,重,1:46.1,0.3,2-1-1-2,29.2-38.0,38.3,460(+4),メイショウタチマチ
10,2018/06/16,1函館1,晴,9,3歳以上500万下,14,2,2,18.6,8,9,藤懸貴志,55,ダ1700,良,1:48.2,1.3,1-1-1-1,30.3-39.7,41.0,456(-14),メイショウイッポン
11,2018/05/19,3京都9,晴,7,4歳以上500万下,10,2,2,12.6,4,3,藤懸貴志,55,ダ1800,稍,1:53.2,0.1,1-1-1-1,36.9-38.5,38.6,470(+10),ザクイーン
12,2018/01/27,1中京5,晴,6,4歳以上500万下,13,8,13,65.6,11,6,秋山真一,54,ダ1800,稍,1:55.4,1.2,3-3-3-4,37.3-38.7,39.7,460(-6),コンプリートベスト
13,2017/12/16,4中京5,曇,2,3歳以上500万下,16,6,12,83.9,14,12,藤懸貴志,54,ダ1800,良,1:56.2,2.6,2-2-2-3,37.4-38.4,40.9,466(+28),アドマイヤウイング
14,2017/08/13,2小倉6,晴,12,3歳以上500万下,16,6,11,44.8,11,12,藤懸貴志,52,ダ1700,良,1:49.3,4.0,2-3-2-4,29.0-38.2,41.8,438(-6),ミヤジヴィジェ
15,2017/07/02,3中京2,曇,7,3歳以上500万下,16,7,14,119.0,14,7,藤懸貴志,52,ダ1800,稍,1:54.0,1.8,3-3-2-2,37.5-37.3,39.0,444(-10),サルサディオーネ
16,2017/06/03,3阪神1,晴,3,3歳未勝利,16,7,13,70.0,12,1,藤懸貴志,54,ダ1800,稍,1:54.7,0.0,1-1-1-1,37.8-39.5,39.5,454(+4),(アスターストーリー)
17,2017/02/25,1小倉5,晴,1,3歳未勝利,16,6,12,33.6,8,8,藤懸貴志,54,ダ1700,重,1:48.8,2.4,9-9-9-12,29.8-38.2,39.7,450(-16),クルークハイト
18,2017/01/28,1中京5,晴,1,3歳未勝利,14,4,6,65.6,7,5,加藤祥太,53,ダ1800,良,1:57.7,1.4,2-2-2-2,37.6-39.4,40.6,466(-6),アオイテソーロ
19,2017/01/14,1京都4,晴,4,3歳新馬,16,6,11,23.3,9,14,加藤祥太,53,ダ1400,稍,1:32.2,4.8,15-11,36.3-38.6,40.1,472(0),クインズマラクータ
