,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202505040111,2025/10/04,東京,曇,11,グリーンチャンネルC,オープン,16,5,10,19.8,7.0,6,川須栄彦,57.0,ダート,1600,良,0:1:36.8,1.3,13-11,36.4,498,オメガギネス
1,202505021111,2025/05/31,東京,小雨,11,アハルテケS,オープン,16,3,6,9.0,4.0,6,水口優也,58.0,ダート,1600,不良,0:1:35.1,1.0,12-14,36.4,498,ウェイワードアクト
2,202505020210,2025/04/27,東京,晴,10,オアシスS,オープン,12,1,1,17.0,8.0,2,水口優也,56.0,ダート,1600,稍重,0:1:35.5,0.0,10-10,35.3,498,バトルクライ
3,202509010511,2025/03/15,阪神,小雨,11,コーラルS,オープン,11,8,10,5.6,3.0,5,水口優也,57.0,ダート,1400,良,0:1:24.5,0.3,9-9,35.7,498,アドバンスファラオ
4,202508010410,2025/02/09,京都,晴,10,令月S,オープン,16,6,11,9.7,4.0,6,水口優也,56.0,ダート,1200,稍重,0:1:12.1,0.9,9-7,36.0,496,ロードアウォード
5,202407040611,2024/12/15,中京,晴,11,コールドムーンS,オープン,15,6,12,4.9,2.0,2,水口優也,58.0,ダート,1400,良,0:1:23.6,0.7,11-11,36.1,488,フリームファクシ
6,202405050409,2024/11/10,東京,曇,09,銀嶺S,3勝クラス,14,4,6,3.4,1.0,1,水口優也,57.0,ダート,1400,良,0:1:23.5,-0.1,7-7,35.4,488,(コンクイスタ)
7,202405040310,2024/10/13,東京,晴,10,テレビ静岡賞,3勝クラス,16,2,3,8.3,5.0,2,水口優也,58.0,ダート,1400,良,0:1:23.0,0.3,11-10,35.3,490,ロードフォンス
8,202407030611,2024/09/21,中京,曇,11,伊賀S,3勝クラス,15,3,5,15.0,5.0,3,水口優也,56.0,ダート,1400,良,0:1:23.5,0.3,7-7,36.4,498,エミサキホコル
9,202408040810,2024/06/23,京都,曇,10,サイレンススズカC,3勝クラス,15,7,12,6.5,3.0,4,岩田望来,58.0,ダート,1400,不良,0:1:23.5,0.2,7-8,34.9,488,ライツフォル
10,202408030312,2024/04/27,京都,曇,12,4歳以上2勝クラス,2勝クラス,16,1,2,4.9,3.0,1,水口優也,58.0,ダート,1400,良,0:1:24.6,-0.0,13-13,36.3,484,(リンドラゴ)
11,202409020812,2024/04/14,阪神,晴,12,4歳以上2勝クラス,2勝クラス,15,4,7,4.9,2.0,2,水口優也,58.0,ダート,1400,良,0:1:25.5,0.6,9-10,36.6,478,エイシンレジューム
12,202409020212,2024/03/24,阪神,曇,12,4歳以上2勝クラス,2勝クラス,15,2,3,5.1,3.0,5,水口優也,58.0,ダート,1200,不良,0:1:11.7,0.7,14-14,35.3,478,オーガスタスカイ
13,202409010608,2024/03/10,阪神,晴,08,4歳以上1勝クラス,1勝クラス,16,6,12,3.4,2.0,1,水口優也,58.0,ダート,1200,良,0:1:12.1,-0.1,10-11,36.3,484,(グッジョブ)
14,202307040508,2023/12/16,中京,曇,08,,1勝クラス,16,7,13,2.8,1.0,3,水口優也,57.0,ダート,1200,重,0:1:11.1,0.5,12-13,34.9,482,タイキエクセロン
15,202307040108,2023/12/02,中京,晴,08,,1勝クラス,16,5,10,3.6,2.0,2,水口優也,57.0,ダート,1200,良,0:1:12.3,0.3,11-11,36.4,484,サイレンスゴールド
16,202308030307,2023/11/11,京都,曇,07,,1勝クラス,16,4,7,7.7,4.0,5,水口優也,57.0,ダート,1200,重,0:1:13.0,1.2,8-8,37.4,484,インヒズアイズ
17,202308020606,2023/10/21,京都,曇,06,,1勝クラス,14,2,2,13.0,6.0,2,水口優也,57.0,ダート,1200,良,0:1:12.5,0.1,8-8,36.1,478,アイファーシアトル
18,202304040208,2023/10/15,新潟,曇,08,,1勝クラス,15,8,15,4.6,2.0,7,水口優也,57.0,ダート,1200,稍重,0:1:12.0,1.4,10-9,36.6,484,フィーカ
19,202307030212,2023/07/02,中京,晴,12,,1勝クラス,16,2,3,5.2,3.0,10,和田竜二,55.0,ダート,1200,稍重,0:1:13.1,1.4,10-9,37.8,474,テイエムフェロー
20,202306030805,2023/04/16,中山,晴,05,,1勝クラス,16,2,3,5.8,3.0,4,川田将雅,56.0,ダート,1200,重,0:1:11.1,0.5,10-10,36.3,486,スクーバー
21,202306030206,2023/03/26,中山,雨,06,,1勝クラス,16,7,13,3.4,1.0,7,幸英明,56.0,ダート,1200,不良,0:1:12.3,0.4,12-11,37.7,482,ビルカール
22,202309010505,2023/02/25,阪神,晴,05,,1勝クラス,16,3,5,16.0,7.0,2,和田竜二,56.0,ダート,1200,稍重,0:1:11.7,0.2,4-3,36.5,480,ミルトハンター
23,202307011203,2023/02/05,中京,晴,03,,未勝利,16,8,15,1.4,1.0,1,川田将雅,56.0,ダート,1200,良,0:1:14.7,-0.3,3-2,37.0,478,(ワンダーカラフル)
24,202209060503,2022/12/17,阪神,小雨,03,,未勝利,16,6,12,2.3,2.0,3,和田竜二,55.0,ダート,1400,良,0:1:26.1,0.2,3-2,37.7,484,ミルトハンター
25,202209060206,2022/12/04,阪神,曇,06,,新馬,12,2,2,9.7,4.0,2,和田竜二,55.0,ダート,1400,稍重,0:1:25.8,0.2,4-4,37.6,488,インヒズアイズ
