,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/07/20,佐賀,晴,6,C1ー4組,10,7,7,54.2,6,7,金山昇馬,56,ダ1300,良,1:25.3,1.8,8-8-8-8,0.0-38.3,39.1,497(-2),フレイムソード
1,2024/07/06,佐賀,晴,6,C1ー4組,9,2,2,7.9,4,7,金山昇馬,56,ダ1400,良,1:32.6,1.4,6-6-6-6,0.0-40.2,40.5,499(-3),ウインヒメユリ
2,2024/06/12,門別,晴,11,ツツジ特別,9,6,6,24.6,5,6,小野楓馬,56,ダ1200,良,1:15.9,1.1,2-3,0.0-38.1,39.2,502(0),ピコイチ
3,2024/05/30,門別,曇,9,ユキノシタ特別,9,2,2,14.1,4,7,小野楓馬,57,ダ1800,良,2:01.3,3.6,8-8-8-8,0.0-39.3,41.9,502(+10),グレートフリオーソ
4,2024/04/21,3京都2,雨,7,4歳以上1勝クラス,13,6,9,549.4,12,10,吉村誠之,55,芝1400,良,1:22.4,0.9,9-9,34.5-35.2,35.2,492(-4),エマヌエーレ
5,2024/03/24,1中京6,小雨,5,4歳以上1勝クラス,13,7,10,268.5,12,12,橋木太希,55,芝1600,重,1:37.7,1.5,6-5-5,35.6-36.5,37.3,496(0),アルゲンテウス
6,2024/03/17,1中京4,曇,7,4歳以上1勝クラス,16,2,4,121.0,12,12,橋木太希,55,芝1400,良,1:22.5,0.9,7-7,34.8-34.8,35.0,496(+2),ユハンヌス
7,2023/12/23,5阪神7,晴,12,3歳以上1勝クラス,14,8,14,321.4,12,11,幸英明,58,芝1600,良,1:35.6,1.5,3-3,36.4-33.5,34.7,494(-2),バトルハーデン
8,2023/12/02,4中京1,晴,6,3歳以上1勝クラス,16,3,5,46.8,10,15,田口貫太,56,芝1600,良,1:35.2,2.0,16-16-16,34.7-35.8,34.5,496(+4),フェイト
9,2023/11/18,3京都5,晴,12,3歳以上1勝クラス,14,4,7,224.7,12,6,幸英明,58,芝1600,稍,1:35.4,1.0,3-3,36.0-34.0,34.7,492(-2),テンノメッセージ
10,2023/10/29,4新潟6,曇,12,3歳以上1勝クラス,18,7,13,42.8,12,11,石橋脩,58,芝1400,不,1:25.4,2.5,16-17,34.1-36.6,37.2,494(-4),ベガリス
11,2023/06/24,3阪神7,曇,8,3歳以上1勝クラス,15,6,11,47.3,9,8,和田竜二,58,芝1400,良,1:22.3,1.0,10-10,34.7-35.1,35.0,498(+2),アスクビギンアゲン
12,2023/06/11,3阪神4,曇,12,3歳以上1勝クラス,15,8,15,42.8,9,6,団野大成,58,芝1400,稍,1:22.4,0.5,14-13,33.4-37.2,35.4,496(0),マチカゼ
13,2023/05/21,1京都10,晴,8,4歳以上1勝クラス,18,8,16,6.0,3,8,松山弘平,58,芝1400,良,1:21.4,0.6,9-9,34.7-34.7,34.0,496(+2),クロニクルノヴァ
14,2023/05/07,2東京6,雨,7,4歳以上1勝クラス,17,8,16,31.0,9,7,松山弘平,58,芝1400,良,1:21.7,0.8,17-17,34.0-35.3,33.9,494(-4),ヴェールアンレーヴ
15,2023/04/30,1京都4,曇,6,4歳以上1勝クラス,12,5,6,26.3,8,9,池添謙一,58,芝1600,稍,1:35.6,0.9,10-10,35.2-35.0,34.7,498(+4),パタゴニア
16,2023/03/26,2中京6,小雨,8,4歳以上1勝クラス,18,2,3,13.7,7,6,吉田隼人,58,芝1200,不,1:13.3,1.0,13-14,35.6-36.7,36.2,494(0),ヤマニンアンフィル
17,2023/02/18,2小倉3,小雨,12,4歳以上1勝クラス,16,8,15,17.6,10,10,原優介,55,芝1800,稍,1:50.1,1.3,9-9-10-11,36.3-36.9,36.9,494(+18),ヒルノエドワード
18,2022/05/07,1新潟1,晴,6,3歳未勝利,16,4,8,8.2,4,1,原優介,53,芝1400,良,1:21.6,-0.2,11-11,34.1-36.0,34.9,476(0),(ティーライトニング)
19,2022/04/17,1福島2,晴,2,3歳未勝利,16,2,3,5.3,3,4,原優介,53,芝1200,良,1:11.5,0.9,10-11,34.5-36.1,35.8,476(-14),クリノマジン
20,2022/01/16,1中京6,晴,3,3歳未勝利,12,5,6,25.0,6,9,幸英明,56,ダ1400,良,1:28.7,2.7,8-8,34.6-38.6,40.4,490(+6),プルートマスター
21,2021/12/18,6阪神5,晴,3,2歳未勝利,16,7,14,19.3,5,6,幸英明,55,ダ1400,重,1:25.8,2.5,2-2,34.4-36.9,39.3,484(0),ドンフランキー
22,2021/12/04,6阪神1,晴,2,2歳未勝利,11,7,8,3.5,2,5,幸英明,55,ダ1400,良,1:27.2,0.5,2-2,36.0-38.5,38.8,484(0),ワガンセ
23,2021/11/14,5阪神4,曇,1,2歳未勝利,12,8,12,19.2,6,3,幸英明,55,ダ1400,良,1:26.6,0.6,5-2,34.8-38.9,39.2,484(0),グットディール
24,2021/10/24,4阪神6,晴,3,2歳未勝利,16,6,11,30.2,8,7,幸英明,55,芝1400,良,1:22.5,1.6,3-3,34.4-35.0,36.4,484(+2),ママコチャ
25,2021/08/01,3新潟4,曇,1,2歳未勝利,14,7,11,17.2,4,4,石橋脩,54,芝1600,良,1:36.6,1.0,4-4,35.9-34.4,35.1,482(+2),ベルクレスタ
26,2021/07/10,3小倉3,曇,5,2歳新馬,7,5,5,6.6,3,4,幸英明,54,芝1200,良,1:09.1,0.3,7-5,33.8-35.0,34.7,480(0),サイード
