race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
202505030511,2025/06/21,東京,晴,11,,オープン,11,4,4,177.9,11.0,11,丸山元気,59.0,ダート,2100,良,0:2:13.7,4.9,2-2-2-2,43.0,512,クールミラボー
202505020410,2025/05/04,東京,晴,10,ブリリアントS,オープン,16,7,14,193.4,16.0,9,田辺裕信,57.0,ダート,2100,稍重,0:2:10.0,1.8,3-3-4-3,38.0,518,ディープリボーン
202509010111,2025/03/01,阪神,晴,11,仁川S,オープン,16,3,5,34.5,11.0,12,岩田望来,57.0,ダート,2000,良,0:2:06.6,2.1,3-3-4-6,40.2,524,ルクスフロンティア
,2024/10/14,盛岡,晴,12,マイルチャンピオンシ(JpnI),,15,6,10,32.0,5,9,村上忍,57,ダート,1600,良,1:38.7,2.8,5-9,38.5,512,レモンポップ
202409010111,2024/02/24,阪神,晴,11,仁川S(L),,16,7,14,12.6,6,1,岩田望来,55,ダート,2000,稍,2:04.8,0.0,2-2-2-1,38.4,514,(ウェルカムニュース)
202406010710,2024/01/21,中山,曇,10,アレキサンドライトS,3勝クラス,16,5,10,12.3,6,1,松岡正海,58,ダート,1800,不,1:50.6,-0.1,1-1-1-1,37.1,512,(プリンスミノル)
202309050809,2023/12/24,阪神,晴,9,クリスマスエルフ賞,2勝クラス,15,8,15,3.9,1,1,団野大成,58,ダート,1800,良,1:53.5,-0.7,1-1-1-1,38.6,518,(サンデーファンデー)
202305050810,2023/11/26,東京,曇,10,アプローズ賞,2勝クラス,16,3,6,12.6,5,2,戸崎圭太,58,ダート,1600,良,1:36.5,0.2,6-6,36.4,514,コスタノヴァ
202305050308,2023/11/11,東京,曇,8,3歳以上2勝クラス,2勝クラス,16,3,5,30.0,6,2,団野大成,58,ダート,1600,良,1:36.5,0.1,2-2,37.4,514,クインズジュピタ
202310010810,2023/02/05,小倉,晴,10,由布院特別,2勝クラス,16,7,14,13.0,5,16,西村淳也,57,ダート,1700,良,1:48.6,2.8,7-7-8-16,40.2,504,イチネンエーグミ
202307010309,2023/01/08,中京,晴,9,濃尾特別,2勝クラス,16,4,8,6.7,4,11,福永祐一,58,ダート,1800,良,1:55.7,1.7,12-13-9-11,39.9,512,ジロー
202205050810,2022/11/27,東京,晴,10,アプローズ賞,2勝クラス,16,3,5,8.1,4,14,ムーア,57,ダート,1600,稍,1:39.5,3.7,4-4,40.4,498,コンシリエーレ
202205050308,2022/11/12,東京,晴,8,3歳以上2勝クラス,2勝クラス,16,2,4,16.1,5,2,福永祐一,57,ダート,1600,良,1:36.8,0.2,2-2,36.7,496,ウィルソンテソーロ
202204040210,2022/10/16,新潟,晴,10,菅名岳特別,2勝クラス,15,1,1,6.5,4,9,松本大輝,57,ダート,1800,良,1:54.4,2.2,13-12-12-11,38.2,506,ジャズブルース
202207050310,2022/09/17,中京,曇,10,大府特別,2勝クラス,15,3,4,31.8,8,2,松本大輝,57,ダート,1800,良,1:52.3,0.4,2-3-3-2,38.0,502,ビヨンドザファザー
202202011210,2022/07/17,函館,雨,10,駒場特別,2勝クラス,13,4,5,24.9,9,9,横山武史,57,ダート,1700,重,1:44.7,1.9,7-7-12-11,37.9,508,コパノニコルソン
202205030309,2022/06/11,東京,曇,9,青梅特別,2勝クラス,16,6,12,3.8,2,10,ルメール,57,ダート,1600,良,1:37.1,1.2,9-10,36.8,496,ドンカポノ
202204010711,2022/05/28,新潟,晴,11,五泉特別,2勝クラス,12,5,5,8.3,5,3,松本大輝,57,ダート,1800,稍,1:53.5,1.3,4-5-3-5,38.8,498,マイネルクロンヌ
202205020612,2022/05/08,東京,曇,12,立川特別,2勝クラス,16,8,15,29.4,10,3,福永祐一,53,ダート,1600,良,1:37.0,0.5,3-3,36.5,496,クリーンスレイト
202203010310,2022/04/23,福島,曇,10,尾瀬特別,2勝クラス,15,5,9,20.2,8,3,松本大輝,53,ダート,1700,良,1:46.4,0.7,3-3-2-2,37.9,488,ペイシャクェーサー
202209010112,2022/02/12,阪神,晴,12,4歳以上2勝クラス,2勝クラス,11,7,8,73.5,9,5,和田竜二,56,ダート,2000,良,2:07.0,0.5,3-3-3-2,39.0,500,メガゴールド
202206010112,2022/01/05,中山,晴,12,4歳以上2勝クラス,2勝クラス,10,5,5,58.5,9,10,団野大成,56,芝,2000,良,2:03.3,1.4,5-5-5-7,37.1,498,レッドライデン
202107060310,2021/12/11,中京,曇,10,犬山特別,2勝クラス,16,7,13,179.1,14,13,岩田康誠,56,ダート,1900,良,2:02.2,2.2,2-3-1-1,41.4,496,ベルジュネス
202105020906,2021/05/22,東京,曇,6,3歳1勝クラス,1勝クラス,16,5,9,22.6,6,11,Ｍ．デム,56,ダート,2100,稍,2:13.3,2.0,2-2-3-4,39.9,480,ダノンブレット
202109011007,2021/03/14,阪神,晴,7,3歳1勝クラス,1勝クラス,16,4,7,70.2,13,8,松本大輝,53,ダート,1400,稍,1:25.0,1.3,16-16,37.2,484,ワーズワース
202105010809,2021/02/21,東京,晴,9,ヒヤシンスS(L),,12,7,10,217.7,11,11,松若風馬,56,ダート,1600,良,1:39.6,2.8,11-11,37.7,486,ラペルーズ
202009060503,2020/12/19,阪神,曇,3,2歳未勝利,未勝利,16,2,4,4.3,2,8,武豊,55,ダート,1800,良,1:57.2,1.1,4-3-2-4,39.9,496,ユアヒストリー
202007020502,2020/09/21,中京,晴,2,2歳未勝利,未勝利,11,4,4,4.2,2,3,亀田温心,52,ダート,1800,良,1:55.2,0.8,2-2-2-2,40.3,480,プルモナリア
202001020501,2020/08/29,札幌,曇,1,2歳未勝利,未勝利,6,2,2,20.1,4,3,亀田温心,52,芝,1800,良,1:52.7,1.1,2-2-2-2,37.2,482,モリノカンナチャン
202001020205,2020/08/16,札幌,曇,5,2歳新馬,新馬,6,2,2,4.8,2,3,亀田温心,52,芝,1800,良,1:54.1,1.1,1-1-1-1,36.4,480,キングストンボーイ
