,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/11/09,3福島3,晴,7,3歳以上1勝クラス,16,5,9,6.6,3.0,4,秋山稔樹,58,ダ1150,良,1:09.1,0.8,3-3,31.7-36.6,37.2,468(+10),シャカシャカシー
1,2024/07/07,3小倉4,晴,8,3歳以上1勝クラス,14,8,13,11.6,5.0,3,秋山稔樹,57,ダ1000,良,0:58.1,0.2,4-4,33.2-35.9,35.7,458(+2),プレヴィスト
2,2024/06/15,4京都5,曇,12,3歳以上1勝クラス,16,4,7,76.3,14.0,5,秋山稔樹,57,ダ1200,良,1:12.0,0.7,2-2,34.0-37.3,37.5,456(+6),インユアパレス
3,2024/05/25,3京都11,晴,6,4歳以上1勝クラス,16,6,11,8.7,4.0,5,西村淳也,58,ダ1400,良,1:25.4,0.4,2-2,34.8-37.7,37.9,450(-12),マイド
4,2024/04/20,3京都1,曇,7,4歳以上1勝クラス,14,7,11,5.6,3.0,9,秋山稔樹,57,ダ1400,良,1:26.1,1.2,2-2,34.5-38.5,39.3,462(-2),ペプチドハドソン
5,2024/02/18,高知,晴,8,残寒特別(C2),10,5,5,1.3,1.0,1,赤岡修次,56,ダ1400,稍,1:31.5,-1.1,1-1-1-1,0.0-39.2,39.2,464(0),(パルフェグラッセ)
6,2024/02/04,高知,曇,6,C2ー3,8,1,1,1.2,1.0,1,赤岡修次,56,ダ1400,不,1:29.2,-2.1,1-1-1-1,0.0-38.9,38.9,464(-1),(リターンオブクイン)
7,2024/01/23,高知,晴,9,ロウバイ特別(C3),10,7,8,2.1,1.0,1,赤岡修次,56,ダ1300,重,1:23.7,-1.3,1-1-1-1,0.0-39.1,39.1,465(+12),(ロードアスタリスク)
8,2024/01/16,高知,晴,8,フクジュソウ特別(C3),8,1,1,,,取,赤岡修次,56,ダ1400,良,,,,0.0-40.7,,計不,ワイドカント
9,2023/12/02,高知,晴,8,ダイナマイト九州特別(C3),12,7,10,2.1,1.0,1,赤岡修次,56,ダ1400,稍,1:32.3,-0.3,1-1-1-1,0.0-40.3,40.3,453(+1),(ウインクリエ)
10,2023/11/18,高知,曇,3,やまぐち和牛燦特別(C3),10,3,3,2.6,2.0,1,赤岡修次,56,ダ1300,不,1:23.3,-0.1,2-2-2-2,0.0-39.8,39.7,452(-1),(スヴニールデジール)
11,2023/11/04,高知,晴,6,みっちゃんガンバ特別(C3),12,5,5,1.8,1.0,3,赤岡修次,56,ダ1400,良,1:34.1,1.0,5-4-3-3,0.0-41.3,42.2,453(-13),ダノンダンサー
12,2023/08/26,3新潟5,晴,3,3歳未勝利,15,4,7,2.0,1.0,7,内田博幸,56,ダ1200,良,1:14.0,0.9,6-6,35.1-38.0,38.3,466(-6),ケイトポムドゥパン
13,2023/06/25,3東京8,晴,3,3歳未勝利,16,6,11,5.0,3.0,3,石川裕紀,56,ダ1400,良,1:26.2,0.3,4-4,36.7-36.6,36.4,472(0),ピエフォール
14,2023/05/14,2東京8,曇,1,3歳未勝利,16,8,15,8.1,3.0,2,石川裕紀,56,ダ1400,稍,1:24.8,0.1,2-2,35.1-37.7,37.7,472(+2),グレイスカリヨン
15,2023/04/22,2東京1,曇,2,3歳未勝利,16,1,2,21.2,5.0,6,石川裕紀,56,ダ1400,良,1:28.0,1.6,3-4,36.4-37.6,38.6,470(-8),モカラエース
16,2023/01/29,1東京2,晴,2,3歳未勝利,16,6,12,46.6,9.0,12,坂井瑠星,56,ダ2100,良,2:17.9,2.6,1-2-3-3,31.9-37.3,39.8,478(+4),メイテソーロ
17,2022/10/01,4中山8,晴,3,2歳未勝利,15,1,1,17.4,7.0,8,内田博幸,55,ダ1800,良,1:57.8,2.3,13-13-12-12,37.8-39.5,40.5,474(0),ファルコンミノル
18,2022/07/23,1札幌1,曇,5,2歳新馬,14,5,7,13.1,4.0,7,池添謙一,54,ダ1700,稍,1:50.4,3.4,11-11-8-7,30.7-38.3,40.5,474(0),ミラーオブマインド
