,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2021/06/20,3東京6,曇,1,障害3歳以上未勝利,10,3,3,154.6,10.0,9,伴啓太,60,障3000,稍,3:37.8,15.2,10-8-9-9,107.1-40.0,14.5,460(0),ハルクンノテソーロ
1,2021/02/06,1小倉7,晴,5,障害4歳以上未勝利,12,7,10,153.6,10.0,中,伴啓太,60,障2860,良,,,11-11-11,107.1-40.2,,460(-2),マイサンシャイン
2,2021/01/16,1小倉1,曇,4,障害4歳以上未勝利,12,8,12,70.9,9.0,9,伴啓太,60,障2860,良,3:16.2,2.8,11-10-9-9,106.0-37.8,13.7,462(+12),シゲルミズガメザ
3,2020/08/16,3新潟2,曇,1,障害3歳以上未勝利,11,1,1,26.6,6.0,10,伴啓太,60,障2850,稍,3:14.5,8.2,8-8-8-7,103.1-37.7,13.6,450(0),コウユーホクト
4,2020/07/12,2福島4,曇,1,障害3歳以上未勝利,14,8,14,176.8,13.0,4,伴啓太,60,障2750,重,3:06.1,2.2,13-12-11-7,107.1-39.6,13.5,450(-14),ベストサポーター
5,2020/06/13,3東京3,雨,1,障害3歳以上未勝利,14,3,4,115.4,13.0,14,江田勇亮,60,障3000,重,3:42.5,12.0,10-9-11-11,110.1-39.7,14.8,464(+2),ザメイダン
6,2020/05/24,1新潟6,晴,4,障害4歳以上未勝利,14,8,14,126.3,11.0,11,伴啓太,60,障2890,良,3:15.2,8.7,9-9-8-10,105.0-39.4,13.5,462(-8),ダノンキングダム
7,2020/04/19,1福島4,曇,4,障害4歳以上未勝利,12,6,7,147.5,11.0,10,上野翔,60,障2750,不,3:13.3,7.6,8-10-10-10,109.0-41.6,14.1,470(-12),ラフレシアレディ
8,2020/03/21,2中山8,晴,4,障害4歳以上未勝利,14,8,14,189.7,12.0,11,上野翔,60,障2880,良,3:21.9,7.1,9-9-9-9,107.0-38.8,14.0,482(0),アースドラゴン
9,2020/03/01,1中京2,晴,5,障害4歳以上未勝利,13,6,8,238.3,13.0,9,小野寺祐,60,障3000,良,3:23.7,3.9,11-11-10-10,105.0-38.6,13.6,482(+6),ウインリベロ
10,2020/02/09,2京都4,曇,4,障害4歳以上未勝利,13,3,3,151.3,13.0,中,伴啓太,60,障2910,良,,,,111.0-39.9,,476(+14),ブルベアセロリ
11,2019/12/22,5阪神8,曇,5,障害3歳以上未勝利,14,6,9,235.4,13.0,14,伴啓太,60,障2970,良,3:30.8,6.4,14-14-14-14,107.0-39.6,14.2,462(+2),ヒロシゲセブン
12,2019/11/10,3福島4,晴,4,障害3歳以上未勝利,14,7,12,127.3,13.0,11,伴啓太,60,障2750,良,3:09.2,7.0,10-11-11-11,107.0-38.2,13.8,460(-2),ファイアプルーフ
13,2019/10/20,3新潟4,晴,4,障害3歳以上未勝利,14,5,7,96.7,12.0,10,伴啓太,60,障2850,稍,3:16.2,8.8,12-12-12-12,106.0-38.9,13.8,462(-4),スマートボムシェル
14,2019/06/22,3阪神7,晴,7,3歳以上1勝クラス,16,6,12,276.9,16.0,15,服部寿希,54,ダ1400,良,1:28.8,4.5,9-12,33.9-38.2,41.4,466(+5),シティーポップ
15,2019/03/21,笠松,曇,6,けいくん・みおちゃん,9,7,7,1.2,1.0,1,渡辺竜也,56,ダ1400,重,1:28.4,-0.9,2-1-1,0.0-37.8,37.6,461(-9),(ヤマニンフェイト)
16,2019/03/07,笠松,晴,4,サラ系C11・14組,10,8,10,2.0,2.0,2,水野翔,57,ダ1400,重,1:29.2,1.4,3-3-2,0.0-38.6,39.4,470(0),ヤマニンフレッチェ
17,2019/02/19,笠松,雨,4,サラ系C13・16組,9,8,8,2.2,2.0,2,水野翔,57,ダ1400,重,1:29.1,0.5,2-2-2,0.0-38.5,38.5,470(+5),カレンスレイ
18,2019/02/06,笠松,晴,10,如月特別,8,6,6,7.2,3.0,2,渡辺竜也,56,ダ1400,稍,1:29.8,0.8,2-2-2,0.0-38.6,39.2,465(0),クリノエリザベッタ
19,2019/01/22,笠松,晴,2,サラ系C20組,7,7,7,13.4,3.0,1,水野翔,56,ダ1400,良,1:28.9,-0.2,4-3-2,0.0-38.1,38.0,465(+3),(ヤマニンフレッチェ)
20,2019/01/09,笠松,晴,1,サラ系C20組,10,4,4,16.9,5.0,4,渡辺竜也,56,ダ1400,良,1:30.2,1.3,2-1-3,0.0-38.2,39.5,462(0),カプリロマン
21,2018/12/29,笠松,雪,2,サラ系C16組,0,3,3,,,,渡辺竜也,56,ダ1400,稍,,,,,,計不,
22,2018/12/12,笠松,晴,3,サラ系C19組,9,3,3,37.4,5.0,4,渡辺竜也,55,ダ1400,重,1:28.7,2.0,3-4-4,0.0-37.8,39.3,462(0),シュバルツブリッツ
23,2018/11/20,笠松,晴,5,第六回しみっち記念,8,1,1,36.0,4.0,6,筒井勇介,56,ダ1400,良,1:31.5,3.4,1-3-4,0.0-39.0,42.4,462(-7),ミメウルワシ
24,2018/11/07,笠松,晴,1,サラ系C19組,8,4,4,2.7,2.0,3,藤原幹生,56,ダ1400,良,1:31.0,1.2,3-3-3,0.0-39.8,40.6,469(+6),ヒロノブシドウ
25,2018/10/16,笠松,曇,4,サラ系3歳9組,8,3,3,1.8,1.0,4,藤原幹生,56,ダ1400,良,1:29.7,0.5,3-4-4,0.0-37.9,37.7,463(+1),ビギンアゲイン
26,2018/10/05,笠松,曇,4,サラ系3歳12組,9,4,4,10.6,4.0,1,藤原幹生,56,ダ1400,良,1:29.9,-0.1,3-2-2,0.0-38.4,37.8,462(+2),(ファルステーロ)
27,2018/09/21,笠松,雨,3,サラ系3歳10組,10,8,9,3.0,2.0,4,藤原幹生,56,ダ1400,不,1:31.7,0.7,2-2-2,0.0-40.0,40.6,460(+7),マイティークイーン
28,2018/08/15,園田,晴,7,C2二,10,8,10,7.0,3.0,6,宮下康一,55,ダ1400,良,1:34.1,3.0,2-2-3-3,0.0-38.3,41.0,453(+2),ベー
29,2018/07/26,園田,晴,7,C2一,10,6,6,117.9,9.0,3,宮下康一,55,ダ1400,良,1:32.1,0.0,4-4-4-4,0.0-40.3,40.0,451(0),ホクザンマロン
30,2018/07/11,園田,晴,8,C2二,12,3,3,121.0,12.0,12,宮下康一,55,ダ1400,良,1:35.2,3.0,2-2-3-7,0.0-41.2,44.1,451(+13),ジューンソフィア
31,2018/07/06,園田,雨,8,C2二,0,1,1,,,,宮下康一,55,ダ1400,不,,,,,,計不,
32,2018/05/20,2東京10,晴,3,3歳未勝利,16,6,11,352.8,15.0,16,的場勇人,56,ダ2100,良,2:22.7,6.9,9-10-16-16,31.6-37.6,42.4,438(-14),サクラトップスター
33,2018/05/12,2東京7,晴,2,3歳未勝利,16,2,4,150.3,13.0,15,的場勇人,56,ダ1400,稍,1:30.0,4.0,14-15,35.8-37.6,39.7,452(+2),フィールザファラオ
34,2018/04/08,1福島2,晴,6,3歳未勝利,16,5,9,246.1,14.0,12,柴山雄一,56,ダ1150,良,1:13.1,2.4,3-4,33.1-37.6,39.9,450(-12),サンライズカナロア
