,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2021/07/10,3小倉3,小雨,3,3歳未勝利,14,5,8,60.5,13,5,小崎綾也,54,ダ1000,重,0:58.1,0.6,2-2,33.5-35.1,35.7,424(-6),カネトシバレンシア
1,2021/05/22,2新潟5,晴,6,3歳未勝利,15,7,13,158.2,14,11,菊沢一樹,54,ダ1200,重,1:13.6,2.1,6-3,33.1-38.4,40.0,430(0),チャイブテソーロ
2,2021/04/18,2阪神8,晴,1,3歳未勝利,16,8,16,15.9,7,9,小崎綾也,54,ダ1200,重,1:14.2,2.2,1-1,35.5-36.5,38.7,430(0),テンシノエア
3,2021/03/13,1阪神9,曇,2,3歳未勝利,16,4,7,22.4,7,8,小崎綾也,54,ダ1200,不,1:13.1,1.5,3-3,34.1-37.5,38.6,430(-4),イルデレーヴ
4,2021/02/14,1阪神2,晴,1,3歳未勝利,16,6,12,16.0,6,6,団野大成,53,ダ1200,良,1:14.8,1.4,2-2,35.3-38.1,39.2,434(0),スマートネクタル
5,2020/12/12,6阪神3,晴,3,2歳未勝利,12,1,1,29.7,7,4,松若風馬,54,ダ1200,良,1:13.8,0.5,7-8,35.4-37.9,37.8,434(+2),メイショウデージー
6,2020/11/08,5阪神2,晴,1,2歳未勝利,13,3,3,12.9,7,5,団野大成,53,ダ1200,良,1:14.5,1.0,6-7,35.5-38.0,38.6,432(+4),コパノキャッチング
7,2020/09/20,2中京4,曇,3,2歳未勝利,11,6,7,11.9,5,8,亀田温心,52,芝1200,良,1:11.1,1.1,8-9,34.9-35.1,35.5,428(+10),ココクラッシュ
8,2020/08/16,2小倉2,晴,1,2歳未勝利,16,8,15,24.5,11,10,丸田恭介,54,芝1200,良,1:09.2,1.7,15-13,32.9-34.6,35.0,418(+2),フリード
9,2020/06/28,1函館6,曇,1,2歳未勝利,9,5,5,11.3,6,5,吉田隼人,54,芝1200,稍,1:11.0,0.3,5-3,34.2-36.5,36.5,416(-2),ニシノエルサ
10,2020/06/13,1函館1,晴,5,2歳新馬,11,3,3,4.4,2,7,吉田隼人,54,芝1000,良,0:58.7,1.1,9-8,35.2-33.8,33.3,418(0),リンゴアメ
