,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/05/03,船橋,晴,8,場内の飲食は各フロア,12,1,1,16.2,3,11,町田直希,56,ダ1200,重,1:20.2,3.6,4-4-6,37.7-38.9,42.2,474(+5),ハーモニーホクト
1,2024/03/25,浦和,曇,5,C3　4歳ア,9,5,5,8.1,3,3,町田直希,56,ダ1500,稍,1:40.1,1.8,5-3-3-3,31.5-40.7,42.2,469(-1),ジャズピアニスト
2,2023/08/29,門別,曇,9,3歳以上C3ー2C4,12,3,3,48.3,9,12,落合玄太,56,ダ1200,良,1:19.6,4.6,3-6,0.0-39.4,43.7,470(-8),キタノファルコン
3,2023/08/16,門別,曇,6,ほくれん丸賞,7,7,7,3.4,3,7,落合玄太,56,ダ1000,稍,1:04.0,1.2,3-3,0.0-39.1,39.7,478(+20),クワトロッソ
4,2023/07/08,2函館3,曇,4,3歳未勝利,11,5,5,113.9,11,11,小林勝太,53,ダ1700,良,1:51.0,4.5,7-7-10-10,30.6-37.3,40.9,458(-2),カビーリア
5,2023/07/01,2函館1,曇,2,3歳未勝利,12,8,12,6.5,5,12,小林勝太,53,ダ1000,重,1:01.8,2.8,12-11,35.2-35.5,36.9,460(+4),トリオーレ
6,2023/04/15,3中山7,雨,3,3歳未勝利,16,6,11,5.6,2,5,小林勝太,53,ダ1200,稍,1:12.9,0.9,3-3,34.1-37.9,38.6,456(-2),コパノエルパソ
7,2023/03/18,2中京3,小雨,2,3歳未勝利,16,6,12,93.4,11,3,小林勝太,53,ダ1200,重,1:12.0,0.6,5-5,35.3-36.1,36.1,458(-2),アスクエピソード
8,2023/02/19,2小倉4,小雨,2,3歳未勝利,18,3,6,124.5,15,9,小林凌大,54,芝1200,重,1:11.2,0.6,13-12,34.1-36.5,36.0,460(+2),カンチェンジュンガ
9,2022/12/25,5中山8,晴,6,2歳新馬,16,8,15,175.9,13,13,横山和生,55,芝1600,良,1:39.0,3.0,2-1-1,35.9-35.5,38.5,458(0),ペリファーニア
