,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202507050606,2025/12/21,中京,雨,06,3歳以上1勝クラス,1勝クラス,16,2,4,352.2,16,12,上里直汰,53,芝,1600,稍重,0:1:37.5,1.4,1-1-1,37.1,448,ノクナレア
1,202504040312,2025/10/25,新潟,曇,12,3歳以上1勝クラス,1勝クラス,17,7,13,150.0,15.0,17,横山琉人,56.0,芝,1400,良,0:1:24.1,2.8,4-5,37.7,448,ワタシマツワ
2,202504020711,2025/08/16,新潟,晴,11,3歳以上1勝クラス,1勝クラス,18,7,14,39.8,11.0,10,横山琉人,56.0,芝,1000,良,0:0:55.9,0.9,5,33.5,446,イスラコラソン
3,202503010607,2025/04/27,福島,晴,07,4歳以上1勝クラス,1勝クラス,14,7,11,76.4,9.0,12,遠藤汰月,53.0,芝,1200,良,0:1:10.1,1.1,13-13,34.7,446,ライクアフラワー
4,202505010312,2025/02/08,東京,晴,12,4歳以上1勝クラス,1勝クラス,16,1,2,57.1,13.0,16,松岡正海,56.0,ダート,1300,良,0:1:23.3,3.6,1-1,40.9,452,マケズギライ
5,202401020303,2024/08/17,札幌,曇,03,3歳未勝利,未勝利,16,8,16,27.1,8.0,6,小林勝太,53.0,芝,1200,良,0:1:09.7,0.6,6-6,35.3,450,グランテレーズ
6,202402011003,2024/07/07,函館,小雨,03,3歳未勝利,未勝利,12,6,8,7.6,4.0,8,小林勝太,52.0,ダート,1000,重,0:1:00.1,1.2,7-8,36.5,448,ヴェラリーシャ
7,202402010503,2024/06/22,函館,晴,03,3歳未勝利,未勝利,16,2,3,4.8,2.0,10,松岡正海,55.0,芝,1200,良,0:1:10.1,1.0,2-3,36.0,446,ヴィヴァクラウン
8,202405020901,2024/05/18,東京,晴,01,3歳未勝利,未勝利,16,6,11,14.2,7.0,9,松岡正海,55.0,ダート,1600,良,0:1:40.4,1.3,3-3,38.6,446,サンロレンツォ
9,202405020101,2024/04/20,東京,晴,01,3歳未勝利,未勝利,16,3,5,17.3,6.0,6,佐々木大,54.0,ダート,1600,良,0:1:40.2,1.0,1-1,39.2,442,フイノマジワリ
10,202406020303,2024/03/02,中山,曇,03,3歳未勝利,未勝利,16,3,5,6.1,3.0,7,小林勝太,52.0,ダート,1200,重,0:1:13.9,1.3,8-9,39.2,446,エコロヴァルム
11,202306050503,2023/12/16,中山,晴,03,,未勝利,16,8,16,14.0,5.0,12,松岡正海,55.0,ダート,1800,稍重,0:1:59.6,4.7,2-3-7-9,44.3,444,クラウンシエンタ
12,202305050802,2023/11/26,東京,曇,02,,未勝利,18,8,16,39.5,7.0,7,松岡正海,55.0,芝,1600,良,0:1:35.9,0.8,3-3,34.8,444,ツルマウカタチ
13,202305050202,2023/11/05,東京,晴,02,,未勝利,13,5,6,11.5,4.0,3,松岡正海,55.0,芝,1600,良,0:1:35.5,0.5,1-1,34.8,446,ニシノティアモ
14,202305040302,2023/10/09,東京,雨,02,,未勝利,13,7,10,18.8,5.0,3,松岡正海,55.0,芝,1600,稍重,0:1:35.6,0.5,7-7,35.8,444,オメガウインク
15,202303020205,2023/07/02,福島,晴,05,,新馬,16,3,6,16.2,8.0,11,松岡正海,55.0,芝,1800,良,0:1:53.7,2.1,4-4-5-4,37.4,442,トレミニョン
