,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2020/01/02,水沢,晴,8,B2四組,10,5,5,75.5,9,10,菅原俊吏,54,ダ1600,不,1:49.0,3.6,9-10-10-10,0.0-40.8,42.7,433(+7),オテンバキッズ
1,2019/12/08,水沢,晴,8,B2三組,10,4,4,218.0,10,9,菅原俊吏,54,ダ1600,不,1:45.7,2.2,6-7-9-9,0.0-39.7,40.7,426(+5),ティーアウリイ
2,2019/11/10,盛岡,晴,7,B2三組,12,5,6,438.8,11,12,山本咲希,54,ダ1600,良,1:46.0,5.8,6-11,0.0-39.2,43.4,421(+3),スズカローレル
3,2019/10/27,盛岡,晴,8,B2,12,5,6,295.2,12,12,菅原俊吏,54,ダ1000,稍,1:01.9,2.9,10-11,0.0-35.5,36.9,418(+1),アテナリ
4,2019/10/12,盛岡,雨,8,オクトーバーC,12,1,1,179.4,12,12,菅原俊吏,54,ダ1600,不,1:42.1,3.5,12-12,0.0-37.4,39.5,417(+3),サンエイダイヤ
5,2019/08/19,水沢,曇,8,煙山ひまわりパーク賞,8,6,6,196.9,8,8,菅原俊吏,54,ダ1600,良,1:48.6,3.5,2-2-5-6,0.0-40.1,43.2,414(+3),スクリーバ
6,2019/08/04,盛岡,晴,7,B2二組,8,4,4,75.9,7,7,菅原俊吏,54,ダ1600,良,1:42.9,3.0,6-7,0.0-39.6,41.8,411(+1),エコロレインボー
7,2019/07/21,盛岡,曇,9,姫神賞ターフチャレン,9,8,9,90.1,9,9,小林凌,54,芝1000,良,1:00.4,1.7,6-7,0.0-35.8,36.3,410(+6),ダズンフラワー
8,2019/07/08,盛岡,晴,11,奥中山高原賞,10,4,4,227.6,10,10,菅原俊吏,54,ダ1600,良,1:42.4,3.6,7-8,0.0-37.6,40.0,404(0),アイアムオパール
9,2019/06/24,水沢,雨,9,B2一組,10,7,8,241.6,10,9,菅原俊吏,54,ダ1600,不,1:43.5,4.1,9-9-10-10,0.0-38.4,40.7,404(-8),アドマイヤテン
10,2019/05/29,浦和,曇,8,「加須市合併10周年,11,8,11,96.4,10,11,赤津和希,51,ダ800,良,0:50.5,3.5,10-10,34.2-35.3,37.5,412(-5),ジェームス
11,2019/05/15,川崎,晴,12,薫風特別,12,5,6,181.2,12,12,赤津和希,51,ダ1500,良,1:42.4,5.3,8-5-10-12,29.9-40.1,44.4,417(+4),キョウワヴィラン
12,2019/05/06,船橋,晴,8,楽天競馬賞,14,3,3,291.4,14,14,和田譲治,54,ダ1000,稍,1:04.5,4.0,13-14,34.8-37.3,39.4,413(-6),フォルナシス
13,2019/05/01,浦和,曇,10,桜草特別,12,3,3,95.5,11,11,内田利雄,54,ダ1400,重,1:34.9,5.9,8-6-11-12,36.0-39.1,43.2,419(-3),プリムラジュリアン
14,2019/04/19,船橋,曇,12,ザ・ナゲッツ船橋ケイ,11,3,3,116.9,11,11,藤田凌,53,ダ1600,稍,1:49.4,4.6,7-7-9-10,38.6-39.7,43.1,422(+2),ステラストラータ
15,2019/03/27,浦和,晴,10,仲春特別,12,4,4,38.9,9,12,藤本現暉,54,ダ1400,良,1:31.7,3.6,10-10-10-12,36.8-38.2,39.5,420(-2),ラッキーチャンス
16,2019/01/12,1中山3,曇,12,4歳以上500万下,16,5,9,296.0,16,15,武藤雅,53,芝1600,良,1:36.7,2.0,3-4-4,36.3-35.5,36.9,422(+8),シセイヒテン
17,2018/08/18,2新潟7,晴,12,3歳以上500万下,17,5,9,188.6,12,16,大野拓弥,52,芝1400,良,1:23.4,1.7,12-13,34.9-34.9,35.8,414(+4),キャナルストリート
18,2017/12/16,5中山5,曇,9,ひいらぎ賞(500万下),16,1,2,239.1,16,16,黛弘人,54,芝1600,良,1:36.0,1.3,11-8-8,35.3-35.3,35.8,410(-4),マイネルキャドー
19,2017/10/01,4中山9,晴,9,サフラン賞(500万下),9,3,3,25.1,6,9,松岡正海,54,芝1600,良,1:37.7,2.5,4-5-8,36.5-34.5,36.5,414(0),レッドレグナント
20,2017/09/10,4中山2,晴,5,2歳新馬,16,7,14,56.8,10,1,丹内祐次,54,芝1600,良,1:37.0,-0.1,9-9-6,36.4-35.7,34.9,414(0),(ネイビーアッシュ)
