,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2020/03/28,1中京7,曇,11,名鉄杯(OP),14,4,5,131.7,14,10,鮫島克駿,58,ダ1400,稍,1:24.6,1.5,14-14,35.8-35.5,34.9,472(-2),ダイメイフジ
1,2020/03/14,1阪神5,小雨,11,ポラリスS(OP),16,6,11,290.9,16,13,松田大作,57,ダ1400,重,1:23.7,1.2,13-12,34.3-36.4,36.5,474(-2),スマートダンディー
2,2020/02/08,2京都3,晴,11,アルデバランS(OP),16,7,13,550.5,16,7,国分恭介,57,ダ1900,良,1:59.2,1.9,15-14-14-14,30.7-36.3,37.1,476(0),ロードレガリス
3,2019/12/28,5阪神9,曇,11,ベテルギウスS(L),16,3,6,246.6,15,12,田中勝春,57,ダ1800,稍,1:53.4,1.7,8-8-8-7,37.8-36.1,36.9,476(+6),ワイルドカード
4,2019/11/17,5東京6,晴,11,霜月S(OP),16,1,2,188.1,14,12,吉田豊,55,ダ1400,良,1:25.2,1.3,11-10,34.9-36.7,36.8,470(0),ミッキーワイルド
5,2019/07/07,2函館2,曇,11,マリーンS(OP),14,8,13,41.5,9,9,横山武史,55,ダ1700,良,1:44.6,1.3,13-12-12-10,29.5-37.3,37.1,470(0),リアンヴェリテ
6,2019/05/12,3京都8,晴,11,栗東S(L),14,7,12,35.2,9,6,松若風馬,55,ダ1400,良,1:23.7,0.8,9-9,34.3-36.6,36.2,470(0),ノボバカラ
7,2019/04/29,3京都4,曇,11,天王山S(OP),15,4,7,40.5,9,10,松若風馬,57,ダ1200,良,1:12.0,0.7,14-12,35.0-36.3,35.5,470(-2),タテヤマ
8,2019/03/30,2阪神3,雨,11,コーラルS(L),16,4,7,21.7,8,4,幸英明,55,ダ1400,稍,1:23.7,0.6,8-8,33.9-37.3,37.1,472(+2),スマートダンディー
9,2019/03/09,1阪神5,晴,11,ポラリスS(OP),16,1,1,59.4,14,2,松若風馬,57,ダ1400,稍,1:23.5,0.2,12-10,33.8-37.6,36.9,470(-2),ヴェンジェンス
10,2019/02/10,1東京6,晴,10,バレンタインS(OP),16,1,2,48.2,11,5,大野拓弥,57,ダ1400,稍,1:24.9,0.3,12-13,35.9-36.4,35.8,472(-6),サングラス
11,2019/01/19,1京都6,晴,11,すばるS(L),15,7,13,62.0,9,6,酒井学,57,ダ1400,良,1:23.9,1.1,14-11,34.5-36.4,36.2,478(+2),サクセスエナジー
12,2018/12/28,5阪神9,晴,11,ベテルギウスS(OP),16,4,7,63.4,12,5,吉田隼人,57,ダ1800,良,1:52.7,0.2,14-14-13-11,37.4-37.9,37.1,476(+4),ロードアルペジオ
13,2018/08/26,2小倉10,晴,11,小倉日経OP(OP),8,6,6,17.1,6,7,松山弘平,57,芝1800,良,1:47.2,1.1,5-5-5-4,35.7-35.2,35.3,472(0),レトロロック
14,2018/08/11,2小倉5,晴,11,阿蘇S(OP),8,1,1,8.2,4,4,松山弘平,55,ダ1700,良,1:43.8,0.7,7-7-3-3,30.6-36.4,37.0,472(-4),コパノチャーリー
15,2018/07/08,2函館2,曇,11,マリーンS(OP),14,4,5,21.6,9,8,岩田康誠,55,ダ1700,稍,1:44.5,0.7,7-6-5-4,28.8-38.8,38.8,476(-6),ユラノト
16,2018/06/23,1函館3,晴,11,大沼S(OP),11,4,4,8.6,5,5,岩田康誠,57,ダ1700,良,1:44.9,0.5,11-10-9-9,30.6-36.8,36.5,482(+8),リーゼントロック
17,2018/04/21,2東京1,晴,11,オアシスS(OP),16,5,10,224.3,12,7,柴田善臣,57,ダ1600,良,1:37.2,0.5,5-4,35.6-36.2,36.3,474(+4),ルグランフリソン
18,2018/03/31,2阪神3,晴,11,コーラルS(OP),16,2,4,40.4,10,11,川田将雅,55,ダ1400,良,1:24.4,1.0,7-8,34.1-37.3,37.7,470(-6),モーニン
19,2018/03/04,2中山4,晴,10,総武S(OP),16,7,14,26.2,8,6,川田将雅,57,ダ1800,良,1:54.0,1.2,9-9-6-6,36.4-38.4,38.7,476(-6),センチュリオン
20,2018/02/03,2京都3,晴,11,アルデバランS(OP),16,7,13,4.7,2,11,Ｍ．デム,57,ダ1900,稍,1:59.9,2.0,4-4-4-5,30.0-37.5,38.9,482(+4),ナムラアラシ
21,2017/11/05,5京都2,晴,11,みやこS(GIII),15,7,14,81.6,11,4,川田将雅,56,ダ1800,良,1:51.4,1.3,8-8-9-8,35.5-37.4,38.0,478(+2),テイエムジンソク
22,2017/09/30,4阪神8,晴,11,シリウスS(GIII),16,4,7,150.8,13,6,藤岡康太,56,ダ2000,良,2:04.6,0.7,7-7-6-5,35.6-37.7,37.7,476(+4),メイショウスミトモ
23,2017/09/17,4中山4,雨,11,ラジオ日本賞(OP),16,2,4,13.5,5,9,田中勝春,57,ダ1800,不,1:51.8,0.8,8-8-8-5,36.5-37.8,38.2,472(+1),センチュリオン
24,2017/08/16,佐賀,曇,8,サマーチャンピオン(JpnIII),11,3,3,4.8,3,2,福永祐一,55,ダ1400,不,1:26.1,0.0,9-6-6-4,,35.5,471(-3),ラインシュナイダー
25,2017/05/27,2東京11,晴,11,欅S(OP),16,3,5,7.9,3,15,Ｍ．デム,57,ダ1400,重,1:25.2,3.1,13-11,34.4-35.8,37.9,474(-1),エイシンバッケン
26,2017/05/03,名古屋,晴,11,かきつばた記念(JpnIII),12,7,9,8.7,4,2,川田将雅,55,ダ1400,良,1:27.7,0.9,7-5-3,,38.0,475(+7),トウケイタイガー
27,2017/04/15,2阪神7,晴,11,アンタレスS(GIII),16,8,15,33.7,9,8,福永祐一,56,ダ1800,良,1:50.5,0.6,12-12-13-12,36.3-36.6,36.2,468(-2),モルトベーネ
28,2017/02/07,佐賀,曇,10,佐賀記念(JpnIII),11,2,2,3.0,2,2,Ｍ．デム,56,ダ2000,不,2:07.4,0.7,3-3-3-3,,37.5,470(-4),ロンドンタウン
29,2017/01/07,1中山2,晴,11,ポルックスS(OP),14,1,1,15.8,6,3,田中勝春,56,ダ1800,良,1:53.2,0.3,7-9-9-8,37.2-38.3,37.4,474(-2),ドリームキラリ
30,2016/11/06,5京都2,曇,11,みやこS(GIII),16,8,16,30.8,10,9,幸英明,56,ダ1800,良,1:51.0,0.9,11-11-12-11,36.2-36.8,36.6,476(+6),アポロケンタッキー
31,2016/10/08,4京都1,曇,11,平城京S(1600万下),12,6,8,4.8,2,1,川田将雅,57,ダ1800,良,1:50.3,-0.1,6-6-6-4,35.7-36.5,36.1,470(-6),(モズライジン)
32,2016/08/27,2小倉9,曇,11,釜山S(1600万下),15,8,16,2.6,1,3,幸英明,56,ダ1700,良,1:45.0,0.2,8-10-11-11,29.5-38.6,38.1,476(+4),グレナディアーズ
33,2016/07/31,2小倉2,晴,10,響灘特別(1000万下),16,7,13,2.3,1,1,川田将雅,57,ダ1700,良,1:45.7,-0.1,6-6-4-3,30.1-38.1,37.8,472(0),(サンタエヴィータ)
34,2016/05/29,3京都12,曇,9,東大路S(1600万下),13,4,4,2.9,1,3,幸英明,56,ダ1800,良,1:50.8,0.0,9-9-10-7,36.3-37.0,36.2,472(+4),テイエムジンソク
35,2016/05/08,3京都6,晴,10,上賀茂S(1600万下),15,5,9,4.5,1,2,川田将雅,57,ダ1800,良,1:51.7,0.2,9-9-7-5,36.7-37.2,36.5,468(-4),トラキチシャチョウ
36,2016/04/16,3中山7,曇,10,下総S(1600万下),15,5,8,9.0,4,3,田中勝春,57,ダ1800,稍,1:53.1,0.6,8-8-10-9,36.9-37.0,36.9,472(+2),クラウンシャイン
37,2016/03/26,3中山1,晴,9,鹿島特別(1000万下),16,1,1,21.9,9,1,田中勝春,57,ダ1800,良,1:53.2,0.0,11-13-10-7,37.3-37.7,36.8,470(-8),(ルールソヴァール)
38,2016/02/20,1小倉3,曇,11,和布刈特別(1000万下),16,2,4,3.3,1,6,バルジュ,56,ダ1700,不,1:44.9,1.4,9-9-6-7,29.5-36.9,37.5,478(0),トップボンバー
39,2016/01/09,1京都2,晴,9,舞鶴特別(1000万下),16,8,15,4.0,2,5,Ｍ．デム,54,ダ1800,良,1:53.3,0.6,6-6-4-4,36.3-37.4,37.5,478(+4),ティンバレス
40,2015/12/26,5阪神7,晴,8,3歳以上500万下,16,4,7,3.5,1,1,Ｍ．デム,56,ダ1800,稍,1:52.0,-0.1,9-9-5-4,37.0-37.6,37.0,474(+2),(ウインユニファイド)
41,2015/09/06,2小倉12,曇,7,3歳以上500万下,13,4,5,2.0,1,3,川田将雅,54,ダ1700,不,1:43.8,0.2,2-2-2-2,29.3-37.5,37.6,472(0),サンデーウィザード
