,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2022/03/31,笠松,曇,3,サラ系C12組,8,1,1,12.0,4,7,長江慶悟,51,ダ1400,良,1:34.9,2.2,6-5-6,0.0-39.0,40.6,489(-2),ハッピーヘイロー
1,2022/03/18,笠松,雨,9,日向水木賞,8,8,8,25.7,6,8,加藤聡一,54,ダ1600,稍,1:49.8,3.1,4-3-4,0.0-40.8,43.4,491(+8),プレリュードノート
2,2022/02/08,笠松,晴,4,サラ系C18組,7,3,3,1.9,1,1,青柳正義,54,ダ1400,稍,1:33.8,-0.3,4-2-1,0.0-41.8,40.5,483(+4),(ヒルノパルマ)
3,2022/01/12,笠松,晴,8,サラ系C15組,9,1,1,3.9,3,2,黒澤愛斗,54,ダ1400,稍,1:33.4,0.1,6-7-7,0.0-40.5,39.7,479(+4),ニューヨークキャプ
4,2021/12/29,笠松,曇,2,第17回ファンです★,7,7,7,1.3,1,2,藤原幹生,54,ダ1400,重,1:35.3,0.7,2-2-1,0.0-42.7,43.4,475(-7),マオノサプライズ
5,2021/12/15,笠松,晴,1,サラ系C18組,8,4,4,1.9,1,3,東川慎,53,ダ1400,良,1:33.4,1.2,2-2-1,0.0-40.8,41.8,482(-7),ブレーヴソウル
6,2021/11/24,笠松,晴,6,サラ系C19組,10,2,2,3.0,2,3,東川慎,52,ダ1400,稍,1:31.9,1.2,3-2-2,0.0-39.6,40.1,489(+1),ジャポニズム
7,2021/10/28,門別,曇,8,ワーケーションin浦,11,2,2,7.6,3,3,落合玄太,54,ダ1000,重,1:01.3,0.4,1-1,0.0-37.0,37.4,488(-4),トーケンアーサー
8,2021/10/12,門別,晴,10,松山光プロジェクト賞,10,3,3,10.1,3,7,落合玄太,54,ダ1200,不,1:14.8,1.2,3-3,0.0-37.2,38.0,492(+4),プリンスゼンナン
9,2021/09/29,門別,晴,3,三石ダムカード賞,12,8,11,3.5,2,1,落合玄太,54,ダ1000,稍,1:03.8,-0.2,4-5,0.0-40.0,39.5,488(+6),(ルティレ)
10,2021/08/22,4小倉4,小雨,3,3歳未勝利,15,2,2,78.5,11,15,松本大輝,51,ダ1700,不,1:50.1,5.0,9-9-11-10,29.9-37.5,41.0,482(0),ジェムフェザー
11,2021/06/26,3阪神3,曇,2,3歳未勝利,16,4,7,88.3,11,11,松田大作,54,ダ1400,良,1:29.3,3.5,3-2,34.7-38.7,42.0,482(-2),メイショウミズモ
12,2021/05/22,2新潟5,晴,6,3歳未勝利,15,7,12,54.5,12,15,永島まな,50,ダ1200,重,1:14.7,3.2,14-15,33.1-38.4,40.1,484(+2),チャイブテソーロ
13,2021/03/27,2中京5,晴,1,3歳未勝利,16,2,4,18.1,7,12,富田暁,53,ダ1400,良,1:28.9,3.4,9-9,34.6-38.4,40.9,482(0),ピナ
