,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/09/28,4中山8,曇,1,障害3歳以上未勝利,10,6,6,3.5,2,2,石神深一,58,障2880,良,3:14.3,0.2,2-2-1-1,105.1-37.9,13.5,478(+2),フェーレンベルク
1,2024/08/31,3新潟7,曇,1,障害3歳以上未勝利,10,7,7,2.3,1,3,石神深一,58,障2850,良,3:06.1,0.2,3-3-2-3,102.1-37.7,13.1,476(-2),トランシルヴァニア
2,2024/08/11,3新潟2,曇,1,障害3歳以上未勝利,11,7,9,42.4,7,4,石神深一,58,障2850,良,3:08.0,2.8,9-9-9-9,103.0-38.9,13.2,478(+4),ヴァトレニ
3,2024/03/30,3中山3,晴,10,千葉日報杯(2勝クラス),15,5,9,57.5,12,15,Ｍ．デム,56,ダ1800,重,1:53.8,2.6,10-10-10-12,36.4-37.5,39.2,474(-8),ストライク
4,2024/03/09,2中山5,晴,9,鎌ケ谷特別(2勝クラス),16,3,6,204.6,15,14,杉原誠人,56,ダ1800,重,1:54.2,1.3,6-6-8-11,37.7-38.4,39.1,482(0),グランサバナ
5,2024/01/14,1中山5,晴,8,4歳以上2勝クラス,16,3,6,212.9,12,8,大野拓弥,56,ダ1800,良,1:54.4,1.8,11-10-10-9,37.0-38.0,38.6,482(+12),ペンティメント
6,2023/12/02,4中京1,晴,9,犬山特別(2勝クラス),16,2,3,124.0,15,13,酒井学,56,ダ1900,良,2:01.7,1.6,10-9-9-9,30.1-37.7,38.2,470(-8),アースライザー
7,2023/10/15,2京都5,曇,9,3歳以上2勝クラス,12,6,7,154.6,10,7,江田照男,56,ダ1800,重,1:54.2,2.8,9-10-9-9,34.7-38.3,39.8,478(-2),サイモンザナドゥ
8,2023/09/23,4中山6,曇,12,3歳以上2勝クラス,16,4,8,202.2,16,12,永野猛蔵,55,ダ1800,重,1:53.7,2.3,16-16-15-16,36.1-38.2,38.6,480(+6),サーマルソアリング
9,2023/08/19,3新潟3,晴,9,瀬波温泉特別(2勝クラス),15,3,5,80.7,11,10,木幡巧也,56,ダ1800,良,1:53.9,1.4,12-11-13-13,36.2-38.5,38.7,474(+4),ゴールドバランサー
10,2023/04/16,3中山8,雨,9,利根川特別(2勝クラス),16,2,4,73.2,12,8,永野猛蔵,56,ダ1800,重,1:52.0,1.1,10-10-12-11,36.5-37.6,37.7,470(+4),ゴールドブリーズ
11,2023/03/25,3中山1,小雨,12,4歳以上2勝クラス,15,2,3,29.8,11,6,永野猛蔵,55,ダ1800,不,1:52.9,0.4,3-3-3-3,38.1-37.4,37.5,466(-2),サトノスライヴ
12,2023/02/26,2中山2,晴,6,4歳以上1勝クラス,15,2,3,6.4,3,1,Ｍ．デム,55,ダ1800,良,1:56.1,0.0,12-12-8-7,37.5-40.8,39.8,468(-4),(ウィズザワールド)
13,2023/01/22,1中山8,晴,7,4歳以上1勝クラス,13,1,1,10.3,4,9,木幡巧也,55,ダ1800,良,1:56.3,1.3,10-10-8-8,37.4-38.2,38.6,472(-2),クインズミモザ
