,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2021/11/12,笠松,曇,7,楓葉賞,9,2,2,32.5,5.0,9,東川慎,54,ダ1600,良,1:50.3,5.8,8-8-9,0.0-39.7,43.6,413(+5),ツインシップ
1,2021/10/08,笠松,晴,9,五平餅賞,8,6,6,7.0,4.0,3,藤原幹生,56,ダ1600,良,1:46.6,2.0,7-7-7,0.0-39.9,40.5,408(-7),ナオアンドユリ
2,2021/09/21,笠松,曇,9,月光特別,8,6,6,57.7,6.0,5,東川慎,54,ダ1600,良,1:45.2,2.6,7-7-7,0.0-39.0,39.8,415(+7),ウインホノカ
3,2021/09/08,笠松,雨,11,涼風賞,10,2,2,,,取,向山牧,56,ダ1400,良,,,,0.0-39.3,,計不,ヤマニンフレッチェ
4,2021/06/20,佐賀,晴,8,SAGAイブニング賞,10,8,10,27.7,8.0,7,田中純,56,ダ1400,稍,1:32.8,2.2,10-10-10-9,0.0-39.4,38.9,408(-7),アウティスタ
5,2021/06/06,佐賀,晴,7,SAGAイブニング賞,8,3,3,33.2,6.0,7,田中純,56,ダ1400,稍,1:31.9,2.6,8-8-6-6,0.0-38.1,38.8,415(+3),ラインプレジャー
6,2021/05/08,佐賀,曇,4,うまかつ.net賞,9,1,1,7.8,3.0,7,小松丈二,56,ダ1400,稍,1:32.0,1.7,7-6-6-7,0.0-38.9,39.5,412(+3),マテラユウキ
7,2021/04/24,佐賀,晴,10,晩春賞,11,4,4,4.3,2.0,4,山口勲,56,ダ1400,良,1:31.9,1.0,9-10-8-6,0.0-39.1,39.0,409(0),サイモンバトラー
8,2021/04/04,佐賀,曇,4,エイプリル特選,9,3,3,2.6,1.0,1,山口勲,56,ダ1750,不,1:55.7,-0.1,4-4-5-2,0.0-37.9,37.6,409(-1),(ボギータイサ)
9,2021/03/21,佐賀,曇,8,長崎街道大村宿特選,11,8,11,3.7,2.0,4,山口勲,56,ダ1400,不,1:30.0,0.8,11-11-11-11,0.0-38.8,37.5,410(0),ウインライジン
10,2021/03/06,佐賀,曇,10,コーラル特選,11,3,3,21.6,6.0,6,出水拓人,56,ダ1400,不,1:30.1,1.3,9-9-9-9,0.0-38.3,37.5,410(-7),クリノゴーギャン
11,2020/12/04,佐賀,曇,10,ラピスラズリ特選,10,1,1,4.7,2.0,7,山口勲,56,ダ1800,良,2:01.1,2.0,8-10-8-7,0.0-38.3,38.7,417(-6),サーチュイン
12,2020/11/21,佐賀,晴,9,雪待月賞,10,7,8,3.3,2.0,2,山口勲,56,ダ1300,重,1:23.8,0.5,7-7-7-6,0.0-39.2,37.9,423(+2),ムテキノオジョウ
13,2020/10/17,佐賀,晴,10,初冬賞,11,7,8,1.3,1.0,3,山口勲,56,ダ1400,稍,1:29.9,0.5,9-9-9-6,0.0-39.3,38.4,421(-3),サンクビジュー
14,2020/10/10,佐賀,曇,10,ロマンチックファンタ,11,6,7,1.8,1.0,1,山口勲,56,ダ1400,良,1:30.7,-0.3,10-9-6-6,0.0-39.5,38.2,424(+16),(ビレッジスカイ)
15,2020/09/05,2小倉7,曇,7,3歳未勝利,15,5,9,12.3,6.0,5,藤井勘一,56,芝2000,良,2:01.4,0.9,11-11-12-11,35.6-35.8,35.2,408(0),バルトロメウ
16,2020/08/15,2小倉1,晴,7,3歳未勝利,18,1,1,10.6,5.0,4,藤井勘一,56,芝2000,良,2:00.6,0.3,12-11-15-14,35.4-35.9,35.2,408(0),チャイカ
17,2020/07/18,4阪神5,晴,4,3歳未勝利,18,5,10,29.2,6.0,5,藤井勘一,56,芝2200,良,2:16.8,0.8,12-12-14-9,34.7-37.7,38.0,408(0),ダノンレガーロ
18,2020/07/04,4阪神1,曇,4,3歳未勝利,16,2,3,,,除,浜中俊,56,芝2400,重,,,,36.6-36.7,,404(-4),ロックグラス
19,2020/05/31,3京都12,雨,3,3歳未勝利,18,4,7,9.0,4.0,10,菱田裕二,56,芝2400,良,2:29.1,1.0,18-18-16-15,35.7-36.5,36.1,408(0),ナムラドン
20,2020/05/16,3京都7,雨,5,3歳未勝利,9,1,1,4.5,4.0,4,坂井瑠星,56,芝2200,稍,2:19.1,0.4,3-3-3-3,38.5-35.1,35.2,408(-4),コスモジェミラ
21,2020/03/22,1阪神9,晴,5,3歳未勝利,13,7,11,12.0,5.0,3,坂井瑠星,56,芝2000,良,2:01.0,0.1,10-10-10-8,36.3-36.0,35.3,412(-6),プリマヴィスタ
22,2020/03/07,1阪神3,晴,5,3歳未勝利,14,1,1,133.3,12.0,5,坂井瑠星,56,芝2000,良,2:02.1,1.8,10-12-12-12,36.0-35.3,35.8,418(0),スズカキング
23,2020/02/16,2京都6,小雨,6,3歳新馬,16,6,12,116.9,13.0,7,坂井瑠星,56,芝1800,重,1:54.5,1.2,12-11,38.4-35.8,35.9,418(0),エイシンバイエルン
