,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202505040606,2025/10/18,東京,晴,06,3歳以上1勝クラス,1勝クラス,15,4,6,518.7,15.0,14,菅原隆一,56.0,ダート,1600,良,0:1:40.0,2.8,10-10,39.5,496,ヘリオトロープ
1,202505040307,2025/10/11,東京,雨,07,3歳以上1勝クラス,1勝クラス,10,4,4,325.0,10.0,10,菅原隆一,56.0,芝,2000,良,0:2:02.1,4.5,9-9-9,37.5,496,ボウウィンドウ
2,202506040706,2025/09/21,中山,晴,06,3歳以上1勝クラス,1勝クラス,16,1,2,364.6,15.0,15,菅原隆一,56.0,ダート,1200,良,0:1:13.4,2.7,13-15,38.6,494,チャロ
3,202508010508,2025/02/15,京都,晴,08,4歳以上1勝クラス,1勝クラス,12,1,1,262.1,12.0,12,酒井学,55.0,ダート,1900,良,0:2:10.1,9.8,12-12-12-12,44.8,466,ダブルジャッジ
4,202508010407,2025/02/09,京都,晴,07,4歳以上1勝クラス,1勝クラス,10,4,4,202.6,10.0,10,酒井学,55.0,ダート,1800,稍重,0:1:58.4,3.8,6-6-8-9,40.8,470,ギマール
5,202407040409,2024/12/08,中京,晴,09,大須特別,1勝クラス,9,6,6,357.0,9.0,8,石神深道,55.0,ダート,1800,良,0:1:56.2,2.6,7-8-9-9,39.5,466,キングオブフジ
6,202407040207,2024/12/01,中京,晴,07,3歳以上1勝クラス,1勝クラス,12,5,6,488.3,12.0,12,鷲頭虎太,51.0,ダート,1800,良,0:1:56.3,4.4,11-11-11-12,39.4,466,ホークフィールド
7,202403030506,2024/11/16,福島,晴,06,3歳以上1勝クラス,1勝クラス,15,8,14,437.2,15.0,14,松本大輝,53.0,ダート,1700,良,0:1:49.4,3.6,14-14-14-13,40.3,470,スマートハンター
8,202405050207,2024/11/03,東京,晴,07,3歳以上1勝クラス,1勝クラス,16,4,8,154.9,15.0,16,丸田恭介,55.0,ダート,1600,重,0:1:41.3,4.8,13-14,39.1,474,ベルブリエ
9,202404030108,2024/08/10,新潟,晴,08,3歳以上1勝クラス,1勝クラス,15,3,5,134.3,10.0,10,丸田恭介,53.0,ダート,1800,良,0:1:55.0,2.3,13-13-13-11,37.9,480,マンマリアーレ
10,202403020609,2024/07/14,福島,小雨,09,横手特別,2勝クラス,12,2,2,128.6,11.0,8,柴田大知,53.0,ダート,1700,稍重,0:1:47.5,1.2,8-10-11-11,37.4,476,フェザーモチーフ
11,202402010510,2024/06/22,函館,曇,10,渡島特別,2勝クラス,9,6,6,44.4,8.0,6,黛弘人,53.0,ダート,1700,良,0:1:46.9,1.5,9-9-9-9,37.7,468,レディーシス
12,202405030307,2024/06/08,東京,晴,07,3歳以上1勝クラス,1勝クラス,13,4,4,546.0,12.0,9,丸田恭介,53.0,芝,1600,良,0:1:34.4,1.0,12-12,33.6,466,ハリケーンリッジ
13,202406020706,2024/03/16,中山,晴,06,3歳1勝クラス,1勝クラス,9,2,2,558.5,9.0,9,丸田恭介,55.0,芝,1600,良,0:1:38.6,3.8,6-9-9,37.9,474,ユキノロイヤル
14,202409010408,2024/03/03,阪神,晴,08,アルメリア賞,1勝クラス,7,4,4,272.6,7.0,7,長岡禎仁,55.0,芝,1800,良,0:1:49.7,1.7,4-4,35.9,470,ギャンブルルーム
15,202405010709,2024/02/17,東京,曇,09,フリージア賞,1勝クラス,10,5,5,349.2,10.0,10,丸田恭介,55.0,芝,2000,良,0:2:03.4,3.1,9-10-10,36.1,478,マーシャルポイント
16,202405010209,2024/01/28,東京,曇,09,セントポーリア賞,1勝クラス,9,8,9,456.1,8.0,8,石橋脩,55.0,芝,1800,良,0:1:49.8,1.0,1-1-1,34.7,484,ペッレグリーニ
