,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202501020111,2025/08/23,札幌,晴,11,WASJ第2戦,3勝クラス,14,7,12,5.1,2.0,5,北村友一,58.0,芝,2000,良,0:2:02.3,0.2,9-11-12-12,36.2,478,パトリックハンサム
1,202503020111,2025/06/28,福島,晴,11,バーデンバーデンC,3勝クラス,16,8,16,14.2,6.0,12,菅原明良,58.0,芝,2000,良,0:2:00.2,0.9,8-8-9-13,36.3,484,アンゴラブラック
2,202506030610,2025/04/13,中山,雨,10,鹿野山特別,2勝クラス,10,3,3,3.5,1.0,1,菅原明良,58.0,芝,2000,良,0:2:01.8,-0.0,6-5-6-6,34.3,478,(トーアライデン)
3,202506020209,2025/03/02,中山,晴,09,富里特別,2勝クラス,11,6,7,5.6,3.0,9,キング,58.0,芝,1800,良,0:1:49.1,0.3,11-11-11-9,33.2,478,ヴルカーノ
4,202506010210,2025/01/06,中山,曇,10,初日の出賞,2勝クラス,15,6,10,3.8,1.0,5,横山武史,57.0,芝,2000,良,0:2:00.5,0.4,14-14-13-13,34.9,476,アスクナイスショー
5,202406040511,2024/09/16,中山,曇,11,セントライト記念,オープン,14,3,4,22.3,7.0,12,横山武史,57.0,芝,2200,良,0:2:13.8,2.2,6-8-10-11,35.6,470,アーバンシック
6,202406030811,2024/04/14,中山,晴,11,皐月賞,オープン,17,4,7,272.7,14.0,8,松山弘平,57.0,芝,2000,良,0:1:57.9,0.8,11-11-11-10,34.6,468,ジャスティンミラノ
7,202406020811,2024/03/17,中山,晴,11,スプリングS,オープン,10,2,2,7.3,4.0,3,横山武史,57.0,芝,1800,良,0:1:50.1,0.7,4-4-4-4,33.9,462,シックスペンス
8,202406010709,2024/01/21,中山,小雨,09,若竹賞,1勝クラス,11,4,4,14.7,4.0,1,横山武史,57.0,芝,1800,不良,0:1:52.1,-0.2,9-9-9-11,36.9,460,(アレグロブリランテ)
9,202308030711,2023/11/25,京都,晴,11,,オープン,14,2,2,13.6,7.0,13,松山弘平,56.0,芝,2000,良,0:2:01.3,1.5,8-9-14-14,36.2,464,シンエンペラー
10,202305040405,2023/10/14,東京,晴,05,,新馬,11,8,11,5.2,3.0,1,松山弘平,56.0,芝,1800,良,0:1:49.3,-0.1,2-2-2,33.6,462,(ボーモンド)
