,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/05/30,船橋,晴,6,C2八　九十　イ,11,6,7,5.3,3,4,木間塚龍,55,ダ1200,稍,1:16.9,1.3,1-1-1,37.3-38.3,39.6,533(-3),キングスレイヤー
1,2024/05/02,船橋,晴,2,C3三,12,5,6,1.1,1,1,森泰斗,56,ダ1200,不,1:18.7,-0.3,8-7-5,37.7-41.0,40.3,536(+4),(キングブルズアイズ)
2,2024/04/14,船橋,晴,3,C3四,12,6,7,1.3,1,2,森泰斗,56,ダ1200,稍,1:16.3,0.7,1-1-1,36.6-39.0,39.7,532(-7),キングスレイヤー
3,2024/03/04,船橋,晴,2,C3七,12,7,9,1.9,1,1,森泰斗,56,ダ1200,良,1:16.5,-1.1,2-2-2,37.1-39.4,39.2,539(+15),(ボスオンザサンド)
4,2022/08/14,4小倉2,晴,6,3歳未勝利,15,6,11,7.2,3,6,団野大成,56,ダ1700,良,1:47.9,1.8,5-4-5-7,29.7-38.5,39.8,524(+2),ミーナティエルナ
5,2022/06/25,3東京7,晴,4,3歳未勝利,15,8,15,10.8,6,12,石川裕紀,56,ダ2100,良,2:15.8,3.1,1-1-1-2,31.5-39.3,42.2,522(0),コウユーパパニニテ
6,2022/06/11,4中京3,曇,3,3歳未勝利,12,8,12,5.0,2,6,坂井瑠星,56,ダ1900,良,2:03.4,2.0,8-7-9-8,30.0-38.5,39.6,522(-2),ショウサンキズナ
7,2022/05/28,3中京7,晴,4,3歳未勝利,12,1,1,23.5,8,2,鮫島克駿,56,ダ1900,重,2:00.6,0.3,1-1-1-1,30.4-38.9,39.2,524(+10),テイエムシニスター
8,2022/04/09,2阪神5,晴,3,3歳未勝利,14,6,11,94.4,11,7,松本大輝,54,ダ1800,良,1:56.7,2.4,5-5-11-12,36.5-38.8,40.1,514(+2),プリモスペランツァ
9,2022/01/22,1中京7,晴,3,3歳新馬,14,4,6,50.9,9,14,岩田望来,56,ダ1800,良,2:00.5,6.1,8-9-10-12,38.2-37.7,42.0,512(0),ブリッツファング
