,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2021/06/06,4中京2,小雨,1.0,障害3歳以上OP,12,5.0,6,17.1,7,中,北沢伸也,60.0,障3330,良,,,3,104.1-39.8,,518(+4),グランソード
1,2021/05/08,2新潟1,晴,1.0,障害4歳以上OP,14,1.0,1,10.6,5,12,北沢伸也,60.0,障2890,良,3:11.8,2.3,10-10-5-5,104.0-38.7,13.3,514(+16),サーブルオール
2,2020/12/26,5中山7,晴,10.0,中山大障害(JGI),16,8.0,16,87.2,10,11,北沢伸也,63.0,障4100,良,4:44.5,3.8,9-10-12-11,106.1-38.4,13.9,498(0),メイショウダッサイ
3,2020/12/05,5中山1,小雨,8.0,イルミネーションJS(OP),11,7.0,9,4.0,2,5,北沢伸也,60.0,障3570,稍,4:05.1,1.5,6-5-4-4,106.0-39.0,13.7,498(0),エンシュラウド
4,2020/11/01,3福島2,晴,4.0,障害3歳以上未勝利,9,8.0,9,3.7,3,1,北沢伸也,60.0,障2750,良,3:02.1,0.0,4-5-2-1,105.0-37.9,13.2,498(0),(アーネストホープ)
5,2020/03/21,オースト,,,モーニントンC(OP),12,,5,18.0,8,11,アレン,56.5,芝2400,良,,,,,,計不,
6,2020/03/07,フレミン,,,オーストラリアンC(GI),14,,3,101.0,13,9,イェンダ,59.0,芝2000,重,,,,,,計不,
7,2020/02/22,コーフィ,,,ピーターヤングS(GII),9,,1,41.0,8,7,ディー,59.0,芝1800,良,,,,,,計不,
8,2019/11/23,オースト,,,バララットC(OP),16,,2,11.0,4,10,ディー,59.0,芝2000,稍,,,,,,計不,
9,2019/11/09,フレミン,,,マッキノンS(GI),16,,5,61.0,16,7,ディー,59.0,芝2000,稍,,,,,,計不,
10,2019/10/12,コーフィ,,,コーフィールドS(GI),10,,4,51.0,10,8,ディー,59.0,芝2000,良,,,,,,計不,
11,2019/07/14,2函館4,曇,11.0,函館記念(GIII),16,6.0,12,18.9,11,16,勝浦正樹,57.5,芝2000,良,2:01.9,2.3,15-15-12-13,36.3-35.9,36.2,516(+4),マイスタイル
12,2019/06/30,1函館6,曇,11.0,巴賞(OP),16,1.0,1,51.9,13,1,勝浦正樹,59.0,芝1800,稍,1:47.4,0.0,15-15-14-13,34.9-36.4,35.2,512(-10),(ナイトオブナイツ)
13,2019/04/29,1新潟2,晴,11.0,新潟大賞典(GIII),16,2.0,4,44.3,12,11,藤岡康太,57.0,芝2000,良,1:59.5,0.9,8-9,36.2-33.7,33.9,522(+2),メールドグラース
14,2019/03/10,2中京2,雨,11.0,金鯱賞(GII),13,4.0,4,275.9,13,8,藤岡康太,56.0,芝2000,稍,2:01.4,1.3,11-13-11-13,35.6-34.6,34.7,520(+14),ダノンプレミアム
15,2018/10/07,4東京2,晴,11.0,毎日王冠(GII),13,7.0,10,98.2,11,8,三浦皇成,56.0,芝1800,良,1:45.2,0.7,10-11-11,35.3-33.8,33.4,506(-6),アエロリット
16,2018/08/19,2札幌2,曇,11.0,札幌記念(GII),16,7.0,13,24.9,10,12,三浦皇成,57.0,芝2000,稍,2:02.4,1.3,12-12-9-8,34.4-37.6,37.9,512(0),サングレーザー
17,2018/07/15,2函館4,晴,11.0,函館記念(GIII),15,3.0,5,7.9,3,5,三浦皇成,57.0,芝2000,良,2:00.1,0.3,11-13-13-13,35.1-35.0,34.3,512(0),エアアンセム
18,2018/05/06,1新潟4,晴,11.0,新潟大賞典(GIII),16,1.0,1,8.2,5,1,三浦皇成,56.5,芝2000,良,2:00.0,-0.1,8-6,36.9-33.1,32.8,512(-2),(ステイインシアトル)
19,2018/02/18,1小倉4,晴,11.0,小倉大賞典(GIII),16,1.0,1,9.0,4,3,吉田隼人,56.5,芝1800,良,1:46.7,0.6,12-12-10-13,35.2-34.5,34.3,514(0),トリオンフ
20,2018/01/27,1東京1,晴,11.0,白富士S(OP),10,7.0,7,5.5,4,2,福永祐一,57.0,芝2000,稍,1:59.0,0.0,6-6-6,36.0-34.9,33.9,514(-12),マイネルハニー
21,2018/01/06,1京都1,晴,11.0,スポニチ賞京都金杯(GIII),13,7.0,10,38.9,12,11,藤岡佑介,56.5,芝1600,良,1:34.8,0.5,9-9,34.2-35.1,34.7,526(+4),ブラックムーン
22,2017/12/09,4中京3,晴,11.0,中日新聞杯(GIII),18,1.0,2,8.3,6,9,藤岡康太,56.5,芝2000,良,1:59.9,0.6,11-11-10-11,36.0-34.3,34.0,522(+14),メートルダール
23,2017/11/12,3福島4,曇,11.0,福島記念(GIII),15,7.0,13,7.6,3,2,シュタル,56.0,芝2000,良,2:00.2,0.0,6-7-6-8,36.1-35.6,35.1,508(0),ウインブライト
24,2017/10/15,4東京5,雨,11.0,オクトーバーS(OP),12,1.0,1,5.7,4,3,北村宏司,57.0,芝2000,重,2:01.3,0.4,5-5-3,36.5-35.1,35.2,508(-10),マウントロブソン
25,2017/07/09,2福島4,晴,11.0,七夕賞(GIII),12,2.0,2,6.8,4,4,横山典弘,56.0,芝2000,良,1:58.6,0.4,12-12-12-8,33.9-36.6,35.6,518(+2),ゼーヴィント
26,2017/06/03,3阪神1,晴,11.0,鳴尾記念(GIII),10,4.0,4,9.2,5,4,横山典弘,56.0,芝2000,良,1:59.7,0.3,8-8-7-7,36.9-34.1,33.7,516(-10),ステイインシアトル
27,2017/04/02,2阪神4,晴,11.0,大阪杯(GI),14,3.0,3,214.5,12,11,藤岡佑介,57.0,芝2000,良,2:00.3,1.4,8-7-6-5,35.5-35.3,35.3,526(+2),キタサンブラック
