,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2020/06/24,名古屋,晴,10,B3組,11,6,6,1.3,1.0,1,岡部誠,56,ダ1400,良,1:30.1,-1.4,1-1-1,0.0-38.3,38.3,492(+6),(ライブスター)
1,2020/06/09,名古屋,晴,11,おおぐま座特別,10,7,7,2.3,1.0,2,岡部誠,56,ダ1600,良,1:44.4,0.1,4-4-2,0.0-40.5,40.1,486(+6),コルテ
2,2020/05/14,名古屋,晴,9,B6組,9,3,3,1.3,1.0,1,岡部誠,56,ダ1400,良,1:28.6,-2.0,1-1-1,0.0-37.5,37.5,480(+1),(ログインボーナス)
3,2020/05/06,名古屋,曇,8,C2組,10,3,3,1.6,1.0,1,岡部誠,56,ダ1400,良,1:30.3,-1.1,1-1-1,0.0-37.7,37.7,479(-9),(ラハトケレブ)
4,2019/12/12,名古屋,晴,12,土古公園賞,11,8,11,1.2,1.0,2,岡部誠,56,ダ1600,良,1:43.4,0.1,2-2-2,0.0-38.8,38.8,488(+2),ヴェールレガロ
5,2019/11/29,名古屋,晴,8,中京チャンピオンズC,10,1,1,1.1,1.0,1,岡部誠,56,ダ1400,良,1:29.8,-0.9,1-1-1,0.0-38.2,38.2,486(+1),(フィップル)
6,2019/11/15,名古屋,晴,8,マガモ特別,9,3,3,2.0,2.0,2,岡部誠,56,ダ1600,良,1:45.0,0.3,1-1-1,0.0-37.6,37.9,485(+5),リーガルマインド
7,2019/10/29,名古屋,雨,5,3歳3組,10,1,1,1.5,1.0,1,岡部誠,56,ダ1400,重,1:31.0,-0.3,1-1-1,0.0-38.1,38.1,480(+6),(ハッピーアモーレ)
8,2019/09/17,名古屋,晴,6,宮川光徳社長就任記念,11,2,2,3.8,3.0,1,岡部誠,56,ダ1400,良,1:28.9,-0.1,4-4-2,0.0-38.8,38.4,474(-3),(キクノアーリー)
9,2019/09/03,名古屋,晴,6,3歳3組,10,3,3,8.8,4.0,2,村上弘樹,56,ダ1400,良,1:30.5,0.3,2-2-2,0.0-38.7,38.9,477(+1),スズカビステー
10,2019/08/21,名古屋,晴,2,名古屋モーニングフィ,10,3,3,4.2,2.0,2,村上弘樹,56,ダ1400,良,1:31.1,0.2,3-3-3,0.0-39.3,39.2,476(+13),キクノピオニール
11,2019/07/11,名古屋,雨,1,名古屋モーニングフィ,7,7,7,,,除,村上弘樹,56,ダ1400,稍,,,,0.0-39.4,,470(+7),スズカクローカス
12,2019/06/13,名古屋,晴,3,3歳5組,10,7,8,1.3,1.0,1,加藤聡一,56,ダ1400,良,1:31.2,-0.3,1-1-1,0.0-39.3,39.3,463(-3),(トーセンキール)
13,2019/05/31,名古屋,曇,2,3歳10組,9,4,4,2.7,2.0,1,岡部誠,56,ダ1400,良,1:31.1,-1.1,1-1-1,0.0-38.9,38.9,466(-8),(アラブルテーラー)
14,2019/04/14,1福島4,晴,1,3歳未勝利,16,2,4,156.1,15.0,15,田中勝春,56,ダ1150,稍,1:13.4,2.6,10-11,33.2-37.6,39.3,474(0),タカノオージャ
15,2019/02/16,1東京7,晴,2,3歳未勝利,16,4,7,109.5,13.0,14,北村宏司,56,ダ1400,良,1:30.2,2.1,4-4,37.3-37.5,39.1,474(-2),ベルジュネス
16,2018/11/11,3福島4,晴,1,2歳未勝利,16,2,3,98.3,9.0,11,柴山雄一,55,ダ1150,良,1:12.1,1.7,14-15,32.1-38.3,38.7,476(+6),アンビル
17,2018/09/02,2札幌6,晴,2,2歳未勝利,15,4,6,68.3,7.0,11,四位洋文,54,芝1200,良,1:14.1,2.6,10-9,35.3-36.2,37.3,470(0),ファンシャン
18,2018/08/18,2札幌1,晴,5,2歳新馬,8,3,3,55.9,7.0,6,四位洋文,54,芝1500,良,1:33.8,1.0,3-2-3,32.0-35.5,36.4,470(0),エレナレジーナ
