,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2020/03/18,園田,晴,8,JRA交流逆瀬川特別,12,8,12,10.5,5,5,吉村智洋,54,ダ1400,稍,1:29.1,1.6,4-4-2-3,0.0-38.0,39.4,454(+2),ナリタミニスター
1,2019/12/30,園田,曇,8,C1二,9,3,3,2.5,2,1,下原理,54,ダ1400,不,1:27.0,-0.6,2-2-1-1,0.0-38.0,37.9,452(+2),(アエノライアン)
2,2019/12/17,園田,雨,12,C1,11,1,1,11.1,5,7,下原理,54,ダ1700,稍,1:56.0,1.2,7-7-7-7,0.0-38.4,38.8,450(-1),ポインデクスター
3,2019/12/04,園田,曇,9,C1,12,3,3,5.3,2,6,下原理,54,ダ1400,良,1:32.1,0.9,7-7-8-8,0.0-38.9,39.0,451(-2),ナナカマドカ
4,2019/11/12,園田,晴,8,C1二,12,5,5,4.4,2,3,下原理,54,ダ1400,良,1:31.6,0.8,3-3-4-4,0.0-40.6,41.2,453(-4),ラー
5,2019/10/24,園田,雨,9,C2,11,3,3,7.1,4,1,下原理,54,ダ1400,不,1:27.2,-0.3,2-2-2-2,0.0-38.0,37.9,457(-11),(キクノシャイン)
6,2019/10/09,園田,晴,6,C2三,10,3,3,1.7,1,3,下原理,54,ダ1400,良,1:32.4,0.6,3-3-4-3,0.0-40.0,40.3,468(+10),クリノイナヅマオー
7,2019/09/01,2小倉12,小雨,4,3歳未勝利,18,3,5,10.2,5,4,中井裕二,54,芝1200,重,1:11.2,0.6,13-11,34.1-36.5,35.8,458(0),アルバリズム
8,2019/08/10,2小倉5,晴,4,3歳未勝利,18,5,10,56.1,12,3,中井裕二,54,芝1200,良,1:09.1,0.3,16-16,33.3-35.5,34.6,458(-4),ハニエル
9,2019/06/16,3阪神6,晴,6,3歳未勝利,14,5,8,34.9,7,6,中井裕二,54,芝1400,稍,1:23.4,1.3,5-4,35.4-35.2,36.0,462(0),モズハチキン
10,2019/06/02,3阪神2,曇,1,3歳未勝利,16,2,3,21.6,7,5,加藤祥太,53,ダ1400,良,1:27.1,0.9,7-8,35.4-38.3,38.3,462(+12),パラーティウム
11,2019/04/07,2阪神6,晴,1,3歳未勝利,16,8,16,16.0,6,8,藤岡康太,54,ダ1400,良,1:27.2,1.5,12-11,35.4-37.6,37.9,450(+4),デュアラブル
12,2019/02/10,1小倉2,晴,1,3歳未勝利,10,3,3,3.6,2,5,藤岡康太,54,ダ1700,稍,1:50.1,1.0,4-3-3-3,31.3-38.8,39.4,446(-2),ノヴェッラ
13,2019/01/19,1京都6,晴,3,3歳未勝利,11,6,6,9.8,4,3,藤岡佑介,54,ダ1400,良,1:26.3,0.1,8-7,35.4-38.3,36.9,448(-10),キララアモーレ
14,2018/12/15,5阪神5,曇,1,2歳未勝利,16,8,16,6.4,3,6,藤岡佑介,54,ダ1400,良,1:26.4,0.7,8-7,35.2-38.0,38.1,458(+4),ナムラオッケー
15,2018/11/18,5京都6,晴,1,2歳未勝利,14,8,13,47.4,6,3,藤岡佑介,54,ダ1400,良,1:27.1,0.3,8-7,35.6-38.7,37.9,454(-6),デンコウハピネス
16,2018/10/06,4京都1,晴,5,2歳新馬,13,8,13,43.9,9,9,加藤祥太,53,芝1600,良,1:38.4,1.1,8-8,37.3-34.4,34.9,460(0),ランブリングアレー
