,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2019/12/10,名古屋,晴,6,C22組,11,5,5,380.1,10,7,加藤聡一,54,ダ1400,良,1:34.9,2.5,3-3-6,0.0-39.1,41.3,498(+4),フォーティラブ
1,2019/11/26,名古屋,曇,4,C26組,10,7,8,77.8,9,9,加藤聡一,54,ダ1400,良,1:36.4,2.6,2-2-8,0.0-39.4,41.8,494(-4),マッテオ
2,2019/11/14,名古屋,晴,8,C10組,11,3,3,83.6,10,11,岡部誠,54,ダ1400,良,1:36.1,5.2,10-10-10,0.0-39.8,42.8,498(+4),マハカーラ
3,2019/10/31,名古屋,晴,4,3歳12組,10,8,10,21.5,7,9,岡部誠,54,ダ1400,稍,1:35.5,3.4,9-9-9,0.0-38.9,41.3,494(0),エドノカゼ
4,2019/10/17,名古屋,曇,7,3歳11組,10,6,6,99.8,8,9,岡部誠,54,ダ1400,良,1:33.3,2.2,8-8-8,0.0-39.5,40.4,494(+4),ウォーターリベルテ
5,2019/10/03,名古屋,曇,4,3歳10組,10,6,6,105.0,7,8,團野大成,51,ダ1400,良,1:34.2,2.8,5-5-7,0.0-41.0,41.8,490(-4),ステイグリーン
6,2019/09/19,名古屋,晴,2,名古屋モーニングフィ,9,8,9,74.9,8,7,岡部誠,54,ダ1400,良,1:33.0,1.8,4-6-7,0.0-39.6,40.4,494(+6),テキーラ
7,2019/09/05,名古屋,曇,4,3歳7組,10,3,3,31.5,8,6,岡部誠,54,ダ1400,不,1:32.5,1.8,4-4-5,0.0-39.2,40.4,488(+6),テディボーイ
8,2019/08/22,名古屋,晴,2,名古屋モーニングフィ,10,4,4,50.0,6,4,藤原幹生,54,ダ1400,良,1:33.1,1.9,7-6-6,0.0-39.0,40.1,482(-5),セレブリス
9,2019/08/08,名古屋,晴,4,3歳8組,9,3,3,56.2,6,5,村上弘樹,54,ダ1400,良,1:32.2,1.5,4-4-4,0.0-40.5,40.8,487(-3),ジャスタクイーン
10,2019/07/25,名古屋,晴,2,名古屋モーニングフィ,10,8,10,17.4,5,7,今井貴大,54,ダ1400,良,1:33.7,4.2,3-4-6,0.0-39.2,42.5,490(+5),ミスビートリックス
11,2019/07/12,名古屋,曇,2,名古屋モーニングフィ,10,1,1,24.4,6,5,今井貴大,54,ダ1400,不,1:32.3,0.8,4-4-4,0.0-39.8,40.3,485(0),メイショウカクミチ
12,2019/06/27,名古屋,雨,1,3歳9組,9,8,9,11.4,4,3,岡部誠,54,ダ1400,稍,1:32.7,0.3,2-2-3,0.0-39.8,40.0,485(0),グラミス
13,2019/06/13,名古屋,晴,1,3歳7組,9,8,8,12.7,4,6,木之前葵,52,ダ1400,稍,1:33.2,1.8,4-4-2,0.0-40.0,41.4,485(0),アラブルテーラー
14,2019/05/31,名古屋,曇,4,3歳8組,9,3,3,14.5,4,6,東川公則,54,ダ1400,良,1:32.6,1.4,5-5-5,0.0-40.0,40.6,485(+4),オーレア
15,2019/05/17,名古屋,晴,3,3歳8組,8,6,6,2.8,2,2,岡部誠,54,ダ1400,良,1:34.9,0.0,2-2-1,0.0-39.7,39.6,481(-8),エリーグローリー
16,2019/05/06,名古屋,晴,2,3歳7組,8,8,8,1.7,1,4,岡部誠,54,ダ1400,良,1:33.9,0.6,3-3-3,0.0-39.4,39.7,489(+7),ジェイエルシップ
17,2019/03/09,2中京1,晴,1,3歳未勝利,16,7,13,41.7,9,13,横山武史,53,ダ1400,稍,1:29.8,4.5,15-15,34.9-38.1,40.3,482(-6),ヒイナヅキ
18,2018/12/08,5中山3,曇,4,2歳未勝利,16,6,12,281.9,12,16,石川裕紀,54,芝1800,良,1:54.0,4.9,6-6-9-16,37.0-36.1,40.0,488(+2),メッシーナ
19,2018/09/16,4中山4,曇,5,2歳新馬,13,6,8,55.8,11,10,石川裕紀,54,芝1800,良,1:53.2,1.8,3-4-3-4,38.3-34.8,36.3,486(0),サルウェーテ
