,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/04/24,園田,曇,3,C3,9,2,2,201.2,9.0,6.0,井上幹太,56,ダ1870,重,2:11.3,2.4,9-8-6-7,0.0-41.7,42.6,476(+2),プレシャスストーン
1,2024/04/10,園田,晴,1,C3二,12,7,9,169.5,10.0,9.0,井上幹太,56,ダ1400,重,1:36.0,1.4,8-7-6-6,0.0-41.4,41.7,474(-6),レッドアクトゥール
2,2024/03/21,園田,晴,1,C3三,12,5,6,69.2,10.0,9.0,井上幹太,56,ダ1400,稍,1:38.3,1.8,8-8-10-11,0.0-41.9,42.5,480(+4),スエヒロイナズマ
3,2024/02/21,姫路,雨,1,C3四,10,8,9,24.5,5.0,10.0,川原正一,56,ダ1400,重,1:38.8,4.5,5-5-9-10,0.0-39.2,42.7,476(-8),ユキマル
4,2024/02/06,姫路,晴,1,C3三,12,1,1,10.3,4.0,12.0,川原正一,56,ダ1400,重,1:39.3,1.6,11-11-12-12,0.0-41.4,41.5,484(-2),キンショーワールド
5,2024/01/17,姫路,晴,1,C3二,10,4,4,2.5,1.0,8.0,川原正一,56,ダ1400,良,1:38.0,1.5,9-9-5-5,0.0-39.8,41.0,486(0),ウインレヴェランス
6,2024/01/04,園田,曇,3,C3三,10,3,3,10.3,6.0,4.0,川原正一,56,ダ1400,良,1:34.0,0.5,8-8-7-6,0.0-41.8,41.1,486(+5),ワンダースイルーロ
7,2023/12/14,園田,晴,1,C3三,12,6,8,2.7,2.0,5.0,渡瀬和幸,56,ダ1400,稍,1:36.0,1.4,8-8-8-6,0.0-41.2,41.6,481(-4),ホクサイ
8,2023/11/30,園田,晴,1,C3三,8,7,7,17.4,5.0,4.0,渡瀬和幸,56,ダ1400,良,1:35.1,0.6,5-5-3-4,0.0-40.5,40.9,485(-2),ジュウワンエース
9,2023/11/09,園田,晴,1,C3三,9,5,5,10.2,5.0,7.0,渡瀬和幸,56,ダ1400,稍,1:37.6,1.7,8-8-7-7,0.0-40.1,41.1,487(+15),インジェクション
10,2023/07/14,園田,曇,4,C3一,10,7,8,76.5,7.0,6.0,田中学,56,ダ1400,稍,1:35.0,1.1,9-9-9-10,0.0-40.9,40.5,472(-3),パリパリ
11,2023/06/29,園田,晴,5,C2三,10,7,7,40.6,7.0,7.0,大山真吾,56,ダ1400,良,1:34.2,1.8,10-10-10-9,0.0-40.0,40.3,475(+3),オーリプカレディ
12,2023/06/07,園田,晴,6,C2二,12,7,10,64.8,5.0,7.0,大山真吾,56,ダ1400,稍,1:34.9,2.9,11-11-12-11,0.0-39.8,40.6,472(-3),メイショウコトダマ
13,2023/06/02,園田,雨,6,ダリア賞C2二,0,3,3,,,,田村直也,56,ダ1400,不,,,,,,計不,
14,2023/05/10,園田,晴,6,C2二,9,2,2,54.0,6.0,7.0,田村直也,56,ダ1400,稍,1:37.1,1.3,9-9-9-9,0.0-40.7,40.5,475(+3),リッキーズレター
15,2023/04/27,園田,晴,5,C2二,10,1,1,22.8,6.0,9.0,田中学,56,ダ1400,重,1:35.7,2.7,9-9-8-10,0.0-39.3,40.9,472(-7),マー
16,2023/04/04,園田,晴,8,C2二,10,6,6,6.9,4.0,3.0,吉村智洋,56,ダ1400,良,1:34.4,1.5,9-9-6-5,0.0-39.6,40.4,479(+5),ショウリノマイ
