,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2024/07/17,笠松,曇,8,スイレン賞,11,1,1,67.1,9.0,6.0,丸野勝虎,54,ダ1400,重,1:32.4,1.3,6-6-5,0.0-40.8,40.5,452(-6),ネクタリス
1,2024/07/03,笠松,晴,2,んごずみ33才おめで,9,3,3,43.7,7.0,9.0,松本剛志,54,ダ1400,稍,1:35.7,4.6,4-4-6,0.0-39.6,43.8,458(0),ドゥライト
2,2024/06/04,笠松,晴,7,小梅賞,8,8,8,4.2,2.0,3.0,東川慎,54,ダ1600,良,1:47.4,0.8,3-3-2,0.0-40.5,40.9,458(+1),パイロン
3,2024/05/09,笠松,晴,12,C級サバイバル,8,3,3,2.3,1.0,7.0,岡部誠,54,ダ1400,良,1:32.4,1.3,1-1-1,0.0-39.6,40.9,457(-3),フクサンモード
4,2024/04/26,笠松,曇,4,葛島兄弟生誕36周年,7,5,5,3.3,2.0,4.0,東川慎,54,ダ1400,良,1:32.5,1.6,3-3-3,0.0-39.3,40.7,460(+3),スプリングムーン
5,2024/04/18,笠松,曇,10,零れ桜特別,10,5,5,55.6,7.0,5.0,東川慎,54,ダ1400,良,1:30.4,0.7,6-5-6,0.0-40.5,39.4,457(-12),ケンヴァイザッハ
6,2024/04/01,笠松,晴,8,C11・C14組,8,2,2,8.8,3.0,8.0,東川慎,54,ダ1400,良,1:33.9,1.6,1-1-3,0.0-40.7,42.3,469(-2),マコトクガニゼーク
7,2024/03/22,笠松,晴,2,ありがとう、笠松,8,6,6,11.1,4.0,6.0,東川慎,54,ダ1400,良,1:30.6,1.3,2-3-3,0.0-40.0,41.1,471(+5),ニューアルケミー
8,2024/03/08,笠松,晴,5,C級センバツ,9,1,1,4.4,2.0,3.0,岡部誠,54,ダ1400,良,1:31.9,0.4,4-5-5,0.0-40.0,40.0,466(-3),ハッピーノリクン
9,2024/02/23,笠松,曇,5,なーちゃん誕生日おめ,8,6,6,14.4,4.0,7.0,大原浩司,54,ダ1400,重,1:32.3,1.6,2-1-2,0.0-39.6,41.1,469(-4),レイレフア
10,2024/01/26,笠松,晴,2,C6組,8,6,6,6.1,4.0,7.0,大原浩司,54,ダ1400,重,1:32.5,2.5,8-7-6,0.0-39.2,39.0,473(0),パトリ
11,2024/01/12,笠松,晴,12,松竹梅特別,9,7,7,4.1,3.0,8.0,大原浩司,54,ダ1400,良,1:30.5,2.2,3-4-5,0.0-38.2,39.7,473(-5),トモエ
12,2023/12/31,笠松,曇,4,今年も一年ありがとう,9,6,6,12.1,4.0,1.0,東川慎,54,ダ1400,稍,1:29.3,0.0,3-3-3,0.0-38.2,37.8,478(+1),(キャッチザロマンス)
13,2023/11/02,大井,晴,2,C2五　六,13,2,2,45.0,10.0,11.0,吉井章,54,ダ1200,良,1:17.7,3.6,4-4,36.1-38.0,40.8,477(-4),マルヨジョーダン
14,2023/10/05,大井,曇,2,C2五　六,15,7,12,129.9,15.0,13.0,新原周馬,53,ダ1200,不,1:13.8,1.7,8-6,35.1-37.0,38.4,481(+1),ホワイトシャーク
15,2023/09/19,大井,晴,6,あだワンCMグランプ,13,8,12,30.3,7.0,6.0,新原周馬,53,ダ1200,稍,1:14.6,0.9,3-3,35.7-38.0,38.7,480(0),ベニノフェアリー
16,2023/09/08,大井,雨,9,C2二　三四,0,3,3,,,,吉井章,54,ダ1200,不,,,,,,計不,
17,2023/08/18,大井,晴,6,ワイン・クーラー賞,12,6,8,87.3,10.0,12.0,吉井章,54,ダ1400,稍,1:32.7,5.0,7-8-9,36.2-39.1,43.4,480(-6),バリブラック
18,2023/05/25,大井,曇,12,こぎつね座特別競走,13,4,4,57.1,9.0,13.0,吉井章,55,ダ1600,稍,1:46.7,4.6,11-11-12-13,36.8-40.4,42.6,486(+17),ナンセイラピッド
19,2022/10/03,大井,曇,7,住まいのみやこすぎな,13,1,1,11.6,6.0,13.0,本橋孝太,54,ダ1600,良,1:51.1,9.6,9-11-12-12,37.5-39.1,47.0,469(+13),ノルトシュライフェ
20,2022/08/07,1札幌6,晴,8,3歳以上1勝クラス,14,3,3,65.3,12.0,10.0,西塚洸二,49,芝2000,良,2:02.0,1.2,4-5-6-6,34.9-36.9,37.3,456(+6),マイネルアルザス
21,2022/07/31,1札幌4,晴,4,3歳未勝利,13,4,5,14.6,9.0,7.0,西塚洸二,51,芝2000,良,2:02.8,0.9,1-1-1-2,35.2-37.4,38.3,450(-2),ブルーロワイヤル
22,2022/07/10,1函館10,晴,3,3歳未勝利,14,2,2,56.1,10.0,3.0,西塚洸二,51,芝1800,良,1:50.1,0.2,1-1-1-1,36.7-36.1,36.3,452(+2),マイネルシーマー
