,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2020/11/08,佐賀,晴,7,シクラメン賞,11,5,5,8.4,4,5,山下裕貴,56,ダ1400,良,1:32.0,1.4,1-1-1-3,0.0-39.6,41.0,477(+3),アメジストヴェイグ
1,2020/10/24,佐賀,晴,8,C2ー16組,10,1,1,13.1,4,3,山下裕貴,56,ダ1300,重,1:24.0,0.7,8-6-4-3,0.0-38.8,38.5,474(-8),マイネルバッカーノ
2,2020/10/11,佐賀,晴,1,C2ー14組,11,1,1,10.8,4,3,田中純,56,ダ1300,良,1:25.7,1.9,9-8-7-7,0.0-39.4,39.8,482(+8),ブックウエスト
3,2020/08/12,佐賀,曇,3,さがけいばナイター開,11,3,3,1.3,1,2,山口勲,56,ダ1400,不,1:32.8,0.0,3-3-3-1,0.0-40.8,40.4,474(0),レイゲツ
4,2020/07/11,佐賀,曇,2,3歳ー5組,12,1,1,25.0,5,2,山下裕貴,56,ダ1300,不,1:23.9,0.8,1-1-1-2,0.0-38.5,39.3,474(-2),ナンゴクエアーギル
5,2020/06/27,佐賀,曇,6,さがけいば最終レース,9,8,8,13.0,3,3,山下裕貴,56,ダ1400,不,1:30.7,1.3,3-4-4-3,0.0-39.0,39.3,476(+3),ダンツクルーズ
6,2020/06/13,佐賀,雨,4,3歳ー6組,8,6,6,25.3,5,4,田中純,56,ダ1400,不,1:31.6,1.1,2-2-2-3,0.0-38.9,39.9,473(-5),エルセントロ
7,2020/05/30,佐賀,曇,3,3歳ー6組,7,1,1,2.1,1,4,山口勲,56,ダ1300,良,1:26.8,1.6,2-3-2-4,0.0-38.7,40.2,478(+13),クインズモアナ
8,2020/05/09,佐賀,雨,5,さがけいば最終レース,10,8,10,1.1,1,1,山下裕貴,56,ダ1300,稍,1:25.4,-0.5,3-2-2-1,0.0-39.7,39.6,465(0),(ウィズアウトナイン)
9,2020/04/26,佐賀,曇,1,3歳ー8組,8,4,4,4.0,2,3,山下裕貴,56,ダ1300,良,1:25.5,0.6,1-1-1-1,0.0-40.0,40.6,465(+13),クラウンウエイブ
10,2020/03/26,浦和,晴,8,ツインアタック特別,12,8,11,21.6,7,8,矢野貴之,56,ダ1400,良,1:31.8,2.4,3-3-4-5,36.7-39.6,41.2,452(+6),シナノパワー
11,2019/12/22,5中山8,曇,2,2歳未勝利,16,1,1,81.4,11,11,藤田菜七,52,ダ1800,良,2:00.0,4.2,15-15-16-15,38.0-38.6,41.4,446(+2),ケンシンコウ
12,2019/10/21,4東京4,曇,3,2歳未勝利,9,8,9,83.1,7,9,菅原明良,52,芝2000,良,2:07.1,2.7,8-9-9,38.3-34.0,35.7,444(+2),ナリノモンターニュ
13,2019/10/06,3新潟2,曇,5,2歳新馬,15,8,14,78.3,13,10,森裕太朗,54,ダ1200,不,1:14.4,0.9,12-13,35.2-38.3,38.0,442(0),キラービー
