,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2023/07/02,盛岡,曇,4,C2,11,7,9,204.0,10.0,11.0,塚本涼人,56,ダ1000,稍,1:04.8,3.8,8-11,0.0-37.1,38.8,481(+16),ヤマニンライバリー
1,2023/06/18,水沢,曇,8,C2,10,6,6,23.5,7.0,8.0,塚本涼人,56,ダ850,稍,0:54.1,1.5,7-8,0.0-37.6,38.6,465(-4),ジュパンスアトワ
2,2023/06/05,水沢,晴,6,C2六組,10,4,4,163.6,10.0,9.0,塚本涼人,56,ダ1400,良,1:34.7,3.3,1-1-5-7,0.0-39.8,42.8,469(-9),セルゲイ
3,2023/05/04,名古屋,晴,8,C8組,12,7,10,376.5,12.0,12.0,加藤誓二,56,ダ1500,良,1:41.4,5.3,12-12-12,0.0-37.5,40.5,478(-1),ソツナサ
4,2023/04/21,名古屋,晴,9,C7組,12,5,5,261.1,12.0,12.0,塚本征吾,56,ダ1500,稍,1:42.4,4.8,10-12-12,0.0-39.3,42.4,479(-1),モーニングスマイル
5,2023/04/13,名古屋,晴,4,C7組,11,7,9,204.3,9.0,11.0,宮下瞳,54,ダ1500,良,1:41.0,4.1,7-9-11,0.0-41.0,42.7,480(+3),モンストルシチー
6,2023/03/31,名古屋,曇,10,蔵開き賞,12,5,6,317.7,10.0,10.0,木之前葵,54,ダ1500,良,1:39.5,2.6,7-7-9,0.0-40.5,41.5,477(-3),フェードス
7,2023/03/17,名古屋,曇,9,B8組,9,8,9,206.3,9.0,8.0,加藤聡一,56,ダ1700,良,1:55.9,4.0,6-8-8,0.0-39.8,42.7,480(-1),フェノメーヌ
8,2023/03/03,名古屋,晴,10,B8組,10,3,3,193.9,9.0,7.0,加藤聡一,56,ダ1700,良,1:56.4,3.0,7-7-8,0.0-42.1,43.2,481(-6),プリマヴィータ
9,2023/02/16,名古屋,晴,10,B7組,9,4,4,99.8,7.0,8.0,加藤聡一,56,ダ1500,稍,1:42.3,5.0,3-6-8,0.0-39.3,43.0,487(-3),コーリンバニラ
10,2023/01/12,佐賀,曇,3,C1ー9組,12,8,12,145.2,11.0,12.0,山口勲,56,ダ1300,稍,1:30.8,6.2,3-4-12-12,0.0-38.9,44.0,490(-12),ジュリエンヌ
11,2022/12/24,佐賀,曇,5,KYUSHUDREA,10,7,8,238.5,9.0,7.0,山下裕貴,56,ダ1400,不,1:33.2,3.4,10-10-10-10,0.0-37.3,39.1,502(+8),プランタニエール
12,2022/12/04,佐賀,曇,7,佐賀競馬×久留米競輪,10,3,3,121.4,10.0,9.0,山下裕貴,56,ダ1400,稍,1:35.1,3.1,7-7-9-8,0.0-39.1,41.2,494(-1),クロミチャン
13,2022/11/20,佐賀,曇,7,五町田酒造「東一」賞,8,5,5,44.5,7.0,6.0,山下裕貴,56,ダ1400,良,1:36.5,1.2,8-8-8-8,0.0-41.7,41.3,495(+7),ハチノヘタイショウ
