,日付,開催,天 気,R,レース名,頭 数,枠 番,馬 番,オ ッ ズ,人 気,着 順,騎手,斤 量,距離,馬 場,タイム,着差,通過,ペース,上り,馬体重,勝ち馬 (2着馬)
0,2021/06/01,浦和,晴,8,C1六,12,4,4,20.5,7.0,11.0,神尾香澄,50,ダ1500,重,1:40.0,3.4,9-12-11-12,32.2-38.2,40.1,412(+13),パフュームクラスタ
1,2021/04/01,浦和,晴,8,日光街道幸手宿賞,12,6,8,4.7,3.0,5.0,森泰斗,54,ダ1400,稍,1:30.9,0.6,10-10-7-7,37.5-39.4,39.0,399(-9),バンダイクブラウン
2,2021/02/22,浦和,晴,9,川越市マスコットキャ,10,3,3,2.8,1.0,3.0,吉原寛人,54,ダ1500,稍,1:38.9,0.7,5-5-5-5,30.9-40.8,41.0,408(+1),トーセンソワレ
3,2021/02/02,浦和,晴,8,秩父メープルシロップ,12,6,8,2.7,1.0,1.0,吉原寛人,54,ダ1400,重,1:30.0,-0.8,6-6-2-1,38.2-38.4,38.4,407(-7),(アマデトワール)
4,2021/01/06,浦和,曇,9,『深谷ねぎ』賞,12,7,10,3.0,1.0,4.0,森泰斗,54,ダ1400,良,1:31.3,0.2,3-4-3-2,38.0-39.4,39.3,414(+2),ファインアレス
5,2020/12/24,浦和,曇,9,ノースポール特別,11,6,8,17.3,5.0,5.0,高橋哲也,54,ダ1400,良,1:31.4,1.4,8-7-7-7,36.6-40.2,40.8,412(+4),コウユーモテモテ
6,2020/09/22,浦和,曇,8,サルビア出荷量日本一,12,8,11,4.2,2.0,3.0,福原杏,53,ダ1400,良,1:30.5,0.4,4-6-3-3,37.1-39.9,39.8,408(+10),ポートオブコール
7,2020/08/13,浦和,雨,10,稲荷山特別,0,5,5,,,,福原杏,53,ダ1400,不,,,,,,398(0),
8,2020/07/24,浦和,曇,8,南区の花「ヒマワリ」,11,1,1,10.9,3.0,1.0,福原杏,50,ダ1400,重,1:29.3,-0.4,5-5-4-2,36.8-39.2,38.4,398(-6),(マダムフィガロ)
9,2020/07/01,浦和,曇,5,C2八　九,12,5,5,7.1,4.0,1.0,北島希望,50,ダ1500,不,1:37.4,-0.9,1-1-1-1,32.8-38.6,38.6,404(-3),(ファンタジーノベル)
10,2020/05/26,浦和,雨,12,菖蒲月特別,11,8,11,46.9,8.0,9.0,水野翔,54,ダ2000,良,2:14.6,1.6,6-8-7-8,38.7-40.4,41.0,407(+14),ゴールドメッセージ
11,2020/04/23,浦和,晴,7,C2十　1112,11,1,1,14.4,5.0,4.0,水野翔,54,ダ1500,稍,1:39.9,0.3,7-6-7-6,33.8-38.6,38.4,393(-2),サクラノハナビラ
12,2020/03/26,浦和,晴,9,幸手ハッピーハンド賞,12,8,11,29.4,7.0,6.0,福原杏,53,ダ1400,良,1:31.6,1.1,7-7-6-6,38.1-39.1,38.7,395(-7),ハンズスミス
13,2020/02/20,浦和,曇,5,C2九　十,12,7,10,3.4,2.0,8.0,Ｍ．ミシ,52,ダ1500,良,1:39.4,1.5,11-10-10-10,32.5-38.7,39.4,402(-6),カズマデプレシャン
14,2020/01/15,浦和,曇,8,熊谷ニャオざね賞,12,1,1,5.7,2.0,6.0,五十嵐冬,54,ダ1400,重,1:31.7,1.8,11-11-11-8,37.1-39.3,39.7,408(-3),ボナジョルナータ
15,2019/12/24,浦和,晴,6,農産物ブランドOGA,12,5,5,2.2,1.0,3.0,五十嵐冬,54,ダ1400,重,1:31.3,0.4,6-6-6-5,36.8-40.7,39.9,411(+4),モリデンワルツ
16,2019/11/29,浦和,晴,3,3歳六　選抜馬イ,11,7,9,31.2,6.0,1.0,五十嵐冬,54,ダ1400,稍,1:31.5,-0.1,10-10-8-2,37.3-40.8,39.5,407(-1),(クラウソラス)
17,2019/10/22,金沢,曇,6,C22　特別編成,11,4,4,16.4,3.0,1.0,沖静男,54,ダ1500,稍,1:40.3,-0.2,10-9-7-4,0.0-41.4,40.0,408(0),(バームブラック)
18,2019/10/08,金沢,雨,8,C25,8,7,7,16.4,4.0,4.0,沖静男,54,ダ1500,不,1:39.1,1.0,5-5-5-4,0.0-39.4,38.9,408(-3),メイショウコスイ
19,2019/09/24,金沢,曇,5,彼岸花賞,10,7,7,21.3,6.0,2.0,藤田弘治,54,ダ1400,不,1:32.7,0.1,6-7-4-5,0.0-40.2,39.4,411(+2),オリアナロゼッタ
20,2019/09/08,金沢,晴,6,公益社団法人新潟県畜,10,3,3,39.1,9.0,6.0,沖静男,54,ダ1400,良,1:34.5,1.6,10-10-10-9,0.0-40.6,39.7,409(+2),ディーエスマグナム
