,race_id,日付,開催,天気,R,レース名,class,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,race_type,course_len,ground_state,タイム,着差,通過,上り,馬体重,勝ち馬 (2着馬)
0,202509050610,2025/12/21,阪神,雨,10,ベテルギウスS,オープン,16,1,2,9.3,5,2,西村淳也,58,ダート,1800,重,0:1:49.4,0.1,13-11-12-13,35.5,558,ルシュヴァルドール
1,202508030910,2025/10/26,京都,曇,10,カノープスS,オープン,14,7,12,3.9,1,7,坂井瑠星,56.5,ダート,1800,重,0:1:49.6,1.0,11-11-10-10,36.9,560,シゲルショウグン
2,202509040811,2025/09/27,阪神,晴,11,シリウスS,オープン,14,8,14,6.7,3.0,8,坂井瑠星,56.5,ダート,2000,良,0:2:05.6,0.8,4-6-5-3,37.6,554,ホウオウルーレット
3,202508020911,2025/05/24,京都,雨,11,平安S,オープン,16,8,15,12.7,7.0,5,坂井瑠星,57.0,ダート,1900,稍重,0:1:57.5,0.3,8-8-7-6,35.1,556,アウトレンジ
4,202509020711,2025/04/19,阪神,晴,11,アンタレスS,オープン,12,5,7,39.4,10.0,2,坂井瑠星,57.0,ダート,1800,良,0:1:51.7,0.4,8-8-8-7,37.6,564,ミッキーファイト
5,202509010610,2025/03/16,阪神,雨,10,甲南S,3勝クラス,15,2,3,3.4,1.0,1,坂井瑠星,57.0,ダート,2000,重,0:2:06.5,-0.1,5-5-5-6,36.3,568,(ビップスコーピオン)
6,202508010610,2025/02/16,京都,曇,10,北山S,3勝クラス,13,1,1,4.5,2.0,10,松山弘平,58.0,ダート,1800,稍重,0:1:52.9,1.2,4-3-4-3,38.4,568,コンティノアール
7,202507010510,2025/01/13,中京,晴,10,雅S,3勝クラス,15,2,4,7.5,5.0,2,坂井瑠星,57.0,ダート,1800,良,0:1:52.4,0.3,5-3-5-4,37.2,570,スナークラファエロ
8,202408050509,2024/10/19,京都,雨,09,北國新聞杯,2勝クラス,12,2,2,2.9,1.0,1,坂井瑠星,58.0,ダート,1900,稍重,0:1:58.5,-0.1,7-7-4-4,38.2,562,(レッドリベルタ)
9,202407030612,2024/09/21,中京,曇,12,3歳以上2勝クラス,2勝クラス,16,5,9,5.5,3.0,2,小沢大仁,57.0,ダート,1800,良,0:1:52.7,0.0,10-11-9-8,37.6,550,バンドマスター
10,202408040707,2024/06/22,京都,曇,07,3歳以上1勝クラス,1勝クラス,16,4,8,58.4,9.0,1,小沢大仁,57.0,ダート,1800,稍重,0:1:51.6,-0.2,9-7-6-5,37.1,542,(リューデスハイム)
11,202408040407,2024/06/09,京都,曇,07,3歳以上1勝クラス,1勝クラス,16,4,7,118.6,11.0,5,松若風馬,58.0,ダート,1800,稍重,0:1:54.0,1.0,14-14-11-10,37.9,542,レアンダー
12,202310030806,2023/09/03,小倉,晴,06,,未勝利,16,7,13,47.5,13.0,14,松若風馬,56.0,ダート,1700,良,0:1:49.4,3.4,15-15-12-13,40.4,542,ヘヴンズタイム
